Sample,Toxicity_Category,Compound_Name,Interaction_Count
BD162,Environmental,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD162,Environmental,4-Cresol,2
BD162,Environmental,Aflatoxin M1,2
BD162,Environmental,Aziridine,2
BD162,Environmental,Caffeate,2
BD162,Environmental,Chloral,2
BD162,Environmental,Etoposide,2
BD162,Environmental,Glu-P-1,2
BD162,Environmental,Hydrazine,2
BD162,Environmental,Microcystin LR,2
BD162,Environmental,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD162,Environmental,Nitrogen mustard,2
BD162,Environmental,Tamoxifen,2
BD162,Environmental,Trinitrotoluene,2
BD162,Environmental,ortho-Toluidine,2
BD162,Environmental,para-(Dimethylamino)azobenzene,2
BD162,Environmental,3-Cresol,1
BD162,Environmental,Acetone,1
BD162,Environmental,Aflatoxin B1,1
BD162,Environmental,"Aflatoxin B1-endo-8,9-epoxide",1
BD162,Environmental,"Aflatoxin B1-exo-8,9-epoxide",1
BD162,Environmental,Aflatoxin Q1,1
BD162,Environmental,"Aflatoxin-M1-8,9-epoxide",1
BD162,Environmental,Benzophenone,1
BD162,Environmental,Benzyl alcohol,1
BD162,Environmental,Cobalt,1
BD162,Environmental,Cyclosporin A,1
BD162,Environmental,Diethyl phthalate,1
BD162,Environmental,Digoxin,1
BD162,Environmental,Glycidaldehyde,1
BD162,Environmental,Manganese(2+),1
BD162,Environmental,Phenolphthalein,1
BD162,Environmental,Sodium fluoride,1
BD162,Environmental,Strontium cation,1
BD162,Genomic,Diuron,45
BD162,Genomic,Benzidine,40
BD162,Genomic,Formaldehyde,24
BD162,Genomic,Lead nitrate,24
BD162,Genomic,Amsacrine,18
BD162,Genomic,Chlorpyrifos,18
BD162,Genomic,Cypermethrin,18
BD162,Genomic,Nitrite,14
BD162,Genomic,Dichlorvos,12
BD162,Genomic,Hydrochlorothiazide,12
BD162,Genomic,Streptozocin,10
BD162,Genomic,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD162,Genomic,"3,3'-Dimethoxybenzidine",8
BD162,Genomic,Chloral hydrate,8
BD162,Genomic,Chlorpyrifos-methyl,8
BD162,Genomic,Endosulfan,8
BD162,Genomic,Benzo[a]pyrene,7
BD162,Genomic,Chlorfenvinphos,6
BD162,Genomic,Cobaltous sulfate,6
BD162,Genomic,Merphalan,6
BD162,Genomic,Methyl bromide,6
BD162,Genomic,Mitoxantrone,6
BD162,Genomic,Parathion,6
BD162,Genomic,Sulfasalazine,6
BD162,Genomic,alpha-Chlorohydrin,6
BD162,Genomic,Danthron,5
BD162,Genomic,Zalcitabine,5
BD162,Genomic,Chloraminophenamide,4
BD162,Genomic,Epichlorohydrin,4
BD162,Genomic,Mitomycin,4
BD162,Genomic,Phenacetin,4
BD162,Genomic,Simazine,4
BD162,Genomic,Tetranitromethane,4
BD162,Genomic,para-Aminoazobenzene,4
BD162,Genomic,Captafol,3
BD162,Genomic,Dimethoate,3
BD162,Genomic,Nitrofen,3
BD162,Genomic,Pioglitazone,3
BD162,Genomic,Styrene,3
BD162,Genomic,"1,3-Dichloro-2-propanol",2
BD162,Genomic,"2,6-Dimethylaniline",2
BD162,Genomic,2-Naphthylamine,2
BD162,Genomic,2-Nitropropane,2
BD162,Genomic,"3,3'-Dimethylbenzidine",2
BD162,Genomic,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD162,Genomic,Aflatoxin M1,2
BD162,Genomic,Aziridine,2
BD162,Genomic,Chloral,2
BD162,Genomic,Ethyl methanesulfonate,2
BD162,Genomic,Etoposide,2
BD162,Genomic,Glu-P-1,2
BD162,Genomic,Hydrazine,2
BD162,Genomic,Methylnitrosourea,2
BD162,Genomic,Microcystin LR,2
BD162,Genomic,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD162,Genomic,Nitrogen mustard,2
BD162,Genomic,Trinitrotoluene,2
BD162,Genomic,ortho-Toluidine,2
BD162,Genomic,para-(Dimethylamino)azobenzene,2
BD162,Genomic,Aflatoxin B1,1
BD162,Genomic,"Aflatoxin B1-endo-8,9-epoxide",1
BD162,Genomic,"Aflatoxin B1-exo-8,9-epoxide",1
BD162,Genomic,Aflatoxin Q1,1
BD162,Genomic,"Aflatoxin-M1-8,9-epoxide",1
BD162,Genomic,Cyclosporin A,1
BD162,Genomic,Glycidaldehyde,1
BD162,Nuclear Response,Diuron,45
BD162,Nuclear Response,Benzidine,40
BD162,Nuclear Response,Acetaldehyde,27
BD162,Nuclear Response,Chlorpyrifos,18
BD162,Nuclear Response,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD162,Nuclear Response,Chlorpyrifos-methyl,8
BD162,Nuclear Response,Tributyltin chloride,8
BD162,Nuclear Response,Benzo[a]pyrene,7
BD162,Nuclear Response,Chlorfenvinphos,6
BD162,Nuclear Response,Parathion,6
BD162,Nuclear Response,Catechol,5
BD162,Nuclear Response,Danthron,5
BD162,Nuclear Response,Mitomycin,4
BD162,Nuclear Response,Phenylmercury acetate,4
BD162,Nuclear Response,para-Aminoazobenzene,4
BD162,Nuclear Response,Chlorothalonil,3
BD162,Nuclear Response,Naled,3
BD162,Nuclear Response,Pioglitazone,3
BD162,Nuclear Response,2-Naphthylamine,2
BD162,Nuclear Response,"3,3'-Dimethylbenzidine",2
BD162,Nuclear Response,Caffeate,2
BD162,Nuclear Response,Etoposide,2
BD162,Nuclear Response,Glu-P-1,2
BD162,Nuclear Response,Hydrazine,2
BD162,Nuclear Response,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD162,Nuclear Response,Nitrogen mustard,2
BD162,Nuclear Response,Tamoxifen,2
BD162,Nuclear Response,para-(Dimethylamino)azobenzene,2
BD162,Nuclear Response,Digoxin,1
BD162,Nuclear Response,Phenolphthalein,1
BD162,Organic,Ammonia,136
BD162,Organic,Diuron,45
BD162,Organic,Benzidine,40
BD162,Organic,Acetaldehyde,27
BD162,Organic,Carbon tetrachloride,25
BD162,Organic,Formaldehyde,24
BD162,Organic,Lead nitrate,24
BD162,Organic,2-Chlorophenol,18
BD162,Organic,Amsacrine,18
BD162,Organic,Cadmium chloride,18
BD162,Organic,Chlorpyrifos,18
BD162,Organic,Methylmercury chloride,18
BD162,Organic,Mercuric chloride,16
BD162,Organic,Copper,15
BD162,Organic,Thioacetamide,15
BD162,Organic,Nitrite,14
BD162,Organic,4-Nitrophenol,12
BD162,Organic,Dichlorvos,12
BD162,Organic,Hydrochlorothiazide,12
BD162,Organic,Phenol,12
BD162,Organic,Trichloroethene,12
BD162,Organic,Nitrate,10
BD162,Organic,Streptozocin,10
BD162,Organic,Zinc cation,10
BD162,Organic,Nickel chloride,9
BD162,Organic,"1,1,2,2-Tetrachloroethane",8
BD162,Organic,"1,2-Dichlorobenzene",8
BD162,Organic,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD162,Organic,"3,3'-Dimethoxybenzidine",8
BD162,Organic,Arsenic,8
BD162,Organic,Arylmercury,8
BD162,Organic,Cacodylate,8
BD162,Organic,Chloral hydrate,8
BD162,Organic,Chlorpyrifos-methyl,8
BD162,Organic,Endosulfan,8
BD162,Organic,Tributyltin chloride,8
BD162,Organic,Benzo[a]pyrene,7
BD162,Organic,Chloramine,6
BD162,Organic,Chlorfenvinphos,6
BD162,Organic,Cobaltous sulfate,6
BD162,Organic,Merphalan,6
BD162,Organic,Methyl bromide,6
BD162,Organic,Mitoxantrone,6
BD162,Organic,Naphthalene,6
BD162,Organic,Parathion,6
BD162,Organic,Sodium arsenite,6
BD162,Organic,Sulfasalazine,6
BD162,Organic,alpha-Chlorohydrin,6
BD162,Organic,Catechol,5
BD162,Organic,Danthron,5
BD162,Organic,Ethanol,5
BD162,Organic,Lead,5
BD162,Organic,Zalcitabine,5
BD162,Organic,"1,4-Dioxane",4
BD162,Organic,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD162,Organic,"2,2',4,4'-Tetrachlorobiphenyl",4
BD162,Organic,"2,2',5,5'-Tetrachlorobiphenyl",4
BD162,Organic,"3,4,3',4'-Tetrachlorobiphenyl",4
BD162,Organic,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD162,Organic,"3,4-Dihydroxybenzoate",4
BD162,Organic,Acenaphthene,4
BD162,Organic,Chloraminophenamide,4
BD162,Organic,Dibutyl phthalate,4
BD162,Organic,Epichlorohydrin,4
BD162,Organic,Methyl isobutyl ketone,4
BD162,Organic,Mitomycin,4
BD162,Organic,Nitromethane,4
BD162,Organic,Phenacetin,4
BD162,Organic,Phenylmercury acetate,4
BD162,Organic,Phenylmethanesulfonyl fluoride,4
BD162,Organic,Simazine,4
BD162,Organic,Tetranitromethane,4
BD162,Organic,Toluene,4
BD162,Organic,para-Aminoazobenzene,4
BD162,Organic,CO,3
BD162,Organic,Captafol,3
BD162,Organic,Chlorothalonil,3
BD162,Organic,Dimethoate,3
BD162,Organic,Naled,3
BD162,Organic,Nitrofen,3
BD162,Organic,Ochratoxin A,3
BD162,Organic,Pioglitazone,3
BD162,Organic,Styrene,3
BD162,Organic,Vinyl acetate,3
BD162,Organic,"1,3-Dichloro-2-propanol",2
BD162,Organic,"2,6-Dimethylaniline",2
BD162,Organic,2-(4-Chlorophenoxy)propionic acid,2
BD162,Organic,2-Ethoxyethanol,2
BD162,Organic,2-Naphthylamine,2
BD162,Organic,2-Nitropropane,2
BD162,Organic,"3,3'-Dimethylbenzidine",2
BD162,Organic,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD162,Organic,4-Cresol,2
BD162,Organic,Aflatoxin M1,2
BD162,Organic,Aziridine,2
BD162,Organic,Caffeate,2
BD162,Organic,Chloral,2
BD162,Organic,Ethyl methanesulfonate,2
BD162,Organic,Etoposide,2
BD162,Organic,Glu-P-1,2
BD162,Organic,Hydrazine,2
BD162,Organic,Methylnitrosourea,2
BD162,Organic,Microcystin LR,2
BD162,Organic,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD162,Organic,Nitrogen mustard,2
BD162,Organic,Tamoxifen,2
BD162,Organic,Trinitrotoluene,2
BD162,Organic,ortho-Toluidine,2
BD162,Organic,para-(Dimethylamino)azobenzene,2
BD162,Organic,3-Cresol,1
BD162,Organic,Acetone,1
BD162,Organic,Aflatoxin B1,1
BD162,Organic,"Aflatoxin B1-endo-8,9-epoxide",1
BD162,Organic,"Aflatoxin B1-exo-8,9-epoxide",1
BD162,Organic,Aflatoxin Q1,1
BD162,Organic,"Aflatoxin-M1-8,9-epoxide",1
BD162,Organic,Benzophenone,1
BD162,Organic,Benzyl alcohol,1
BD162,Organic,Cobalt,1
BD162,Organic,Cyclosporin A,1
BD162,Organic,Diethyl phthalate,1
BD162,Organic,Digoxin,1
BD162,Organic,Glycidaldehyde,1
BD162,Organic,Manganese(2+),1
BD162,Organic,Methyl tert-butyl ether,1
BD162,Organic,Phenolphthalein,1
BD162,Organic,Sodium fluoride,1
BD162,Organic,Strontium cation,1
BD162,Stress Response,Diuron,45
BD162,Stress Response,Benzidine,40
BD162,Stress Response,Acetaldehyde,27
BD162,Stress Response,Amsacrine,18
BD162,Stress Response,Chlorpyrifos,18
BD162,Stress Response,Methylmercury chloride,18
BD162,Stress Response,4-Nitrophenol,12
BD162,Stress Response,Dichlorvos,12
BD162,Stress Response,"3,3'-Dimethoxybenzidine",8
BD162,Stress Response,Chlorpyrifos-methyl,8
BD162,Stress Response,Endosulfan,8
BD162,Stress Response,Tributyltin chloride,8
BD162,Stress Response,Benzo[a]pyrene,7
BD162,Stress Response,Catechol,5
BD162,Stress Response,Danthron,5
BD162,Stress Response,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD162,Stress Response,Nitromethane,4
BD162,Stress Response,Phenylmercury acetate,4
BD162,Stress Response,para-Aminoazobenzene,4
BD162,Stress Response,Captafol,3
BD162,Stress Response,Chlorothalonil,3
BD162,Stress Response,Naled,3
BD162,Stress Response,Nitrofen,3
BD162,Stress Response,Etoposide,2
BD162,Stress Response,Methylnitrosourea,2
BD162,Stress Response,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD162,Stress Response,para-(Dimethylamino)azobenzene,2
BD162,Stress Response,Cyclosporin A,1
BD162,Stress Response,Digoxin,1
BD162,Stress Response,Phenolphthalein,1
BD163,Environmental,Ammonia,152
BD163,Environmental,Diuron,45
BD163,Environmental,Acetaldehyde,42
BD163,Environmental,Benzidine,40
BD163,Environmental,Formaldehyde,39
BD163,Environmental,2-Chlorophenol,30
BD163,Environmental,Carbon tetrachloride,25
BD163,Environmental,Chlorpyrifos,24
BD163,Environmental,Methylmercury chloride,24
BD163,Environmental,Cypermethrin,21
BD163,Environmental,Amsacrine,18
BD163,Environmental,Lead nitrate,18
BD163,Environmental,Nickel chloride,18
BD163,Environmental,"1,1,2,2-Tetrachloroethane",16
BD163,Environmental,Mercuric chloride,16
BD163,Environmental,Catechol,15
BD163,Environmental,Copper,15
BD163,Environmental,Thioacetamide,15
BD163,Environmental,"1,2-Dichloroethane",14
BD163,Environmental,Chloroform,14
BD163,Environmental,4-Nitrophenol,12
BD163,Environmental,Dichlorvos,12
BD163,Environmental,Hydrochlorothiazide,12
BD163,Environmental,Phenol,12
BD163,Environmental,Streptozocin,12
BD163,Environmental,Trichloroethene,12
BD163,Environmental,Zinc cation,10
BD163,Environmental,"1,2-Dichlorobenzene",8
BD163,Environmental,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD163,Environmental,"3,3'-Dimethoxybenzidine",8
BD163,Environmental,Arsenic,8
BD163,Environmental,Chloral hydrate,8
BD163,Environmental,Chlorpyrifos-methyl,8
BD163,Environmental,Endosulfan,8
BD163,Environmental,Nitrite,8
BD163,Environmental,Tributyltin chloride,8
BD163,Environmental,alpha-Chlorohydrin,8
BD163,Environmental,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",8
BD163,Environmental,Benzo[a]pyrene,7
BD163,Environmental,Acenaphthene,6
BD163,Environmental,Bis(2-chloroethyl)ether,6
BD163,Environmental,Chlorfenvinphos,6
BD163,Environmental,Cyanide ion,6
BD163,Environmental,Merphalan,6
BD163,Environmental,Mitoxantrone,6
BD163,Environmental,Naphthalene,6
BD163,Environmental,Parathion,6
BD163,Environmental,Phenacetin,6
BD163,Environmental,Zalcitabine,6
BD163,Environmental,"trans-1,3-Dichloropropene",6
BD163,Environmental,Ethanol,5
BD163,Environmental,Lead,5
BD163,Environmental,"1,1,2-Trichloroethane",4
BD163,Environmental,"1,2-Dibromo-3-chloropropane",4
BD163,Environmental,"1,4-Dioxane",4
BD163,Environmental,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD163,Environmental,"2,2',4,4'-Tetrachlorobiphenyl",4
BD163,Environmental,"2,2',5,5'-Tetrachlorobiphenyl",4
BD163,Environmental,2-Naphthylamine,4
BD163,Environmental,"3,4,3',4'-Tetrachlorobiphenyl",4
BD163,Environmental,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD163,Environmental,Arylmercury,4
BD163,Environmental,Chloramine,4
BD163,Environmental,Chloraminophenamide,4
BD163,Environmental,Danthron,4
BD163,Environmental,Dibutyl phthalate,4
BD163,Environmental,Fluoranthene,4
BD163,Environmental,Methyl bromide,4
BD163,Environmental,Methyl chloride,4
BD163,Environmental,Microcystin LR,4
BD163,Environmental,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD163,Environmental,Nitrate,4
BD163,Environmental,Nitromethane,4
BD163,Environmental,Phenylmercury acetate,4
BD163,Environmental,Phenylmethanesulfonyl fluoride,4
BD163,Environmental,Simazine,4
BD163,Environmental,Tetranitromethane,4
BD163,Environmental,Toluene,4
BD163,Environmental,alpha-Hexachlorocyclohexane,4
BD163,Environmental,"cis-1,3-Dichloropropene",4
BD163,Environmental,para-Aminoazobenzene,4
BD163,Environmental,CO,3
BD163,Environmental,Caffeate,3
BD163,Environmental,Captafol,3
BD163,Environmental,Dimethoate,3
BD163,Environmental,Methyl isobutyl ketone,3
BD163,Environmental,Naled,3
BD163,Environmental,Nitrofen,3
BD163,Environmental,Ochratoxin A,3
BD163,Environmental,Styrene,3
BD163,Environmental,Sulfasalazine,3
BD163,Environmental,Vinyl acetate,3
BD163,Environmental,"1,2,3-Trichloropropane",2
BD163,Environmental,"1,3-Dichloro-2-propanol",2
BD163,Environmental,"2,6-Dimethylaniline",2
BD163,Environmental,2-(4-Chlorophenoxy)propionic acid,2
BD163,Environmental,2-Ethoxyethanol,2
BD163,Environmental,2-Nitropropane,2
BD163,Environmental,"3,3'-Dimethylbenzidine",2
BD163,Environmental,3-Chloro-2-methylpropene,2
BD163,Environmental,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD163,Environmental,4-Cresol,2
BD163,Environmental,Acetamide,2
BD163,Environmental,Acrylamide,2
BD163,Environmental,Aflatoxin M1,2
BD163,Environmental,Aziridine,2
BD163,Environmental,Chloral,2
BD163,Environmental,Etoposide,2
BD163,Environmental,Glu-P-1,2
BD163,Environmental,Hydrazine,2
BD163,Environmental,Mitomycin,2
BD163,Environmental,"N,N'-Diacetylbenzidine",2
BD163,Environmental,Nickel(2+),2
BD163,Environmental,Nitrogen mustard,2
BD163,Environmental,Tamoxifen,2
BD163,Environmental,Thiocyanate,2
BD163,Environmental,Trinitrotoluene,2
BD163,Environmental,ortho-Toluidine,2
BD163,Environmental,para-(Dimethylamino)azobenzene,2
BD163,Environmental,3-Cresol,1
BD163,Environmental,Aflatoxin B1,1
BD163,Environmental,"Aflatoxin B1-endo-8,9-epoxide",1
BD163,Environmental,"Aflatoxin B1-exo-8,9-epoxide",1
BD163,Environmental,Aflatoxin Q1,1
BD163,Environmental,"Aflatoxin-M1-8,9-epoxide",1
BD163,Environmental,Benzofuran,1
BD163,Environmental,Benzyl alcohol,1
BD163,Environmental,Bromide,1
BD163,Environmental,Cobalt,1
BD163,Environmental,Cyclosporin A,1
BD163,Environmental,Diethyl phthalate,1
BD163,Environmental,Digoxin,1
BD163,Environmental,Ethyl acrylate,1
BD163,Environmental,Glycidaldehyde,1
BD163,Environmental,Phenolphthalein,1
BD163,Environmental,Sodium fluoride,1
BD163,Environmental,Strontium cation,1
BD163,Genomic,Diuron,45
BD163,Genomic,Benzidine,40
BD163,Genomic,Formaldehyde,39
BD163,Genomic,Chlorpyrifos,24
BD163,Genomic,Cypermethrin,21
BD163,Genomic,Amsacrine,18
BD163,Genomic,Lead nitrate,18
BD163,Genomic,"1,2-Dichloroethane",14
BD163,Genomic,Dichlorvos,12
BD163,Genomic,Hydrochlorothiazide,12
BD163,Genomic,Streptozocin,12
BD163,Genomic,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD163,Genomic,"3,3'-Dimethoxybenzidine",8
BD163,Genomic,Chloral hydrate,8
BD163,Genomic,Chlorpyrifos-methyl,8
BD163,Genomic,Endosulfan,8
BD163,Genomic,Nitrite,8
BD163,Genomic,alpha-Chlorohydrin,8
BD163,Genomic,Benzo[a]pyrene,7
BD163,Genomic,Bis(2-chloroethyl)ether,6
BD163,Genomic,Chlorfenvinphos,6
BD163,Genomic,Merphalan,6
BD163,Genomic,Mitoxantrone,6
BD163,Genomic,Parathion,6
BD163,Genomic,Phenacetin,6
BD163,Genomic,Zalcitabine,6
BD163,Genomic,"trans-1,3-Dichloropropene",6
BD163,Genomic,"1,2-Dibromo-3-chloropropane",4
BD163,Genomic,2-Naphthylamine,4
BD163,Genomic,Chloraminophenamide,4
BD163,Genomic,Cobaltous sulfate,4
BD163,Genomic,Danthron,4
BD163,Genomic,Epichlorohydrin,4
BD163,Genomic,Fluoranthene,4
BD163,Genomic,Methyl bromide,4
BD163,Genomic,Methyl chloride,4
BD163,Genomic,Microcystin LR,4
BD163,Genomic,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD163,Genomic,Simazine,4
BD163,Genomic,Tetranitromethane,4
BD163,Genomic,"cis-1,3-Dichloropropene",4
BD163,Genomic,para-Aminoazobenzene,4
BD163,Genomic,Captafol,3
BD163,Genomic,Dimethoate,3
BD163,Genomic,Nitrofen,3
BD163,Genomic,Styrene,3
BD163,Genomic,Sulfasalazine,3
BD163,Genomic,"1,2,3-Trichloropropane",2
BD163,Genomic,"1,3-Dichloro-2-propanol",2
BD163,Genomic,"2,6-Dimethylaniline",2
BD163,Genomic,2-Nitropropane,2
BD163,Genomic,"3,3'-Dimethylbenzidine",2
BD163,Genomic,3-Chloro-2-methylpropene,2
BD163,Genomic,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD163,Genomic,Aflatoxin M1,2
BD163,Genomic,Aziridine,2
BD163,Genomic,Chloral,2
BD163,Genomic,Ethyl methanesulfonate,2
BD163,Genomic,Etoposide,2
BD163,Genomic,Glu-P-1,2
BD163,Genomic,Hydrazine,2
BD163,Genomic,Methylnitrosourea,2
BD163,Genomic,Mitomycin,2
BD163,Genomic,"N,N'-Diacetylbenzidine",2
BD163,Genomic,Nitrogen mustard,2
BD163,Genomic,Trinitrotoluene,2
BD163,Genomic,ortho-Toluidine,2
BD163,Genomic,para-(Dimethylamino)azobenzene,2
BD163,Genomic,Aflatoxin B1,1
BD163,Genomic,"Aflatoxin B1-endo-8,9-epoxide",1
BD163,Genomic,"Aflatoxin B1-exo-8,9-epoxide",1
BD163,Genomic,Aflatoxin Q1,1
BD163,Genomic,"Aflatoxin-M1-8,9-epoxide",1
BD163,Genomic,Benzofuran,1
BD163,Genomic,Cyclosporin A,1
BD163,Genomic,Glycidaldehyde,1
BD163,Nuclear Response,Diuron,45
BD163,Nuclear Response,Acetaldehyde,42
BD163,Nuclear Response,Benzidine,40
BD163,Nuclear Response,Chlorpyrifos,24
BD163,Nuclear Response,Catechol,15
BD163,Nuclear Response,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD163,Nuclear Response,Chlorpyrifos-methyl,8
BD163,Nuclear Response,Tributyltin chloride,8
BD163,Nuclear Response,Benzo[a]pyrene,7
BD163,Nuclear Response,Chlorfenvinphos,6
BD163,Nuclear Response,Parathion,6
BD163,Nuclear Response,2-Naphthylamine,4
BD163,Nuclear Response,Danthron,4
BD163,Nuclear Response,Fluoranthene,4
BD163,Nuclear Response,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD163,Nuclear Response,Phenylmercury acetate,4
BD163,Nuclear Response,para-Aminoazobenzene,4
BD163,Nuclear Response,Caffeate,3
BD163,Nuclear Response,Naled,3
BD163,Nuclear Response,"3,3'-Dimethylbenzidine",2
BD163,Nuclear Response,Etoposide,2
BD163,Nuclear Response,Glu-P-1,2
BD163,Nuclear Response,Hydrazine,2
BD163,Nuclear Response,Mitomycin,2
BD163,Nuclear Response,"N,N'-Diacetylbenzidine",2
BD163,Nuclear Response,Nitrogen mustard,2
BD163,Nuclear Response,Tamoxifen,2
BD163,Nuclear Response,Thiocyanate,2
BD163,Nuclear Response,para-(Dimethylamino)azobenzene,2
BD163,Nuclear Response,Benzofuran,1
BD163,Nuclear Response,Digoxin,1
BD163,Nuclear Response,Phenolphthalein,1
BD163,Organic,Ammonia,152
BD163,Organic,Diuron,45
BD163,Organic,Acetaldehyde,42
BD163,Organic,Benzidine,40
BD163,Organic,Formaldehyde,39
BD163,Organic,2-Chlorophenol,30
BD163,Organic,Carbon tetrachloride,25
BD163,Organic,Chlorpyrifos,24
BD163,Organic,Methylmercury chloride,24
BD163,Organic,Amsacrine,18
BD163,Organic,Lead nitrate,18
BD163,Organic,Nickel chloride,18
BD163,Organic,"1,1,2,2-Tetrachloroethane",16
BD163,Organic,Mercuric chloride,16
BD163,Organic,Catechol,15
BD163,Organic,Copper,15
BD163,Organic,Thioacetamide,15
BD163,Organic,"1,2-Dichloroethane",14
BD163,Organic,Chloroform,14
BD163,Organic,4-Nitrophenol,12
BD163,Organic,Dichlorvos,12
BD163,Organic,Hydrochlorothiazide,12
BD163,Organic,Phenol,12
BD163,Organic,Streptozocin,12
BD163,Organic,Trichloroethene,12
BD163,Organic,Zinc cation,10
BD163,Organic,"1,2-Dichlorobenzene",8
BD163,Organic,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD163,Organic,"3,3'-Dimethoxybenzidine",8
BD163,Organic,Arsenic,8
BD163,Organic,Cacodylate,8
BD163,Organic,Chloral hydrate,8
BD163,Organic,Chlorpyrifos-methyl,8
BD163,Organic,Endosulfan,8
BD163,Organic,Nitrite,8
BD163,Organic,Sodium arsenite,8
BD163,Organic,Tributyltin chloride,8
BD163,Organic,alpha-Chlorohydrin,8
BD163,Organic,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",8
BD163,Organic,Benzo[a]pyrene,7
BD163,Organic,Acenaphthene,6
BD163,Organic,Bis(2-chloroethyl)ether,6
BD163,Organic,Chlorfenvinphos,6
BD163,Organic,Cyanide ion,6
BD163,Organic,Merphalan,6
BD163,Organic,Mitoxantrone,6
BD163,Organic,Naphthalene,6
BD163,Organic,Parathion,6
BD163,Organic,Phenacetin,6
BD163,Organic,Zalcitabine,6
BD163,Organic,"trans-1,3-Dichloropropene",6
BD163,Organic,Ethanol,5
BD163,Organic,Lead,5
BD163,Organic,"1,1,2-Trichloroethane",4
BD163,Organic,"1,2-Dibromo-3-chloropropane",4
BD163,Organic,"1,4-Dioxane",4
BD163,Organic,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD163,Organic,"2,2',4,4'-Tetrachlorobiphenyl",4
BD163,Organic,"2,2',5,5'-Tetrachlorobiphenyl",4
BD163,Organic,2-Naphthylamine,4
BD163,Organic,"3,4,3',4'-Tetrachlorobiphenyl",4
BD163,Organic,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD163,Organic,Arylmercury,4
BD163,Organic,Chloramine,4
BD163,Organic,Chloraminophenamide,4
BD163,Organic,Cobaltous sulfate,4
BD163,Organic,Danthron,4
BD163,Organic,Dibutyl phthalate,4
BD163,Organic,Epichlorohydrin,4
BD163,Organic,Fluoranthene,4
BD163,Organic,Methyl bromide,4
BD163,Organic,Methyl chloride,4
BD163,Organic,Microcystin LR,4
BD163,Organic,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD163,Organic,Nitrate,4
BD163,Organic,Nitromethane,4
BD163,Organic,Phenylmercury acetate,4
BD163,Organic,Phenylmethanesulfonyl fluoride,4
BD163,Organic,Simazine,4
BD163,Organic,Tetranitromethane,4
BD163,Organic,Toluene,4
BD163,Organic,alpha-Hexachlorocyclohexane,4
BD163,Organic,"cis-1,3-Dichloropropene",4
BD163,Organic,para-Aminoazobenzene,4
BD163,Organic,CO,3
BD163,Organic,Caffeate,3
BD163,Organic,Captafol,3
BD163,Organic,Dimethoate,3
BD163,Organic,Methyl isobutyl ketone,3
BD163,Organic,Naled,3
BD163,Organic,Nitrofen,3
BD163,Organic,Ochratoxin A,3
BD163,Organic,Styrene,3
BD163,Organic,Sulfasalazine,3
BD163,Organic,Vinyl acetate,3
BD163,Organic,"1,2,3-Trichloropropane",2
BD163,Organic,"1,3-Dichloro-2-propanol",2
BD163,Organic,"2,6-Dimethylaniline",2
BD163,Organic,2-(4-Chlorophenoxy)propionic acid,2
BD163,Organic,2-Ethoxyethanol,2
BD163,Organic,2-Nitropropane,2
BD163,Organic,"3,3'-Dimethylbenzidine",2
BD163,Organic,3-Chloro-2-methylpropene,2
BD163,Organic,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD163,Organic,4-Cresol,2
BD163,Organic,Acetamide,2
BD163,Organic,Acrylamide,2
BD163,Organic,Aflatoxin M1,2
BD163,Organic,Aziridine,2
BD163,Organic,Chloral,2
BD163,Organic,Ethyl methanesulfonate,2
BD163,Organic,Etoposide,2
