Sample,Toxicity_Category,Compound_Name,Interaction_Count
BD117,Environmental,Ammonia,118
BD117,Environmental,Diuron,36
BD117,Environmental,Lead nitrate,30
BD117,Environmental,Methylmercury chloride,30
BD117,Environmental,Benzidine,24
BD117,Environmental,Acetaldehyde,21
BD117,Environmental,Carbon tetrachloride,20
BD117,Environmental,Copper,15
BD117,Environmental,Formaldehyde,15
BD117,Environmental,Chlorpyrifos,12
BD117,Environmental,Thioacetamide,12
BD117,Environmental,Tributyltin chloride,12
BD117,Environmental,Amsacrine,9
BD117,Environmental,Cadmium chloride,9
BD117,Environmental,Cypermethrin,9
BD117,Environmental,Nickel chloride,9
BD117,Environmental,Dibutyl phthalate,8
BD117,Environmental,Hydrochlorothiazide,8
BD117,Environmental,Mercuric chloride,8
BD117,Environmental,Phenylmercury acetate,8
BD117,Environmental,Streptozocin,8
BD117,Environmental,2-Chlorophenol,6
BD117,Environmental,"3,3'-Dimethoxybenzidine",6
BD117,Environmental,Chloramine,6
BD117,Environmental,Cyanide ion,6
BD117,Environmental,Dichlorvos,6
BD117,Environmental,Perfluorooctanesulfonic acid,6
BD117,Environmental,Catechol,5
BD117,Environmental,Lead,5
BD117,Environmental,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD117,Environmental,"2,2',4,4'-Tetrachlorobiphenyl",4
BD117,Environmental,"2,2',5,5'-Tetrachlorobiphenyl",4
BD117,Environmental,"3,4,3',4'-Tetrachlorobiphenyl",4
BD117,Environmental,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD117,Environmental,4-Nitrophenol,4
BD117,Environmental,Arsenic,4
BD117,Environmental,Aziridine,4
BD117,Environmental,Chloral hydrate,4
BD117,Environmental,Chloraminophenamide,4
BD117,Environmental,Chlorpyrifos-methyl,4
BD117,Environmental,Mercury(2+),4
BD117,Environmental,Methyl bromide,4
BD117,Environmental,Nitrite,4
BD117,Environmental,Nitromethane,4
BD117,Environmental,Phenacetin,4
BD117,Environmental,Phenol,4
BD117,Environmental,Phenylmethanesulfonyl fluoride,4
BD117,Environmental,Phthalate,4
BD117,Environmental,Simazine,4
BD117,Environmental,Tetranitromethane,4
BD117,Environmental,Zinc cation,4
BD117,Environmental,alpha-Chlorohydrin,4
BD117,Environmental,para-Aminoazobenzene,4
BD117,Environmental,4-Nonylphenol,3
BD117,Environmental,Danthron,3
BD117,Environmental,Dimethoate,3
BD117,Environmental,Nitrofen,3
BD117,Environmental,Pioglitazone,3
BD117,Environmental,Sulfasalazine,3
BD117,Environmental,Zalcitabine,3
BD117,Environmental,"1,4-Dioxane",2
BD117,Environmental,"2,6-Dimethylaniline",2
BD117,Environmental,2-Ethoxyethanol,2
BD117,Environmental,2-Nitropropane,2
BD117,Environmental,4-Cresol,2
BD117,Environmental,Acetamide,2
BD117,Environmental,Acrylamide,2
BD117,Environmental,Auramine,2
BD117,Environmental,Di-n-octyl phthalate,2
BD117,Environmental,Disperse Blue 1,2
BD117,Environmental,Ethanol,2
BD117,Environmental,Ethylene oxide,2
BD117,Environmental,Hg,2
BD117,Environmental,Hydrazine,2
BD117,Environmental,Methoxychlor,2
BD117,Environmental,Methyl isobutyl ketone,2
BD117,Environmental,Mitomycin,2
BD117,Environmental,Mitoxantrone,2
BD117,Environmental,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD117,Environmental,Nitrate,2
BD117,Environmental,Nitrogen mustard,2
BD117,Environmental,Thiocyanate,2
BD117,Environmental,Trinitrotoluene,2
BD117,Environmental,ortho-Toluidine,2
BD117,Environmental,3-Cresol,1
BD117,Environmental,Acetone,1
BD117,Environmental,CO,1
BD117,Environmental,Cobalt,1
BD117,Environmental,Ethyl acrylate,1
BD117,Environmental,Glycidaldehyde,1
BD117,Environmental,Methane,1
BD117,Environmental,Sodium fluoride,1
BD117,Environmental,Strontium cation,1
BD117,Environmental,Vinyl acetate,1
BD117,Genomic,Diuron,36
BD117,Genomic,Lead nitrate,30
BD117,Genomic,Benzidine,24
BD117,Genomic,Formaldehyde,15
BD117,Genomic,Chlorpyrifos,12
BD117,Genomic,Amsacrine,9
BD117,Genomic,Cypermethrin,9
BD117,Genomic,Hydrochlorothiazide,8
BD117,Genomic,Streptozocin,8
BD117,Genomic,"3,3'-Dimethoxybenzidine",6
BD117,Genomic,Cobaltous sulfate,6
BD117,Genomic,Dichlorvos,6
BD117,Genomic,Perfluorooctanesulfonic acid,6
BD117,Genomic,Aziridine,4
BD117,Genomic,Chloral hydrate,4
BD117,Genomic,Chloraminophenamide,4
BD117,Genomic,Chlorpyrifos-methyl,4
BD117,Genomic,Methyl bromide,4
BD117,Genomic,Nitrite,4
BD117,Genomic,Phenacetin,4
BD117,Genomic,Simazine,4
BD117,Genomic,Tetranitromethane,4
BD117,Genomic,alpha-Chlorohydrin,4
BD117,Genomic,para-Aminoazobenzene,4
BD117,Genomic,Danthron,3
BD117,Genomic,Dimethoate,3
BD117,Genomic,Nitrofen,3
BD117,Genomic,Pioglitazone,3
BD117,Genomic,Sulfasalazine,3
BD117,Genomic,Zalcitabine,3
BD117,Genomic,"2,6-Dimethylaniline",2
BD117,Genomic,2-Nitropropane,2
BD117,Genomic,Auramine,2
BD117,Genomic,Disperse Blue 1,2
BD117,Genomic,Epichlorohydrin,2
BD117,Genomic,Ethyl methanesulfonate,2
BD117,Genomic,Ethylene oxide,2
BD117,Genomic,Hydrazine,2
BD117,Genomic,Methylnitrosourea,2
BD117,Genomic,Mitomycin,2
BD117,Genomic,Mitoxantrone,2
BD117,Genomic,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD117,Genomic,Nitrogen mustard,2
BD117,Genomic,Trinitrotoluene,2
BD117,Genomic,ortho-Toluidine,2
BD117,Genomic,Glycidaldehyde,1
BD117,Nuclear Response,Diuron,36
BD117,Nuclear Response,Benzidine,24
BD117,Nuclear Response,Acetaldehyde,21
BD117,Nuclear Response,Chlorpyrifos,12
BD117,Nuclear Response,Tributyltin chloride,12
BD117,Nuclear Response,Phenylmercury acetate,8
BD117,Nuclear Response,Catechol,5
BD117,Nuclear Response,Chlorpyrifos-methyl,4
BD117,Nuclear Response,Mercury(2+),4
BD117,Nuclear Response,para-Aminoazobenzene,4
BD117,Nuclear Response,4-Nonylphenol,3
BD117,Nuclear Response,Danthron,3
BD117,Nuclear Response,Pioglitazone,3
BD117,Nuclear Response,Auramine,2
BD117,Nuclear Response,Disperse Blue 1,2
BD117,Nuclear Response,Hg,2
BD117,Nuclear Response,Hydrazine,2
BD117,Nuclear Response,Mitomycin,2
BD117,Nuclear Response,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD117,Nuclear Response,Nitrogen mustard,2
BD117,Nuclear Response,Thiocyanate,2
BD117,Organic,Ammonia,118
BD117,Organic,Diuron,36
BD117,Organic,Lead nitrate,30
BD117,Organic,Methylmercury chloride,30
BD117,Organic,Benzidine,24
BD117,Organic,Acetaldehyde,21
BD117,Organic,Carbon tetrachloride,20
BD117,Organic,Copper,15
BD117,Organic,Formaldehyde,15
BD117,Organic,Chlorpyrifos,12
BD117,Organic,Thioacetamide,12
BD117,Organic,Tributyltin chloride,12
BD117,Organic,Amsacrine,9
BD117,Organic,Cadmium chloride,9
BD117,Organic,Nickel chloride,9
BD117,Organic,Dibutyl phthalate,8
BD117,Organic,Hydrochlorothiazide,8
BD117,Organic,Mercuric chloride,8
BD117,Organic,Methylmercury,8
BD117,Organic,Phenylmercury acetate,8
BD117,Organic,Sodium arsenite,8
BD117,Organic,Streptozocin,8
BD117,Organic,2-Chlorophenol,6
BD117,Organic,"3,3'-Dimethoxybenzidine",6
BD117,Organic,Chloramine,6
BD117,Organic,Cobaltous sulfate,6
BD117,Organic,Cyanide ion,6
BD117,Organic,Dichlorvos,6
BD117,Organic,Perfluorooctanesulfonic acid,6
BD117,Organic,Catechol,5
BD117,Organic,Lead,5
BD117,Organic,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD117,Organic,"2,2',4,4'-Tetrachlorobiphenyl",4
BD117,Organic,"2,2',5,5'-Tetrachlorobiphenyl",4
BD117,Organic,"3,4,3',4'-Tetrachlorobiphenyl",4
BD117,Organic,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD117,Organic,4-Nitrophenol,4
BD117,Organic,Arsenic,4
BD117,Organic,Aziridine,4
BD117,Organic,Cacodylate,4
BD117,Organic,Chloral hydrate,4
BD117,Organic,Chloraminophenamide,4
BD117,Organic,Chlorpyrifos-methyl,4
BD117,Organic,Mercury(2+),4
BD117,Organic,Methyl bromide,4
BD117,Organic,Nitrite,4
BD117,Organic,Nitromethane,4
BD117,Organic,Phenacetin,4
BD117,Organic,Phenol,4
BD117,Organic,Phenylmethanesulfonyl fluoride,4
BD117,Organic,Phthalate,4
BD117,Organic,Simazine,4
BD117,Organic,Tetranitromethane,4
BD117,Organic,Zinc cation,4
BD117,Organic,alpha-Chlorohydrin,4
BD117,Organic,para-Aminoazobenzene,4
BD117,Organic,4-Nonylphenol,3
BD117,Organic,Danthron,3
BD117,Organic,Dimethoate,3
BD117,Organic,Nitrofen,3
BD117,Organic,Pioglitazone,3
BD117,Organic,Sulfasalazine,3
BD117,Organic,Zalcitabine,3
BD117,Organic,"1,4-Dioxane",2
BD117,Organic,"2,6-Dimethylaniline",2
BD117,Organic,2-Ethoxyethanol,2
BD117,Organic,2-Nitropropane,2
BD117,Organic,4-Cresol,2
BD117,Organic,Acetamide,2
BD117,Organic,Acrylamide,2
BD117,Organic,Auramine,2
BD117,Organic,Di-n-octyl phthalate,2
BD117,Organic,Disperse Blue 1,2
BD117,Organic,Epichlorohydrin,2
BD117,Organic,Ethanol,2
BD117,Organic,Ethyl methanesulfonate,2
BD117,Organic,Ethylene oxide,2
BD117,Organic,Hg,2
BD117,Organic,Hydrazine,2
BD117,Organic,Methoxychlor,2
BD117,Organic,Methyl isobutyl ketone,2
BD117,Organic,Methylnitrosourea,2
BD117,Organic,Mitomycin,2
BD117,Organic,Mitoxantrone,2
BD117,Organic,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD117,Organic,Nitrate,2
BD117,Organic,Nitrogen mustard,2
BD117,Organic,Thiocyanate,2
BD117,Organic,Trinitrotoluene,2
BD117,Organic,ortho-Toluidine,2
BD117,Organic,3-Cresol,1
BD117,Organic,Acetone,1
BD117,Organic,CO,1
BD117,Organic,Cobalt,1
BD117,Organic,Ethyl acrylate,1
BD117,Organic,Glycidaldehyde,1
BD117,Organic,Methane,1
BD117,Organic,Methyl tert-butyl ether,1
BD117,Organic,Sodium fluoride,1
BD117,Organic,Strontium cation,1
BD117,Organic,Vinyl acetate,1
BD117,Stress Response,Diuron,36
BD117,Stress Response,Methylmercury chloride,30
BD117,Stress Response,Benzidine,24
BD117,Stress Response,Acetaldehyde,21
BD117,Stress Response,Chlorpyrifos,12
BD117,Stress Response,Tributyltin chloride,12
BD117,Stress Response,Amsacrine,9
BD117,Stress Response,Phenylmercury acetate,8
BD117,Stress Response,"3,3'-Dimethoxybenzidine",6
BD117,Stress Response,Dichlorvos,6
BD117,Stress Response,Perfluorooctanesulfonic acid,6
BD117,Stress Response,Catechol,5
BD117,Stress Response,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD117,Stress Response,4-Nitrophenol,4
BD117,Stress Response,Chlorpyrifos-methyl,4
BD117,Stress Response,Mercury(2+),4
BD117,Stress Response,Nitromethane,4
BD117,Stress Response,para-Aminoazobenzene,4
BD117,Stress Response,4-Nonylphenol,3
BD117,Stress Response,Danthron,3
BD117,Stress Response,Nitrofen,3
BD117,Stress Response,Auramine,2
BD117,Stress Response,Disperse Blue 1,2
BD117,Stress Response,Hg,2
BD117,Stress Response,Methoxychlor,2
BD117,Stress Response,Methylnitrosourea,2
BD117,Stress Response,N-Methyl-N'-nitro-N-nitrosoguanidine,2
BD120,Environmental,Ammonia,134
BD120,Environmental,Diuron,45
BD120,Environmental,Benzidine,40
BD120,Environmental,Carbon tetrachloride,30
BD120,Environmental,Formaldehyde,30
BD120,Environmental,Lead nitrate,24
BD120,Environmental,Acetaldehyde,21
BD120,Environmental,Cypermethrin,21
BD120,Environmental,2-Chlorophenol,18
BD120,Environmental,Amsacrine,18
BD120,Environmental,Cadmium chloride,18
BD120,Environmental,Chlorpyrifos,18
BD120,Environmental,Methylmercury chloride,18
BD120,Environmental,Copper,15
BD120,Environmental,Thioacetamide,15
BD120,Environmental,"1,2-Dichloroethane",14
BD120,Environmental,Chloroform,14
BD120,Environmental,Nitrite,14
BD120,Environmental,4-Nitrophenol,12
BD120,Environmental,Dichlorvos,12
BD120,Environmental,Hydrochlorothiazide,12
BD120,Environmental,Mercuric chloride,12
BD120,Environmental,Phenol,12
BD120,Environmental,Streptozocin,12
BD120,Environmental,Trichloroethene,12
BD120,Environmental,Nitrate,10
BD120,Environmental,Nickel chloride,9
BD120,Environmental,Sulfasalazine,9
BD120,Environmental,"1,1,2,2-Tetrachloroethane",8
BD120,Environmental,"1,2-Dichlorobenzene",8
BD120,Environmental,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD120,Environmental,"3,3'-Dimethoxybenzidine",8
BD120,Environmental,Arsenic,8
BD120,Environmental,Arylmercury,8
BD120,Environmental,Chlorpyrifos-methyl,8
BD120,Environmental,Endosulfan,8
BD120,Environmental,Tributyltin chloride,8
BD120,Environmental,Zinc cation,8
BD120,Environmental,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",8
BD120,Environmental,Benzo[a]pyrene,7
BD120,Environmental,Acenaphthene,6
BD120,Environmental,Bis(2-chloroethyl)ether,6
BD120,Environmental,Chloral hydrate,6
BD120,Environmental,Chloramine,6
BD120,Environmental,Chlorfenvinphos,6
BD120,Environmental,Merphalan,6
BD120,Environmental,Methyl bromide,6
BD120,Environmental,Mitomycin,6
BD120,Environmental,Mitoxantrone,6
BD120,Environmental,Naphthalene,6
BD120,Environmental,Parathion,6
BD120,Environmental,Zalcitabine,6
BD120,Environmental,alpha-Chlorohydrin,6
BD120,Environmental,para-Aminoazobenzene,6
BD120,Environmental,"trans-1,3-Dichloropropene",6
BD120,Environmental,CO,5
BD120,Environmental,Catechol,5
BD120,Environmental,Lead,5
BD120,Environmental,"1,1,2-Trichloroethane",4
BD120,Environmental,"1,2-Dibromo-3-chloropropane",4
BD120,Environmental,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD120,Environmental,"2,2',4,4'-Tetrachlorobiphenyl",4
BD120,Environmental,"2,2',5,5'-Tetrachlorobiphenyl",4
BD120,Environmental,2-Naphthylamine,4
BD120,Environmental,"3,4,3',4'-Tetrachlorobiphenyl",4
BD120,Environmental,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD120,Environmental,Chloraminophenamide,4
BD120,Environmental,Dibutyl phthalate,4
BD120,Environmental,Fluoranthene,4
BD120,Environmental,Methyl chloride,4
BD120,Environmental,Methyl isobutyl ketone,4
BD120,Environmental,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD120,Environmental,Nitromethane,4
BD120,Environmental,Phenacetin,4
BD120,Environmental,Phenylmercury acetate,4
BD120,Environmental,Phenylmethanesulfonyl fluoride,4
BD120,Environmental,Simazine,4
BD120,Environmental,Tetranitromethane,4
BD120,Environmental,Toluene,4
BD120,Environmental,alpha-Hexachlorocyclohexane,4
BD120,Environmental,"cis-1,3-Dichloropropene",4
BD120,Environmental,Captafol,3
BD120,Environmental,Chloramphenicol,3
BD120,Environmental,Chlorothalonil,3
BD120,Environmental,Danthron,3
BD120,Environmental,Dimethoate,3
BD120,Environmental,Ethanol,3
BD120,Environmental,Naled,3
BD120,Environmental,Nitrofen,3
BD120,Environmental,Ochratoxin A,3
BD120,Environmental,Pioglitazone,3
BD120,Environmental,Styrene,3
BD120,Environmental,Vinyl acetate,3
BD120,Environmental,"1,2,3-Trichloropropane",2
BD120,Environmental,"1,4-Dioxane",2
BD120,Environmental,"2,6-Dimethylaniline",2
BD120,Environmental,2-(4-Chlorophenoxy)propionic acid,2
BD120,Environmental,2-Ethoxyethanol,2
BD120,Environmental,2-Nitropropane,2
BD120,Environmental,"3,3'-Dimethylbenzidine",2
BD120,Environmental,3-Chloro-2-methylpropene,2
BD120,Environmental,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD120,Environmental,4-Cresol,2
BD120,Environmental,Aflatoxin M1,2
BD120,Environmental,Aziridine,2
BD120,Environmental,Caffeate,2
BD120,Environmental,Chloral,2
BD120,Environmental,Etoposide,2
BD120,Environmental,Glu-P-1,2
BD120,Environmental,Hydrazine,2
BD120,Environmental,Microcystin LR,2
BD120,Environmental,Nitrogen mustard,2
BD120,Environmental,Tamoxifen,2
BD120,Environmental,Trinitrotoluene,2
BD120,Environmental,ortho-Toluidine,2
BD120,Environmental,para-(Dimethylamino)azobenzene,2
BD120,Environmental,3-Cresol,1
BD120,Environmental,Aflatoxin B1,1
BD120,Environmental,"Aflatoxin B1-endo-8,9-epoxide",1
BD120,Environmental,"Aflatoxin B1-exo-8,9-epoxide",1
BD120,Environmental,Aflatoxin Q1,1
BD120,Environmental,"Aflatoxin-M1-8,9-epoxide",1
BD120,Environmental,Benzophenone,1
BD120,Environmental,Benzyl alcohol,1
BD120,Environmental,Bromide,1
BD120,Environmental,Cobalt,1
BD120,Environmental,Cyclosporin A,1
BD120,Environmental,Diethyl phthalate,1
BD120,Environmental,Digoxin,1
BD120,Environmental,Glycidaldehyde,1
BD120,Environmental,Manganese(2+),1
BD120,Environmental,Phenolphthalein,1
BD120,Environmental,Sodium fluoride,1
BD120,Environmental,Strontium cation,1
BD120,Genomic,Diuron,45
BD120,Genomic,Benzidine,40
BD120,Genomic,Formaldehyde,30
BD120,Genomic,Lead nitrate,24
BD120,Genomic,Cypermethrin,21
BD120,Genomic,Amsacrine,18
BD120,Genomic,Chlorpyrifos,18
BD120,Genomic,"1,2-Dichloroethane",14
BD120,Genomic,Nitrite,14
BD120,Genomic,Dichlorvos,12
BD120,Genomic,Hydrochlorothiazide,12
BD120,Genomic,Streptozocin,12
BD120,Genomic,Sulfasalazine,9
BD120,Genomic,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD120,Genomic,"3,3'-Dimethoxybenzidine",8
BD120,Genomic,Chlorpyrifos-methyl,8
BD120,Genomic,Endosulfan,8
BD120,Genomic,Benzo[a]pyrene,7
BD120,Genomic,Bis(2-chloroethyl)ether,6
BD120,Genomic,Chloral hydrate,6
BD120,Genomic,Chlorfenvinphos,6
BD120,Genomic,Cobaltous sulfate,6
BD120,Genomic,Epichlorohydrin,6
BD120,Genomic,Merphalan,6
BD120,Genomic,Methyl bromide,6
BD120,Genomic,Mitomycin,6
BD120,Genomic,Mitoxantrone,6
BD120,Genomic,Parathion,6
BD120,Genomic,Zalcitabine,6
BD120,Genomic,alpha-Chlorohydrin,6
BD120,Genomic,para-Aminoazobenzene,6
BD120,Genomic,"trans-1,3-Dichloropropene",6
BD120,Genomic,"1,2-Dibromo-3-chloropropane",4
BD120,Genomic,2-Naphthylamine,4
BD120,Genomic,Chloraminophenamide,4
BD120,Genomic,Fluoranthene,4
BD120,Genomic,Methyl chloride,4
BD120,Genomic,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD120,Genomic,Phenacetin,4
BD120,Genomic,Simazine,4
BD120,Genomic,Tetranitromethane,4
BD120,Genomic,"cis-1,3-Dichloropropene",4
BD120,Genomic,Captafol,3
BD120,Genomic,Chloramphenicol,3
BD120,Genomic,Danthron,3
BD120,Genomic,Dimethoate,3
BD120,Genomic,Nitrofen,3
BD120,Genomic,Pioglitazone,3
BD120,Genomic,Styrene,3
BD120,Genomic,"1,2,3-Trichloropropane",2
BD120,Genomic,"2,6-Dimethylaniline",2
BD120,Genomic,2-Nitropropane,2
BD120,Genomic,"3,3'-Dimethylbenzidine",2
BD120,Genomic,3-Chloro-2-methylpropene,2
BD120,Genomic,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD120,Genomic,Aflatoxin M1,2
BD120,Genomic,Aziridine,2
BD120,Genomic,Chloral,2
BD120,Genomic,Ethyl methanesulfonate,2
BD120,Genomic,Etoposide,2
BD120,Genomic,Glu-P-1,2
BD120,Genomic,Hydrazine,2
BD120,Genomic,Methylnitrosourea,2
BD120,Genomic,Microcystin LR,2
BD120,Genomic,Nitrogen mustard,2
BD120,Genomic,Trinitrotoluene,2
BD120,Genomic,ortho-Toluidine,2
BD120,Genomic,para-(Dimethylamino)azobenzene,2
BD120,Genomic,Aflatoxin B1,1
BD120,Genomic,"Aflatoxin B1-endo-8,9-epoxide",1
BD120,Genomic,"Aflatoxin B1-exo-8,9-epoxide",1
BD120,Genomic,Aflatoxin Q1,1
BD120,Genomic,"Aflatoxin-M1-8,9-epoxide",1
BD120,Genomic,Cyclosporin A,1
BD120,Genomic,Glycidaldehyde,1
BD120,Nuclear Response,Diuron,45
BD120,Nuclear Response,Benzidine,40
BD120,Nuclear Response,Acetaldehyde,21
BD120,Nuclear Response,Chlorpyrifos,18
BD120,Nuclear Response,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD120,Nuclear Response,Chlorpyrifos-methyl,8
BD120,Nuclear Response,Tributyltin chloride,8
BD120,Nuclear Response,Benzo[a]pyrene,7
BD120,Nuclear Response,Chlorfenvinphos,6
BD120,Nuclear Response,Mitomycin,6
BD120,Nuclear Response,Parathion,6
BD120,Nuclear Response,para-Aminoazobenzene,6
BD120,Nuclear Response,Catechol,5
BD120,Nuclear Response,2-Naphthylamine,4
BD120,Nuclear Response,Fluoranthene,4
BD120,Nuclear Response,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD120,Nuclear Response,Phenylmercury acetate,4
BD120,Nuclear Response,Chlorothalonil,3
BD120,Nuclear Response,Danthron,3
BD120,Nuclear Response,Naled,3
BD120,Nuclear Response,Pioglitazone,3
BD120,Nuclear Response,"3,3'-Dimethylbenzidine",2
BD120,Nuclear Response,Caffeate,2
BD120,Nuclear Response,Etoposide,2
BD120,Nuclear Response,Glu-P-1,2
BD120,Nuclear Response,Hydrazine,2
BD120,Nuclear Response,Nitrogen mustard,2
BD120,Nuclear Response,Tamoxifen,2
BD120,Nuclear Response,para-(Dimethylamino)azobenzene,2
BD120,Nuclear Response,Digoxin,1
BD120,Nuclear Response,Phenolphthalein,1
BD120,Organic,Ammonia,134
BD120,Organic,Diuron,45
BD120,Organic,Benzidine,40
BD120,Organic,Carbon tetrachloride,30
BD120,Organic,Formaldehyde,30
BD120,Organic,Lead nitrate,24
BD120,Organic,Acetaldehyde,21
BD120,Organic,2-Chlorophenol,18
BD120,Organic,Amsacrine,18
BD120,Organic,Cadmium chloride,18
BD120,Organic,Chlorpyrifos,18
BD120,Organic,Methylmercury chloride,18
BD120,Organic,Copper,15
BD120,Organic,Thioacetamide,15
BD120,Organic,"1,2-Dichloroethane",14
BD120,Organic,Chloroform,14
BD120,Organic,Nitrite,14
BD120,Organic,4-Nitrophenol,12
BD120,Organic,Cacodylate,12
BD120,Organic,Dichlorvos,12
BD120,Organic,Hydrochlorothiazide,12
BD120,Organic,Mercuric chloride,12
BD120,Organic,Phenol,12
BD120,Organic,Streptozocin,12
BD120,Organic,Trichloroethene,12
BD120,Organic,Nitrate,10
BD120,Organic,Nickel chloride,9
BD120,Organic,Sulfasalazine,9
BD120,Organic,"1,1,2,2-Tetrachloroethane",8
BD120,Organic,"1,2-Dichlorobenzene",8
BD120,Organic,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",8
BD120,Organic,"3,3'-Dimethoxybenzidine",8
BD120,Organic,Arsenic,8
BD120,Organic,Arylmercury,8
BD120,Organic,Chlorpyrifos-methyl,8
BD120,Organic,Endosulfan,8
BD120,Organic,Tributyltin chloride,8
BD120,Organic,Zinc cation,8
BD120,Organic,"beta-1,2,3,4,5,6-Hexachlorocyclohexane",8
BD120,Organic,Benzo[a]pyrene,7
BD120,Organic,Acenaphthene,6
BD120,Organic,Bis(2-chloroethyl)ether,6
BD120,Organic,Chloral hydrate,6
BD120,Organic,Chloramine,6
BD120,Organic,Chlorfenvinphos,6
BD120,Organic,Cobaltous sulfate,6
BD120,Organic,Epichlorohydrin,6
BD120,Organic,Merphalan,6
BD120,Organic,Methyl bromide,6
BD120,Organic,Mitomycin,6
BD120,Organic,Mitoxantrone,6
BD120,Organic,Naphthalene,6
BD120,Organic,Parathion,6
BD120,Organic,Sodium arsenite,6
BD120,Organic,Zalcitabine,6
BD120,Organic,alpha-Chlorohydrin,6
BD120,Organic,para-Aminoazobenzene,6
BD120,Organic,"trans-1,3-Dichloropropene",6
BD120,Organic,CO,5
BD120,Organic,Catechol,5
BD120,Organic,Lead,5
BD120,Organic,"1,1,2-Trichloroethane",4
BD120,Organic,"1,2-Dibromo-3-chloropropane",4
BD120,Organic,"2,2',4,4',6,6'-Hexachlorobiphenyl",4
BD120,Organic,"2,2',4,4'-Tetrachlorobiphenyl",4
BD120,Organic,"2,2',5,5'-Tetrachlorobiphenyl",4
BD120,Organic,2-Naphthylamine,4
BD120,Organic,"3,4,3',4'-Tetrachlorobiphenyl",4
BD120,Organic,"3,4,5,3',4',5'-Hexachlorobiphenyl",4
BD120,Organic,Chloraminophenamide,4
BD120,Organic,Dibutyl phthalate,4
BD120,Organic,Fluoranthene,4
BD120,Organic,Methyl chloride,4
BD120,Organic,Methyl isobutyl ketone,4
BD120,Organic,N-Methyl-N'-nitro-N-nitrosoguanidine,4
BD120,Organic,Nitromethane,4
BD120,Organic,Phenacetin,4
BD120,Organic,Phenylmercury acetate,4
BD120,Organic,Phenylmethanesulfonyl fluoride,4
BD120,Organic,Simazine,4
BD120,Organic,Tetranitromethane,4
BD120,Organic,Toluene,4
BD120,Organic,alpha-Hexachlorocyclohexane,4
BD120,Organic,"cis-1,3-Dichloropropene",4
BD120,Organic,Captafol,3
BD120,Organic,Chloramphenicol,3
BD120,Organic,Chlorothalonil,3
BD120,Organic,Danthron,3
BD120,Organic,Dimethoate,3
BD120,Organic,Ethanol,3
BD120,Organic,Naled,3
BD120,Organic,Nitrofen,3
BD120,Organic,Ochratoxin A,3
BD120,Organic,Pioglitazone,3
BD120,Organic,Styrene,3
BD120,Organic,Vinyl acetate,3
BD120,Organic,"1,2,3-Trichloropropane",2
BD120,Organic,"1,4-Dioxane",2
BD120,Organic,"2,6-Dimethylaniline",2
BD120,Organic,2-(4-Chlorophenoxy)propionic acid,2
BD120,Organic,2-Ethoxyethanol,2
BD120,Organic,2-Nitropropane,2
BD120,Organic,"3,3'-Dimethylbenzidine",2
BD120,Organic,3-Chloro-2-methylpropene,2
BD120,Organic,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,2
BD120,Organic,4-Cresol,2
BD120,Organic,Aflatoxin M1,2
BD120,Organic,Aziridine,2
BD120,Organic,Caffeate,2
BD120,Organic,Chloral,2
BD120,Organic,Ethyl methanesulfonate,2
BD120,Organic,Etoposide,2
BD120,Organic,Glu-P-1,2
BD120,Organic,Hydrazine,2
BD120,Organic,Methylnitrosourea,2
BD120,Organic,Microcystin LR,2
BD120,Organic,Nitrogen mustard,2
BD120,Organic,Tamoxifen,2
BD120,Organic,Trinitrotoluene,2
BD120,Organic,ortho-Toluidine,2
BD120,Organic,para-(Dimethylamino)azobenzene,2
BD120,Organic,3-Cresol,1
BD120,Organic,Aflatoxin B1,1
BD120,Organic,"Aflatoxin B1-endo-8,9-epoxide",1
BD120,Organic,"Aflatoxin B1-exo-8,9-epoxide",1
BD120,Organic,Aflatoxin Q1,1
BD120,Organic,"Aflatoxin-M1-8,9-epoxide",1
BD120,Organic,Benzophenone,1
BD120,Organic,Benzyl alcohol,1
BD120,Organic,Bromide,1
