Sample,Compound_Name,Group,Compound_Class,KO
BD117,Tributyltin chloride,Group 16,Organometallic,K02112
BD117,Trinitrotoluene,Group 16,Nitrogen-containing,K10680
BD117,Trinitrotoluene,Group 16,Aromatic,K10680
BD117,Vinyl acetate,Group 16,Aliphatic,K03928
BD117,Zalcitabine,Group 16,Nitrogen-containing,K00857
BD117,Zalcitabine,Group 16,Nitrogen-containing,K00927
BD117,Zalcitabine,Group 16,Nitrogen-containing,K01489
BD117,Zidovudine,Group 16,Nitrogen-containing,K00758
BD117,Zidovudine,Group 16,Nitrogen-containing,K00857
BD117,Zidovudine,Group 16,Nitrogen-containing,K00943
BD117,Zidovudine,Group 16,Nitrogen-containing,K01081
BD117,Zidovudine,Group 16,Nitrogen-containing,K01489
BD117,Zinc cation,Group 16,Metal,K00001
BD117,Zinc cation,Group 16,Metal,K00001
BD117,Zinc cation,Group 16,Metal,K00004
BD117,Zinc cation,Group 16,Metal,K00004
BD117,alpha-Chlorohydrin,Group 16,Chlorinated,K00134
BD117,alpha-Chlorohydrin,Group 16,Aliphatic,K00134
BD117,alpha-Chlorohydrin,Group 16,Chlorinated,K00864
BD117,alpha-Chlorohydrin,Group 16,Aliphatic,K00864
BD117,ortho-Toluidine,Group 16,Aromatic,K03928
BD117,ortho-Toluidine,Group 16,Nitrogen-containing,K03928
BD117,para-Aminoazobenzene,Group 16,Nitrogen-containing,K01255
BD117,para-Aminoazobenzene,Group 16,Polyaromatic,K01255
BD117,para-Aminoazobenzene,Group 16,Nitrogen-containing,K01259
BD117,para-Aminoazobenzene,Group 16,Polyaromatic,K01259
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Chlorinated,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Chlorinated,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Chlorinated,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Chlorinated,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Aliphatic,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Aliphatic,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Aliphatic,K04091
BD143,"1,1,2,2-Tetrachloroethane",Group 18,Aliphatic,K04091
BD143,"1,1,2-Trichloroethane",Group 18,Chlorinated,K01563
BD143,"1,1,2-Trichloroethane",Group 18,Chlorinated,K01563
BD143,"1,1,2-Trichloroethane",Group 18,Aliphatic,K01563
BD143,"1,1,2-Trichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2,3-Trichloropropane",Group 18,Chlorinated,K01563
BD143,"1,2,3-Trichloropropane",Group 18,Aliphatic,K01563
BD143,"1,2-Dibromo-3-chloropropane",Group 18,Chlorinated,K01563
BD143,"1,2-Dibromo-3-chloropropane",Group 18,Chlorinated,K01563
BD143,"1,2-Dibromo-3-chloropropane",Group 18,Halogenated,K01563
BD143,"1,2-Dibromo-3-chloropropane",Group 18,Halogenated,K01563
BD143,"1,2-Dichlorobenzene",Group 18,Chlorinated,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Chlorinated,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Chlorinated,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Chlorinated,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Aromatic,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Aromatic,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Aromatic,K01537
BD143,"1,2-Dichlorobenzene",Group 18,Aromatic,K01537
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Chlorinated,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,2-Dichloroethane",Group 18,Aliphatic,K01563
BD143,"1,4-Dioxane",Group 18,Aliphatic,K00001
BD143,"1,4-Dioxane",Group 18,Aliphatic,K00001
BD143,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"2,2',4,4'-Tetrachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"2,2',4,4'-Tetrachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"2,2',4,4'-Tetrachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"2,2',4,4'-Tetrachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"2,2',5,5'-Tetrachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"2,2',5,5'-Tetrachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"2,2',5,5'-Tetrachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"2,2',5,5'-Tetrachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"2,6-Dimethylaniline",Group 18,Aromatic,K03928
BD143,"2,6-Dimethylaniline",Group 18,Nitrogen-containing,K03928
BD143,2-(4-Chlorophenoxy)propionic acid,Group 18,Aromatic,K01046
BD143,2-(4-Chlorophenoxy)propionic acid,Group 18,Chlorinated,K01046
BD143,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 18,Nitrogen-containing,K00362
BD143,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 18,Aromatic,K00362
BD143,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 18,Nitrogen-containing,K00363
BD143,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 18,Aromatic,K00363
BD143,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 18,Nitrogen-containing,K14338
BD143,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 18,Aromatic,K14338
BD143,2-Chlorophenol,Group 18,Aromatic,K07104
BD143,2-Chlorophenol,Group 18,Aromatic,K07104
BD143,2-Chlorophenol,Group 18,Aromatic,K07104
BD143,2-Chlorophenol,Group 18,Chlorinated,K07104
BD143,2-Chlorophenol,Group 18,Chlorinated,K07104
BD143,2-Chlorophenol,Group 18,Chlorinated,K07104
BD143,2-Ethoxyethanol,Group 18,Aliphatic,K00001
BD143,2-Ethoxyethanol,Group 18,Aliphatic,K03928
BD143,2-Naphthylamine,Group 18,Nitrogen-containing,K00681
BD143,2-Naphthylamine,Group 18,Polyaromatic,K00681
BD143,2-Nitropropane,Group 18,Nitrogen-containing,K00459
BD143,2-Nitropropane,Group 18,Aliphatic,K00459
BD143,"3,3'-Dimethoxybenzidine",Group 18,Nitrogen-containing,K02274
BD143,"3,3'-Dimethoxybenzidine",Group 18,Polyaromatic,K02274
BD143,"3,3'-Dimethoxybenzidine",Group 18,Nitrogen-containing,K02275
BD143,"3,3'-Dimethoxybenzidine",Group 18,Polyaromatic,K02275
BD143,"3,3'-Dimethoxybenzidine",Group 18,Nitrogen-containing,K02276
BD143,"3,3'-Dimethoxybenzidine",Group 18,Polyaromatic,K02276
BD143,"3,3'-Dimethoxybenzidine",Group 18,Nitrogen-containing,K02277
BD143,"3,3'-Dimethoxybenzidine",Group 18,Polyaromatic,K02277
BD143,"3,4,3',4'-Tetrachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"3,4,3',4'-Tetrachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"3,4,3',4'-Tetrachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"3,4,3',4'-Tetrachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 18,Chlorinated,K01599
BD143,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 18,Polyaromatic,K01599
BD143,3-Chloro-2-methylpropene,Group 18,Chlorinated,K01563
BD143,3-Chloro-2-methylpropene,Group 18,Aliphatic,K01563
BD143,3-Cresol,Group 18,Aromatic,K15765
BD143,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,Group 18,Nitrogen-containing,K14338
BD143,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,Group 18,Aliphatic,K14338
BD143,4-Cresol,Group 18,Aromatic,K15765
BD143,4-Cresol,Group 18,Aromatic,K15765
BD143,4-Methylimidazole,Group 18,Nitrogen-containing,K00965
BD143,4-Methylimidazole,Group 18,Aliphatic,K00965
BD143,4-Methylimidazole,Group 18,Nitrogen-containing,K01673
BD143,4-Methylimidazole,Group 18,Aliphatic,K01673
BD143,4-Nitrophenol,Group 18,Aromatic,K01077
BD143,4-Nitrophenol,Group 18,Aromatic,K01077
BD143,4-Nitrophenol,Group 18,Nitrogen-containing,K01077
BD143,4-Nitrophenol,Group 18,Nitrogen-containing,K01077
BD143,4-Nitrophenol,Group 18,Aromatic,K01101
BD143,4-Nitrophenol,Group 18,Aromatic,K01101
BD143,4-Nitrophenol,Group 18,Nitrogen-containing,K01101
BD143,4-Nitrophenol,Group 18,Nitrogen-containing,K01101
BD143,4-Nitrophenol,Group 18,Aromatic,K01113
BD143,4-Nitrophenol,Group 18,Aromatic,K01113
BD143,4-Nitrophenol,Group 18,Nitrogen-containing,K01113
BD143,4-Nitrophenol,Group 18,Nitrogen-containing,K01113
BD143,Acenaphthene,Group 18,Polyaromatic,K14338
BD143,Acenaphthene,Group 18,Polyaromatic,K14338
BD143,Acetaldehyde,Group 18,Aliphatic,K00001
BD143,Acetaldehyde,Group 18,Aliphatic,K00001
BD143,Acetaldehyde,Group 18,Aliphatic,K00001
BD143,Acetaldehyde,Group 18,Aliphatic,K00121
BD143,Acetaldehyde,Group 18,Aliphatic,K00121
BD143,Acetaldehyde,Group 18,Aliphatic,K00121
BD143,Acetaldehyde,Group 18,Aliphatic,K00128
BD143,Acetaldehyde,Group 18,Aliphatic,K00128
BD143,Acetaldehyde,Group 18,Aliphatic,K00128
BD143,Acetaldehyde,Group 18,Aliphatic,K00459
BD143,Acetaldehyde,Group 18,Aliphatic,K00459
BD143,Acetaldehyde,Group 18,Aliphatic,K00459
BD143,Acetaldehyde,Group 18,Aliphatic,K01619
BD143,Acetaldehyde,Group 18,Aliphatic,K01619
BD143,Acetaldehyde,Group 18,Aliphatic,K01619
BD143,Acetaldehyde,Group 18,Aliphatic,K01737
BD143,Acetaldehyde,Group 18,Aliphatic,K01737
BD143,Acetaldehyde,Group 18,Aliphatic,K01737
BD143,Acetaldehyde,Group 18,Aliphatic,K11440
BD143,Acetaldehyde,Group 18,Aliphatic,K11440
BD143,Acetaldehyde,Group 18,Aliphatic,K11440
BD143,Acetaldehyde,Group 18,Aliphatic,K13954
BD143,Acetaldehyde,Group 18,Aliphatic,K13954
BD143,Acetaldehyde,Group 18,Aliphatic,K13954
BD143,Acetaldehyde,Group 18,Aliphatic,K13979
BD143,Acetaldehyde,Group 18,Aliphatic,K13979
BD143,Acetaldehyde,Group 18,Aliphatic,K13979
BD143,Acetamide,Group 18,Nitrogen-containing,K01426
BD143,Acetamide,Group 18,Aliphatic,K01426
BD143,Acrylamide,Group 18,Nitrogen-containing,K01426
BD143,Acrylamide,Group 18,Aliphatic,K01426
BD143,Aflatoxin B1,Group 18,Aromatic,K14338
BD143,"Aflatoxin B1-endo-8,9-epoxide",Group 18,Aromatic,K14338
BD143,"Aflatoxin B1-exo-8,9-epoxide",Group 18,Aromatic,K14338
BD143,Aflatoxin M1,Group 18,Aromatic,K14338
BD143,Aflatoxin M1,Group 18,Aromatic,K14338
BD143,Aflatoxin Q1,Group 18,Aromatic,K14338
BD143,"Aflatoxin-M1-8,9-epoxide",Group 18,Aromatic,K14338
BD143,Ammonia,Group 18,Nitrogen-containing,K00259
BD143,Ammonia,Group 18,Nitrogen-containing,K00259
BD143,Ammonia,Group 18,Nitrogen-containing,K00260
BD143,Ammonia,Group 18,Nitrogen-containing,K00260
BD143,Ammonia,Group 18,Nitrogen-containing,K00262
BD143,Ammonia,Group 18,Nitrogen-containing,K00262
BD143,Ammonia,Group 18,Nitrogen-containing,K00263
BD143,Ammonia,Group 18,Nitrogen-containing,K00263
BD143,Ammonia,Group 18,Nitrogen-containing,K00265
BD143,Ammonia,Group 18,Nitrogen-containing,K00265
BD143,Ammonia,Group 18,Nitrogen-containing,K00284
BD143,Ammonia,Group 18,Nitrogen-containing,K00284
BD143,Ammonia,Group 18,Nitrogen-containing,K00266
BD143,Ammonia,Group 18,Nitrogen-containing,K00266
BD143,Ammonia,Group 18,Nitrogen-containing,K00278
BD143,Ammonia,Group 18,Nitrogen-containing,K00278
BD143,Ammonia,Group 18,Nitrogen-containing,K00282
BD143,Ammonia,Group 18,Nitrogen-containing,K00282
BD143,Ammonia,Group 18,Nitrogen-containing,K00283
BD143,Ammonia,Group 18,Nitrogen-containing,K00283
BD143,Ammonia,Group 18,Nitrogen-containing,K00285
BD143,Ammonia,Group 18,Nitrogen-containing,K00285
BD143,Ammonia,Group 18,Nitrogen-containing,K03153
BD143,Ammonia,Group 18,Nitrogen-containing,K03153
BD143,Ammonia,Group 18,Nitrogen-containing,K00362
BD143,Ammonia,Group 18,Nitrogen-containing,K00362
BD143,Ammonia,Group 18,Nitrogen-containing,K00363
BD143,Ammonia,Group 18,Nitrogen-containing,K00363
BD143,Ammonia,Group 18,Nitrogen-containing,K00382
BD143,Ammonia,Group 18,Nitrogen-containing,K00382
BD143,Ammonia,Group 18,Nitrogen-containing,K00605
BD143,Ammonia,Group 18,Nitrogen-containing,K00605
BD143,Ammonia,Group 18,Nitrogen-containing,K00686
BD143,Ammonia,Group 18,Nitrogen-containing,K00686
BD143,Ammonia,Group 18,Nitrogen-containing,K13497
BD143,Ammonia,Group 18,Nitrogen-containing,K13497
BD143,Ammonia,Group 18,Nitrogen-containing,K01424
BD143,Ammonia,Group 18,Nitrogen-containing,K01424
BD143,Ammonia,Group 18,Nitrogen-containing,K01425
BD143,Ammonia,Group 18,Nitrogen-containing,K01425
BD143,Ammonia,Group 18,Nitrogen-containing,K01426
BD143,Ammonia,Group 18,Nitrogen-containing,K01426
BD143,Ammonia,Group 18,Nitrogen-containing,K01486
BD143,Ammonia,Group 18,Nitrogen-containing,K01486
BD143,Ammonia,Group 18,Nitrogen-containing,K01487
BD143,Ammonia,Group 18,Nitrogen-containing,K01487
BD143,Ammonia,Group 18,Nitrogen-containing,K01489
BD143,Ammonia,Group 18,Nitrogen-containing,K01489
BD143,Ammonia,Group 18,Nitrogen-containing,K01493
BD143,Ammonia,Group 18,Nitrogen-containing,K01493
BD143,Ammonia,Group 18,Nitrogen-containing,K01657
BD143,Ammonia,Group 18,Nitrogen-containing,K01657
BD143,Ammonia,Group 18,Nitrogen-containing,K01664
BD143,Ammonia,Group 18,Nitrogen-containing,K01664
BD143,Ammonia,Group 18,Nitrogen-containing,K01665
BD143,Ammonia,Group 18,Nitrogen-containing,K01665
BD143,Ammonia,Group 18,Nitrogen-containing,K01739
BD143,Ammonia,Group 18,Nitrogen-containing,K01739
BD143,Ammonia,Group 18,Nitrogen-containing,K01744
BD143,Ammonia,Group 18,Nitrogen-containing,K01744
BD143,Ammonia,Group 18,Nitrogen-containing,K01749
BD143,Ammonia,Group 18,Nitrogen-containing,K01749
BD143,Ammonia,Group 18,Nitrogen-containing,K01752
BD143,Ammonia,Group 18,Nitrogen-containing,K01752
BD143,Ammonia,Group 18,Nitrogen-containing,K01754
BD143,Ammonia,Group 18,Nitrogen-containing,K01754
BD143,Ammonia,Group 18,Nitrogen-containing,K01760
BD143,Ammonia,Group 18,Nitrogen-containing,K01760
BD143,Ammonia,Group 18,Nitrogen-containing,K17217
BD143,Ammonia,Group 18,Nitrogen-containing,K17217
BD143,Ammonia,Group 18,Nitrogen-containing,K01915
BD143,Ammonia,Group 18,Nitrogen-containing,K01915
BD143,Ammonia,Group 18,Nitrogen-containing,K01916
BD143,Ammonia,Group 18,Nitrogen-containing,K01916
BD143,Ammonia,Group 18,Nitrogen-containing,K01937
BD143,Ammonia,Group 18,Nitrogen-containing,K01937
BD143,Ammonia,Group 18,Nitrogen-containing,K01951
BD143,Ammonia,Group 18,Nitrogen-containing,K01951
BD143,Ammonia,Group 18,Nitrogen-containing,K01953
BD143,Ammonia,Group 18,Nitrogen-containing,K01953
BD143,Ammonia,Group 18,Nitrogen-containing,K01955
BD143,Ammonia,Group 18,Nitrogen-containing,K01955
BD143,Ammonia,Group 18,Nitrogen-containing,K01956
BD143,Ammonia,Group 18,Nitrogen-containing,K01956
BD143,Ammonia,Group 18,Nitrogen-containing,K02437
BD143,Ammonia,Group 18,Nitrogen-containing,K02437
BD143,Ammonia,Group 18,Nitrogen-containing,K02500
BD143,Ammonia,Group 18,Nitrogen-containing,K02500
BD143,Ammonia,Group 18,Nitrogen-containing,K02501
BD143,Ammonia,Group 18,Nitrogen-containing,K02501
BD143,Ammonia,Group 18,Nitrogen-containing,K02564
BD143,Ammonia,Group 18,Nitrogen-containing,K02564
BD143,Ammonia,Group 18,Nitrogen-containing,K03411
BD143,Ammonia,Group 18,Nitrogen-containing,K03411
BD143,Ammonia,Group 18,Nitrogen-containing,K03412
BD143,Ammonia,Group 18,Nitrogen-containing,K03412
BD143,Ammonia,Group 18,Nitrogen-containing,K03707
BD143,Ammonia,Group 18,Nitrogen-containing,K03707
BD143,Ammonia,Group 18,Nitrogen-containing,K03742
BD143,Ammonia,Group 18,Nitrogen-containing,K03742
BD143,Ammonia,Group 18,Nitrogen-containing,K03743
BD143,Ammonia,Group 18,Nitrogen-containing,K03743
BD143,Ammonia,Group 18,Nitrogen-containing,K05810
BD143,Ammonia,Group 18,Nitrogen-containing,K05810
BD143,Ammonia,Group 18,Nitrogen-containing,K06215
BD143,Ammonia,Group 18,Nitrogen-containing,K06215
BD143,Ammonia,Group 18,Nitrogen-containing,K06920
BD143,Ammonia,Group 18,Nitrogen-containing,K06920
BD143,Ammonia,Group 18,Nitrogen-containing,K08681
BD143,Ammonia,Group 18,Nitrogen-containing,K08681
BD143,Ammonia,Group 18,Nitrogen-containing,K09022
BD143,Ammonia,Group 18,Nitrogen-containing,K09022
BD143,Ammonia,Group 18,Nitrogen-containing,K10026
BD143,Ammonia,Group 18,Nitrogen-containing,K10026
BD143,Ammonia,Group 18,Nitrogen-containing,K11752
BD143,Ammonia,Group 18,Nitrogen-containing,K11752
BD143,Ammonia,Group 18,Nitrogen-containing,K11991
BD143,Ammonia,Group 18,Nitrogen-containing,K11991
BD143,Ammonia,Group 18,Nitrogen-containing,K13566
BD143,Ammonia,Group 18,Nitrogen-containing,K13566
BD143,Ammonia,Group 18,Nitrogen-containing,K14155
BD143,Ammonia,Group 18,Nitrogen-containing,K14155
BD143,Amsacrine,Group 18,Polyaromatic,K02469
BD143,Amsacrine,Group 18,Nitrogen-containing,K02469
BD143,Amsacrine,Group 18,Sulfur-containing,K02469
BD143,Amsacrine,Group 18,Polyaromatic,K02470
BD143,Amsacrine,Group 18,Nitrogen-containing,K02470
BD143,Amsacrine,Group 18,Sulfur-containing,K02470
BD143,Amsacrine,Group 18,Polyaromatic,K02621
BD143,Amsacrine,Group 18,Nitrogen-containing,K02621
BD143,Amsacrine,Group 18,Sulfur-containing,K02621
BD143,Amsacrine,Group 18,Polyaromatic,K02622
BD143,Amsacrine,Group 18,Nitrogen-containing,K02622
BD143,Amsacrine,Group 18,Sulfur-containing,K02622
BD143,Amsacrine,Group 18,Polyaromatic,K03168
BD143,Amsacrine,Group 18,Nitrogen-containing,K03168
BD143,Amsacrine,Group 18,Sulfur-containing,K03168
BD143,Amsacrine,Group 18,Polyaromatic,K03169
BD143,Amsacrine,Group 18,Nitrogen-containing,K03169
BD143,Amsacrine,Group 18,Sulfur-containing,K03169
BD143,Aromatic primary alcohol,Group 18,Aromatic,K00055
BD143,Arsenic,Group 18,Metal,K01585
BD143,Arsenic,Group 18,Metal,K01585
BD143,Arsenic,Group 18,Metal,K01585
BD143,Arsenic,Group 18,Metal,K01585
BD143,Arsenic,Group 18,Metal,K04077
BD143,Arsenic,Group 18,Metal,K04077
BD143,Arsenic,Group 18,Metal,K04077
BD143,Arsenic,Group 18,Metal,K04077
BD143,Arylmercury,Group 18,Organometallic,K01179
BD143,Arylmercury,Group 18,Organometallic,K01179
BD143,Arylmercury,Group 18,Polyaromatic,K01179
BD143,Arylmercury,Group 18,Polyaromatic,K01179
BD143,Arylmercury,Group 18,Organometallic,K01585
BD143,Arylmercury,Group 18,Organometallic,K01585
BD143,Arylmercury,Group 18,Polyaromatic,K01585
BD143,Arylmercury,Group 18,Polyaromatic,K01585
BD143,Aziridine,Group 18,Nitrogen-containing,K04486
BD143,Aziridine,Group 18,Aliphatic,K04486
BD143,Benzidine,Group 18,Aromatic,K02274
BD143,Benzidine,Group 18,Aromatic,K02274
BD143,Benzidine,Group 18,Aromatic,K02274
BD143,Benzidine,Group 18,Aromatic,K02274
BD143,Benzidine,Group 18,Nitrogen-containing,K02274
BD143,Benzidine,Group 18,Nitrogen-containing,K02274
BD143,Benzidine,Group 18,Nitrogen-containing,K02274
BD143,Benzidine,Group 18,Nitrogen-containing,K02274
BD143,Benzidine,Group 18,Aromatic,K02275
BD143,Benzidine,Group 18,Aromatic,K02275
BD143,Benzidine,Group 18,Aromatic,K02275
BD143,Benzidine,Group 18,Aromatic,K02275
BD143,Benzidine,Group 18,Nitrogen-containing,K02275
BD143,Benzidine,Group 18,Nitrogen-containing,K02275
BD143,Benzidine,Group 18,Nitrogen-containing,K02275
BD143,Benzidine,Group 18,Nitrogen-containing,K02275
BD143,Benzidine,Group 18,Aromatic,K02276
BD143,Benzidine,Group 18,Aromatic,K02276
BD143,Benzidine,Group 18,Aromatic,K02276
BD143,Benzidine,Group 18,Aromatic,K02276
BD143,Benzidine,Group 18,Nitrogen-containing,K02276
BD143,Benzidine,Group 18,Nitrogen-containing,K02276
BD143,Benzidine,Group 18,Nitrogen-containing,K02276
BD143,Benzidine,Group 18,Nitrogen-containing,K02276
BD143,Benzidine,Group 18,Aromatic,K02277
BD143,Benzidine,Group 18,Aromatic,K02277
BD143,Benzidine,Group 18,Aromatic,K02277
BD143,Benzidine,Group 18,Aromatic,K02277
BD143,Benzidine,Group 18,Nitrogen-containing,K02277
BD143,Benzidine,Group 18,Nitrogen-containing,K02277
BD143,Benzidine,Group 18,Nitrogen-containing,K02277
BD143,Benzidine,Group 18,Nitrogen-containing,K02277
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzo[a]pyrene,Group 18,Polyaromatic,K14338
BD143,Benzophenone,Group 18,Polyaromatic,K16216
BD143,Benzyl alcohol,Group 18,Aromatic,K00055
BD143,Benzyl alcohol,Group 18,Aromatic,K15765
BD143,Bis(2-chloroethyl)ether,Group 18,Chlorinated,K01563
BD143,Bis(2-chloroethyl)ether,Group 18,Chlorinated,K01563
BD143,Bis(2-chloroethyl)ether,Group 18,Chlorinated,K01563
BD143,Bis(2-chloroethyl)ether,Group 18,Aliphatic,K01563
BD143,Bis(2-chloroethyl)ether,Group 18,Aliphatic,K01563
BD143,Bis(2-chloroethyl)ether,Group 18,Aliphatic,K01563
BD143,Bromide,Group 18,Inorganic,K01563
BD143,CO,Group 18,Inorganic,K03147
BD143,CO,Group 18,Inorganic,K07155
BD143,CO,Group 18,Inorganic,K08967
BD143,Cacodylate,Group 18,Inorganic,K00133
BD143,Cacodylate,Group 18,Inorganic,K00133
BD143,Cacodylate,Group 18,Metal,K00133
BD143,Cacodylate,Group 18,Metal,K00133
BD143,Cadmium chloride,Group 18,Metal,K01971
BD143,Cadmium chloride,Group 18,Metal,K01971
BD143,Cadmium chloride,Group 18,Metal,K01971
BD143,Cadmium chloride,Group 18,Inorganic,K01971
BD143,Cadmium chloride,Group 18,Inorganic,K01971
BD143,Cadmium chloride,Group 18,Inorganic,K01971
BD143,Cadmium chloride,Group 18,Chlorinated,K01971
BD143,Cadmium chloride,Group 18,Chlorinated,K01971
BD143,Cadmium chloride,Group 18,Chlorinated,K01971
BD143,Caffeate,Group 18,Aromatic,K13727
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00384
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00384
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00384
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00384
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00384
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00789
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00789
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00789
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00789
BD143,Carbon tetrachloride,Group 18,Chlorinated,K00789
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01081
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01081
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01081
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01081
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01081
BD143,Carbon tetrachloride,Group 18,Chlorinated,K08693
BD143,Carbon tetrachloride,Group 18,Chlorinated,K08693
BD143,Carbon tetrachloride,Group 18,Chlorinated,K08693
BD143,Carbon tetrachloride,Group 18,Chlorinated,K08693
BD143,Carbon tetrachloride,Group 18,Chlorinated,K08693
BD143,Carbon tetrachloride,Group 18,Chlorinated,K11751
BD143,Carbon tetrachloride,Group 18,Chlorinated,K11751
BD143,Carbon tetrachloride,Group 18,Chlorinated,K11751
BD143,Carbon tetrachloride,Group 18,Chlorinated,K11751
BD143,Carbon tetrachloride,Group 18,Chlorinated,K11751
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01563
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01563
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01563
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01563
BD143,Carbon tetrachloride,Group 18,Chlorinated,K01563
BD143,Catechol,Group 18,Aromatic,K07104
BD143,Catechol,Group 18,Aromatic,K07104
BD143,Catechol,Group 18,Aromatic,K07104
BD143,Catechol,Group 18,Aromatic,K07104
BD143,Catechol,Group 18,Aromatic,K07104
BD143,Chloral,Group 18,Chlorinated,K14338
BD143,Chloral,Group 18,Aliphatic,K14338
BD143,Chloral hydrate,Group 18,Chlorinated,K00001
BD143,Chloral hydrate,Group 18,Aliphatic,K00001
BD143,Chloral hydrate,Group 18,Chlorinated,K00121
BD143,Chloral hydrate,Group 18,Aliphatic,K00121
BD143,Chloral hydrate,Group 18,Chlorinated,K11440
