Sample,Compound_Name,Group,Compound_Class,KO
BD48,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene",Group 1,Polyaromatic,K14581
BD48,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene",Group 1,Polyaromatic,K14581
BD48,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene",Group 1,Polyaromatic,K14581
BD48,"(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene",Group 1,Polyaromatic,K14581
BD48,"1,1,1-Trichloroethane",Group 1,Chlorinated,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Chlorinated,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Chlorinated,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Chlorinated,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Aliphatic,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Aliphatic,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Aliphatic,K16161
BD48,"1,1,1-Trichloroethane",Group 1,Aliphatic,K16161
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K04091
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K15852
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Chlorinated,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K17228
BD48,"1,1,2,2-Tetrachloroethane",Group 1,Aliphatic,K17228
BD48,"1,1-Dimethylhydrazine",Group 1,Nitrogen-containing,K03862
BD48,"1,1-Dimethylhydrazine",Group 1,Aliphatic,K03862
BD48,"1,1-Dimethylhydrazine",Group 1,Nitrogen-containing,K03863
BD48,"1,1-Dimethylhydrazine",Group 1,Aliphatic,K03863
BD48,"1,2-Dibromoethane",Group 1,Organometallic,K00799
BD48,"1,2-Dibromoethane",Group 1,Organometallic,K00799
BD48,"1,2-Epoxybutane",Group 1,Aliphatic,K16161
BD48,"1,4-Dioxane",Group 1,Aliphatic,K00001
BD48,"1,4-Dioxane",Group 1,Aliphatic,K00001
BD48,1-Organyl-2-lyso-sn-glycero-3-phosphocholine,Group 1,Nitrogen-containing,K01058
BD48,1-Organyl-2-lyso-sn-glycero-3-phosphocholine,Group 1,Organophosphorus,K01058
BD48,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"2,2',4,4',6,6'-Hexachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"2,2',4,4'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"2,2',4,4'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"2,2',4,4'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"2,2',4,4'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"2,2',5,5'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"2,2',5,5'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"2,2',5,5'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"2,2',5,5'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"2,3,3',4,5-Pentachlorobiphenyl",Group 1,Chlorinated,K03981
BD48,"2,3,3',4,5-Pentachlorobiphenyl",Group 1,Chlorinated,K03981
BD48,"2,3,3',4,5-Pentachlorobiphenyl",Group 1,Polyaromatic,K03981
BD48,"2,3,3',4,5-Pentachlorobiphenyl",Group 1,Polyaromatic,K03981
BD48,"2,4-Dinitrotoluene",Group 1,Aromatic,K14581
BD48,"2,4-Dinitrotoluene",Group 1,Aromatic,K14581
BD48,"2,4-Dinitrotoluene",Group 1,Aromatic,K14581
BD48,"2,4-Dinitrotoluene",Group 1,Nitrogen-containing,K14581
BD48,"2,4-Dinitrotoluene",Group 1,Nitrogen-containing,K14581
BD48,"2,4-Dinitrotoluene",Group 1,Nitrogen-containing,K14581
BD48,2-(4-Chlorophenoxy)propionic acid,Group 1,Aromatic,K01046
BD48,2-(4-Chlorophenoxy)propionic acid,Group 1,Chlorinated,K01046
BD48,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 1,Nitrogen-containing,K00362
BD48,"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Group 1,Aromatic,K00362
BD48,2-Chlorophenol,Group 1,Aromatic,K03381
BD48,2-Chlorophenol,Group 1,Aromatic,K03381
BD48,2-Chlorophenol,Group 1,Aromatic,K03381
BD48,2-Chlorophenol,Group 1,Chlorinated,K03381
BD48,2-Chlorophenol,Group 1,Chlorinated,K03381
BD48,2-Chlorophenol,Group 1,Chlorinated,K03381
BD48,2-Ethoxyethanol,Group 1,Aliphatic,K00001
BD48,2-Methylnaphthalene,Group 1,Aromatic,K14581
BD48,2-Naphthylamine,Group 1,Nitrogen-containing,K00681
BD48,2-Naphthylamine,Group 1,Polyaromatic,K00681
BD48,2-Nitropropane,Group 1,Nitrogen-containing,K00459
BD48,2-Nitropropane,Group 1,Aliphatic,K00459
BD48,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"3,4,3',4'-Tetrachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Chlorinated,K01599
BD48,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"3,4,5,3',4',5'-Hexachlorobiphenyl",Group 1,Polyaromatic,K01599
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00448
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00449
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K00481
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03862
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K03863
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
BD48,"3,4-Dihydroxybenzoate",Group 1,Aromatic,K09483
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00448
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K00449
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
BD48,"3-Carboxy-cis,cis-muconate",Group 1,Aliphatic,K01857
BD48,"4,4'-Methylenebis(N,N-dimethylaniline)",Group 1,Nitrogen-containing,K03981
BD48,"4,4'-Methylenebis(N,N-dimethylaniline)",Group 1,Polyaromatic,K03981
BD48,4-Methylimidazole,Group 1,Nitrogen-containing,K01673
BD48,4-Methylimidazole,Group 1,Aliphatic,K01673
BD48,4-Nitrophenol,Group 1,Aromatic,K01113
BD48,4-Nitrophenol,Group 1,Aromatic,K01113
BD48,4-Nitrophenol,Group 1,Nitrogen-containing,K01113
BD48,4-Nitrophenol,Group 1,Nitrogen-containing,K01113
BD48,Acenaphthene,Group 1,Polyaromatic,K00433
BD48,Acenaphthene,Group 1,Polyaromatic,K00433
BD48,Acetaldehyde,Group 1,Aliphatic,K00001
BD48,Acetaldehyde,Group 1,Aliphatic,K00001
BD48,Acetaldehyde,Group 1,Aliphatic,K00001
BD48,Acetaldehyde,Group 1,Aliphatic,K00121
BD48,Acetaldehyde,Group 1,Aliphatic,K00121
BD48,Acetaldehyde,Group 1,Aliphatic,K00121
BD48,Acetaldehyde,Group 1,Aliphatic,K00128
BD48,Acetaldehyde,Group 1,Aliphatic,K00128
BD48,Acetaldehyde,Group 1,Aliphatic,K00128
BD48,Acetaldehyde,Group 1,Aliphatic,K00138
BD48,Acetaldehyde,Group 1,Aliphatic,K00138
BD48,Acetaldehyde,Group 1,Aliphatic,K00138
BD48,Acetaldehyde,Group 1,Aliphatic,K00459
BD48,Acetaldehyde,Group 1,Aliphatic,K00459
BD48,Acetaldehyde,Group 1,Aliphatic,K00459
BD48,Acetaldehyde,Group 1,Aliphatic,K01568
BD48,Acetaldehyde,Group 1,Aliphatic,K01568
BD48,Acetaldehyde,Group 1,Aliphatic,K01568
BD48,Acetaldehyde,Group 1,Aliphatic,K01737
BD48,Acetaldehyde,Group 1,Aliphatic,K01737
BD48,Acetaldehyde,Group 1,Aliphatic,K01737
BD48,Acetaldehyde,Group 1,Aliphatic,K03735
BD48,Acetaldehyde,Group 1,Aliphatic,K03735
BD48,Acetaldehyde,Group 1,Aliphatic,K03735
BD48,Acetaldehyde,Group 1,Aliphatic,K03736
BD48,Acetaldehyde,Group 1,Aliphatic,K03736
BD48,Acetaldehyde,Group 1,Aliphatic,K03736
BD48,Acetaldehyde,Group 1,Aliphatic,K05306
BD48,Acetaldehyde,Group 1,Aliphatic,K05306
BD48,Acetaldehyde,Group 1,Aliphatic,K05306
BD48,Acetaldehyde,Group 1,Aliphatic,K12957
BD48,Acetaldehyde,Group 1,Aliphatic,K12957
BD48,Acetaldehyde,Group 1,Aliphatic,K12957
BD48,Acetaldehyde,Group 1,Aliphatic,K13954
BD48,Acetaldehyde,Group 1,Aliphatic,K13954
BD48,Acetaldehyde,Group 1,Aliphatic,K13954
BD48,Acetaldehyde,Group 1,Aliphatic,K13979
BD48,Acetaldehyde,Group 1,Aliphatic,K13979
BD48,Acetaldehyde,Group 1,Aliphatic,K13979
BD48,Acetamide,Group 1,Nitrogen-containing,K01426
BD48,Acetamide,Group 1,Aliphatic,K01426
BD48,Acrylamide,Group 1,Nitrogen-containing,K01426
BD48,Acrylamide,Group 1,Aliphatic,K01426
BD48,"Aflatoxin B1-exo-8,9-epoxide",Group 1,Aromatic,K00799
BD48,"Aflatoxin B1exo-8,9-epoxide-GSH",Group 1,Aromatic,K00799
BD48,"Aflatoxin B1exo-8,9-epoxide-GSH",Group 1,Nitrogen-containing,K00799
BD48,"Aflatoxin B1exo-8,9-epoxide-GSH",Group 1,Sulfur-containing,K00799
BD48,Alachlor,Group 1,Aromatic,K00799
BD48,Alachlor,Group 1,Aromatic,K00799
BD48,Alachlor,Group 1,Chlorinated,K00799
BD48,Alachlor,Group 1,Chlorinated,K00799
BD48,Alachlor,Group 1,Nitrogen-containing,K00799
BD48,Alachlor,Group 1,Nitrogen-containing,K00799
BD48,Ammonia,Group 1,Nitrogen-containing,K00261
BD48,Ammonia,Group 1,Nitrogen-containing,K00261
BD48,Ammonia,Group 1,Nitrogen-containing,K00262
BD48,Ammonia,Group 1,Nitrogen-containing,K00262
BD48,Ammonia,Group 1,Nitrogen-containing,K00265
BD48,Ammonia,Group 1,Nitrogen-containing,K00265
BD48,Ammonia,Group 1,Nitrogen-containing,K00266
BD48,Ammonia,Group 1,Nitrogen-containing,K00266
BD48,Ammonia,Group 1,Nitrogen-containing,K00275
BD48,Ammonia,Group 1,Nitrogen-containing,K00275
BD48,Ammonia,Group 1,Nitrogen-containing,K00276
BD48,Ammonia,Group 1,Nitrogen-containing,K00276
BD48,Ammonia,Group 1,Nitrogen-containing,K00278
BD48,Ammonia,Group 1,Nitrogen-containing,K00278
BD48,Ammonia,Group 1,Nitrogen-containing,K00285
BD48,Ammonia,Group 1,Nitrogen-containing,K00285
BD48,Ammonia,Group 1,Nitrogen-containing,K00362
BD48,Ammonia,Group 1,Nitrogen-containing,K00362
BD48,Ammonia,Group 1,Nitrogen-containing,K00382
BD48,Ammonia,Group 1,Nitrogen-containing,K00382
BD48,Ammonia,Group 1,Nitrogen-containing,K01424
BD48,Ammonia,Group 1,Nitrogen-containing,K01424
BD48,Ammonia,Group 1,Nitrogen-containing,K05597
BD48,Ammonia,Group 1,Nitrogen-containing,K05597
BD48,Ammonia,Group 1,Nitrogen-containing,K01425
BD48,Ammonia,Group 1,Nitrogen-containing,K01425
BD48,Ammonia,Group 1,Nitrogen-containing,K01426
BD48,Ammonia,Group 1,Nitrogen-containing,K01426
BD48,Ammonia,Group 1,Nitrogen-containing,K01428
BD48,Ammonia,Group 1,Nitrogen-containing,K01428
BD48,Ammonia,Group 1,Nitrogen-containing,K01429
BD48,Ammonia,Group 1,Nitrogen-containing,K01429
BD48,Ammonia,Group 1,Nitrogen-containing,K01430
BD48,Ammonia,Group 1,Nitrogen-containing,K01430
BD48,Ammonia,Group 1,Nitrogen-containing,K01457
BD48,Ammonia,Group 1,Nitrogen-containing,K01457
BD48,Ammonia,Group 1,Nitrogen-containing,K01484
BD48,Ammonia,Group 1,Nitrogen-containing,K01484
BD48,Ammonia,Group 1,Nitrogen-containing,K01487
BD48,Ammonia,Group 1,Nitrogen-containing,K01487
BD48,Ammonia,Group 1,Nitrogen-containing,K01488
BD48,Ammonia,Group 1,Nitrogen-containing,K01488
BD48,Ammonia,Group 1,Nitrogen-containing,K21053
BD48,Ammonia,Group 1,Nitrogen-containing,K21053
BD48,Ammonia,Group 1,Nitrogen-containing,K01494
BD48,Ammonia,Group 1,Nitrogen-containing,K01494
BD48,Ammonia,Group 1,Nitrogen-containing,K01498
BD48,Ammonia,Group 1,Nitrogen-containing,K01498
BD48,Ammonia,Group 1,Nitrogen-containing,K11752
BD48,Ammonia,Group 1,Nitrogen-containing,K11752
BD48,Ammonia,Group 1,Nitrogen-containing,K01501
BD48,Ammonia,Group 1,Nitrogen-containing,K01501
BD48,Ammonia,Group 1,Nitrogen-containing,K01505
BD48,Ammonia,Group 1,Nitrogen-containing,K01505
BD48,Ammonia,Group 1,Nitrogen-containing,K05396
BD48,Ammonia,Group 1,Nitrogen-containing,K05396
BD48,Ammonia,Group 1,Nitrogen-containing,K01657
BD48,Ammonia,Group 1,Nitrogen-containing,K01657
BD48,Ammonia,Group 1,Nitrogen-containing,K01658
BD48,Ammonia,Group 1,Nitrogen-containing,K01658
BD48,Ammonia,Group 1,Nitrogen-containing,K01664
BD48,Ammonia,Group 1,Nitrogen-containing,K01664
BD48,Ammonia,Group 1,Nitrogen-containing,K01663
BD48,Ammonia,Group 1,Nitrogen-containing,K01663
BD48,Ammonia,Group 1,Nitrogen-containing,K02500
BD48,Ammonia,Group 1,Nitrogen-containing,K02500
BD48,Ammonia,Group 1,Nitrogen-containing,K01665
BD48,Ammonia,Group 1,Nitrogen-containing,K01665
BD48,Ammonia,Group 1,Nitrogen-containing,K01744
BD48,Ammonia,Group 1,Nitrogen-containing,K01744
BD48,Ammonia,Group 1,Nitrogen-containing,K01745
BD48,Ammonia,Group 1,Nitrogen-containing,K01745
BD48,Ammonia,Group 1,Nitrogen-containing,K01749
BD48,Ammonia,Group 1,Nitrogen-containing,K01749
BD48,Ammonia,Group 1,Nitrogen-containing,K01752
BD48,Ammonia,Group 1,Nitrogen-containing,K01752
BD48,Ammonia,Group 1,Nitrogen-containing,K01753
BD48,Ammonia,Group 1,Nitrogen-containing,K01753
BD48,Ammonia,Group 1,Nitrogen-containing,K01754
BD48,Ammonia,Group 1,Nitrogen-containing,K01754
BD48,Ammonia,Group 1,Nitrogen-containing,K01760
BD48,Ammonia,Group 1,Nitrogen-containing,K01760
BD48,Ammonia,Group 1,Nitrogen-containing,K01915
BD48,Ammonia,Group 1,Nitrogen-containing,K01915
BD48,Ammonia,Group 1,Nitrogen-containing,K01916
BD48,Ammonia,Group 1,Nitrogen-containing,K01916
BD48,Ammonia,Group 1,Nitrogen-containing,K01950
BD48,Ammonia,Group 1,Nitrogen-containing,K01950
BD48,Ammonia,Group 1,Nitrogen-containing,K01937
BD48,Ammonia,Group 1,Nitrogen-containing,K01937
BD48,Ammonia,Group 1,Nitrogen-containing,K01951
BD48,Ammonia,Group 1,Nitrogen-containing,K01951
BD48,Ammonia,Group 1,Nitrogen-containing,K01955
BD48,Ammonia,Group 1,Nitrogen-containing,K01955
BD48,Ammonia,Group 1,Nitrogen-containing,K01956
BD48,Ammonia,Group 1,Nitrogen-containing,K01956
BD48,Ammonia,Group 1,Nitrogen-containing,K02437
BD48,Ammonia,Group 1,Nitrogen-containing,K02437
BD48,Ammonia,Group 1,Nitrogen-containing,K02501
BD48,Ammonia,Group 1,Nitrogen-containing,K02501
BD48,Ammonia,Group 1,Nitrogen-containing,K03153
BD48,Ammonia,Group 1,Nitrogen-containing,K03153
BD48,Ammonia,Group 1,Nitrogen-containing,K03707
BD48,Ammonia,Group 1,Nitrogen-containing,K03707
BD48,Ammonia,Group 1,Nitrogen-containing,K03735
BD48,Ammonia,Group 1,Nitrogen-containing,K03735
BD48,Ammonia,Group 1,Nitrogen-containing,K03736
BD48,Ammonia,Group 1,Nitrogen-containing,K03736
BD48,Ammonia,Group 1,Nitrogen-containing,K03743
BD48,Ammonia,Group 1,Nitrogen-containing,K03743
BD48,Ammonia,Group 1,Nitrogen-containing,K17950
BD48,Ammonia,Group 1,Nitrogen-containing,K17950
BD48,Ammonia,Group 1,Nitrogen-containing,K05599
BD48,Ammonia,Group 1,Nitrogen-containing,K05599
BD48,Ammonia,Group 1,Nitrogen-containing,K05600
BD48,Ammonia,Group 1,Nitrogen-containing,K05600
BD48,Ammonia,Group 1,Nitrogen-containing,K18248
BD48,Ammonia,Group 1,Nitrogen-containing,K18248
BD48,Ammonia,Group 1,Nitrogen-containing,K05810
BD48,Ammonia,Group 1,Nitrogen-containing,K05810
BD48,Ammonia,Group 1,Nitrogen-containing,K06920
BD48,Ammonia,Group 1,Nitrogen-containing,K06920
BD48,Ammonia,Group 1,Nitrogen-containing,K06989
BD48,Ammonia,Group 1,Nitrogen-containing,K06989
BD48,Ammonia,Group 1,Nitrogen-containing,K08281
BD48,Ammonia,Group 1,Nitrogen-containing,K08281
BD48,Ammonia,Group 1,Nitrogen-containing,K09022
BD48,Ammonia,Group 1,Nitrogen-containing,K09022
BD48,Ammonia,Group 1,Nitrogen-containing,K09471
BD48,Ammonia,Group 1,Nitrogen-containing,K09471
BD48,Ammonia,Group 1,Nitrogen-containing,K10026
BD48,Ammonia,Group 1,Nitrogen-containing,K10026
BD48,Ammonia,Group 1,Nitrogen-containing,K11311
BD48,Ammonia,Group 1,Nitrogen-containing,K11311
BD48,Ammonia,Group 1,Nitrogen-containing,K11991
BD48,Ammonia,Group 1,Nitrogen-containing,K11991
BD48,Ammonia,Group 1,Nitrogen-containing,K21062
BD48,Ammonia,Group 1,Nitrogen-containing,K21062
BD48,Amsacrine,Group 1,Polyaromatic,K02469
BD48,Amsacrine,Group 1,Nitrogen-containing,K02469
BD48,Amsacrine,Group 1,Sulfur-containing,K02469
BD48,Amsacrine,Group 1,Polyaromatic,K02470
BD48,Amsacrine,Group 1,Nitrogen-containing,K02470
BD48,Amsacrine,Group 1,Sulfur-containing,K02470
BD48,Amsacrine,Group 1,Polyaromatic,K02621
BD48,Amsacrine,Group 1,Nitrogen-containing,K02621
BD48,Amsacrine,Group 1,Sulfur-containing,K02621
BD48,Amsacrine,Group 1,Polyaromatic,K02622
BD48,Amsacrine,Group 1,Nitrogen-containing,K02622
BD48,Amsacrine,Group 1,Sulfur-containing,K02622
BD48,Amsacrine,Group 1,Polyaromatic,K03168
BD48,Amsacrine,Group 1,Nitrogen-containing,K03168
BD48,Amsacrine,Group 1,Sulfur-containing,K03168
BD48,Anthracene,Group 1,Polyaromatic,K14581
BD48,Anthracene,Group 1,Polyaromatic,K14581
BD48,Anthracene,Group 1,Polyaromatic,K14581
BD48,Anthracene,Group 1,Polyaromatic,K14581
BD48,Anthracene,Group 1,Polyaromatic,K14581
BD48,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,"Anthracene-cis-1,2-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,Aristolochic acid,Group 1,Polyaromatic,K01058
BD48,Aristolochic acid,Group 1,Nitrogen-containing,K01058
BD48,Arsenic,Group 1,Metal,K04077
BD48,Arsenic,Group 1,Metal,K04077
BD48,Arsenic,Group 1,Metal,K04077
BD48,Arsenic,Group 1,Metal,K04077
BD48,Aziridine,Group 1,Nitrogen-containing,K01089
BD48,Aziridine,Group 1,Aliphatic,K01089
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16246
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16242
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16243
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16244
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16245
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzene,Group 1,Aromatic,K16249
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,Benzo[a]pyrene,Group 1,Polyaromatic,K14581
BD48,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,"Benzo[a]pyrene-cis-9,10-dihydrodiol",Group 1,Polyaromatic,K14581
BD48,CO,Group 1,Inorganic,K03147
BD48,CO,Group 1,Inorganic,K06911
BD48,Cacodylate,Group 1,Inorganic,K00019
BD48,Cacodylate,Group 1,Inorganic,K00019
BD48,Cacodylate,Group 1,Metal,K00019
BD48,Cacodylate,Group 1,Metal,K00019
BD48,Cacodylate,Group 1,Inorganic,K00133
BD48,Cacodylate,Group 1,Inorganic,K00133
BD48,Cacodylate,Group 1,Metal,K00133
BD48,Cacodylate,Group 1,Metal,K00133
BD48,Cacodylate,Group 1,Inorganic,K01708
BD48,Cacodylate,Group 1,Inorganic,K01708
BD48,Cacodylate,Group 1,Metal,K01708
BD48,Cacodylate,Group 1,Metal,K01708
BD48,Captafol,Group 1,Chlorinated,K00652
BD48,Captafol,Group 1,Nitrogen-containing,K00652
BD48,Captafol,Group 1,Sulfur-containing,K00652
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00384
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00384
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00384
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00384
BD48,Carbon tetrachloride,Group 1,Chlorinated,K00384
