Sample,ko,pathname,genesymbol
BD161,K01607,Benzoate,pcaC
BD161,K01607,Aromatic,pcaC
BD161,K01692,Benzoate,paaF
BD161,K01692,Aminobenzoate,paaF
BD161,K01692,Caprolactam,paaF
BD161,K01821,Benzoate,praC
BD161,K01821,Dioxin,praC
BD161,K01821,Xylene,praC
BD161,K01821,Aromatic,praC
BD161,K15765,Toluene,tmoF
BD161,K15765,Aromatic,tmoF
BD161,K07104,Benzoate,catE
BD161,K07104,Xylene,catE
BD161,K07104,Aromatic,catE
BD161,K07104,Styrene,catE
BD161,K07104,Cl. cyclohexane and Cl. benzene,catE
BD161,K07516,Benzoate,fadN
BD161,K10218,Benzoate,ligK
BD161,K13767,Benzoate,fadB
BD161,K14338,Aminobenzoate,cypD_E
BD161,K16171,Styrene,faaH
BD162,K00001,Naphthalene,E1.1.1.1
BD162,K00001,Cytochrome P450,E1.1.1.1
BD162,K00001,Aromatic,E1.1.1.1
BD162,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD162,K13953,Aromatic,adhP
BD162,K13953,Naphthalene,adhP
BD162,K13953,Cytochrome P450,adhP
BD162,K13953,Cl. alkane and Cl.alkene,adhP
BD162,K00074,Benzoate,paaH
BD162,K00121,Aromatic,frmA
BD162,K00121,Naphthalene,frmA
BD162,K00121,Cytochrome P450,frmA
BD162,K00121,Cl. alkane and Cl.alkene,frmA
BD162,K00128,Cl. alkane and Cl.alkene,ALDH
BD162,K00146,Styrene,feaB
BD162,K21802,Aminobenzoate,vdh
BD162,K00483,Aromatic,hpaB
BD162,K00626,Benzoate,ACAT
BD162,K00632,Benzoate,fadA
BD162,K00632,Ethylbenzene,fadA
BD162,K01034,Aminobenzoate,atoD
BD162,K01035,Aminobenzoate,atoA
BD162,K01101,Aminobenzoate,E3.1.3.41
BD162,K01428,Atrazine,ureC
BD162,K01429,Atrazine,ureB
BD162,K01430,Atrazine,ureA
BD162,K01512,Aminobenzoate,acyP
BD162,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD162,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD162,K01607,Benzoate,pcaC
BD162,K01607,Aromatic,pcaC
BD162,K01612,Aromatic,bsdC
BD162,K01612,Aminobenzoate,bsdC
BD162,K16874,Furfural,hmfF
BD162,K01821,Benzoate,praC
BD162,K01821,Dioxin,praC
BD162,K01821,Xylene,praC
BD162,K01821,Aromatic,praC
BD162,K03186,Aromatic,ubiX
BD162,K03186,Aminobenzoate,ubiX
BD162,K15765,Toluene,tmoF
BD162,K15765,Aromatic,tmoF
BD162,K07104,Benzoate,catE
BD162,K07104,Xylene,catE
BD162,K07104,Aromatic,catE
BD162,K07104,Styrene,catE
BD162,K07104,Cl. cyclohexane and Cl. benzene,catE
BD162,K07516,Benzoate,fadN
BD162,K10678,Nitrotoluene,nfsA
BD162,K13767,Benzoate,fadB
BD162,K14338,Aminobenzoate,cypD_E
BD162,K21759,Aromatic,bsdD
BD162,K21759,Aminobenzoate,bsdD
BD163,K00001,Naphthalene,E1.1.1.1
BD163,K00001,Cytochrome P450,E1.1.1.1
BD163,K00001,Aromatic,E1.1.1.1
BD163,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD163,K00074,Benzoate,paaH
BD163,K00121,Aromatic,frmA
BD163,K00121,Naphthalene,frmA
BD163,K00121,Cytochrome P450,frmA
BD163,K00121,Cl. alkane and Cl.alkene,frmA
BD163,K00128,Cl. alkane and Cl.alkene,ALDH
BD163,K00146,Styrene,feaB
BD163,K00483,Aromatic,hpaB
BD163,K00626,Benzoate,ACAT
BD163,K00632,Benzoate,fadA
BD163,K00632,Ethylbenzene,fadA
BD163,K01034,Aminobenzoate,atoD
BD163,K01035,Aminobenzoate,atoA
BD163,K01101,Aminobenzoate,E3.1.3.41
BD163,K01426,Aminobenzoate,E3.5.1.4
BD163,K01426,Styrene,E3.5.1.4
BD163,K01428,Atrazine,ureC
BD163,K01429,Atrazine,ureB
BD163,K01430,Atrazine,ureA
BD163,K01457,Atrazine,atzF
BD163,K01501,Styrene,E3.5.5.1
BD163,K01501,Aminobenzoate,E3.5.5.1
BD163,K01512,Aminobenzoate,acyP
BD163,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD163,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD163,K01563,Cl. cyclohexane and Cl. benzene,dhaA
BD163,K01563,Cl. alkane and Cl.alkene,dhaA
BD163,K01607,Benzoate,pcaC
BD163,K01607,Aromatic,pcaC
BD163,K01612,Aromatic,bsdC
BD163,K01612,Aminobenzoate,bsdC
BD163,K01666,Xylene,mhpE
BD163,K01666,Dioxin,mhpE
BD163,K01666,Benzoate,mhpE
BD163,K01666,Aromatic,mhpE
BD163,K01821,Benzoate,praC
BD163,K01821,Dioxin,praC
BD163,K01821,Xylene,praC
BD163,K01821,Aromatic,praC
BD163,K01856,Fluorobenzoate,catB
BD163,K01856,Benzoate,catB
BD163,K01856,Aromatic,catB
BD163,K01856,Cl. cyclohexane and Cl. benzene,catB
BD163,K01856,Toluene,catB
BD163,K01941,Atrazine,uca
BD163,K03186,Aromatic,ubiX
BD163,K03186,Aminobenzoate,ubiX
BD163,K03381,Cl. cyclohexane and Cl. benzene,catA
BD163,K03381,Toluene,catA
BD163,K03381,Benzoate,catA
BD163,K03381,Fluorobenzoate,catA
BD163,K03381,Aromatic,catA
BD163,K15765,Toluene,tmoF
BD163,K15765,Aromatic,tmoF
BD163,K05921,Aromatic,hpaG
BD163,K07104,Benzoate,catE
BD163,K07104,Xylene,catE
BD163,K07104,Aromatic,catE
BD163,K07104,Styrene,catE
BD163,K07104,Cl. cyclohexane and Cl. benzene,catE
BD163,K07516,Benzoate,fadN
BD163,K10218,Benzoate,ligK
BD163,K10680,Nitrotoluene,nemA
BD163,K13767,Benzoate,fadB
BD163,K13954,Naphthalene,yiaY
BD163,K13954,Aromatic,yiaY
BD163,K13954,Cl. alkane and Cl.alkene,yiaY
BD163,K14338,Aminobenzoate,cypD_E
BD163,K21759,Aromatic,bsdD
BD163,K21759,Aminobenzoate,bsdD
BG1,K00001,Naphthalene,E1.1.1.1
BG1,K00001,Cytochrome P450,E1.1.1.1
BG1,K00001,Aromatic,E1.1.1.1
BG1,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BG1,K13953,Aromatic,adhP
BG1,K13953,Naphthalene,adhP
BG1,K13953,Cytochrome P450,adhP
BG1,K13953,Cl. alkane and Cl.alkene,adhP
BG1,K00074,Benzoate,paaH
BG1,K00121,Aromatic,frmA
BG1,K00121,Naphthalene,frmA
BG1,K00121,Cytochrome P450,frmA
BG1,K00121,Cl. alkane and Cl.alkene,frmA
BG1,K00128,Cl. alkane and Cl.alkene,ALDH
BG1,K00146,Styrene,feaB
BG1,K21802,Aminobenzoate,vdh
BG1,K00483,Aromatic,hpaB
BG1,K00626,Benzoate,ACAT
BG1,K00632,Benzoate,fadA
BG1,K00632,Ethylbenzene,fadA
BG1,K01034,Aminobenzoate,atoD
BG1,K01035,Aminobenzoate,atoA
BG1,K01101,Aminobenzoate,E3.1.3.41
BG1,K01428,Atrazine,ureC
BG1,K01429,Atrazine,ureB
BG1,K01430,Atrazine,ureA
BG1,K01512,Aminobenzoate,acyP
BG1,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BG1,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BG1,K01607,Benzoate,pcaC
BG1,K01607,Aromatic,pcaC
BG1,K01612,Aromatic,bsdC
BG1,K01612,Aminobenzoate,bsdC
BG1,K16874,Furfural,hmfF
BG1,K01821,Benzoate,praC
BG1,K01821,Dioxin,praC
BG1,K01821,Xylene,praC
BG1,K01821,Aromatic,praC
BG1,K03186,Aromatic,ubiX
BG1,K03186,Aminobenzoate,ubiX
BG1,K15765,Toluene,tmoF
BG1,K15765,Aromatic,tmoF
BG1,K07104,Benzoate,catE
BG1,K07104,Xylene,catE
BG1,K07104,Aromatic,catE
BG1,K07104,Styrene,catE
BG1,K07104,Cl. cyclohexane and Cl. benzene,catE
BG1,K07516,Benzoate,fadN
BG1,K10678,Nitrotoluene,nfsA
BG1,K13767,Benzoate,fadB
BG1,K14338,Aminobenzoate,cypD_E
BG1,K21759,Aromatic,bsdD
BG1,K21759,Aminobenzoate,bsdD
CB13,K00001,Naphthalene,E1.1.1.1
CB13,K00001,Cytochrome P450,E1.1.1.1
CB13,K00001,Aromatic,E1.1.1.1
CB13,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
CB13,K13953,Aromatic,adhP
CB13,K13953,Naphthalene,adhP
CB13,K13953,Cytochrome P450,adhP
CB13,K13953,Cl. alkane and Cl.alkene,adhP
CB13,K00002,Aromatic,AKR1A1
CB13,K00002,Caprolactam,AKR1A1
CB13,K00074,Benzoate,paaH
CB13,K00121,Aromatic,frmA
CB13,K00121,Naphthalene,frmA
CB13,K00121,Cytochrome P450,frmA
CB13,K00121,Cl. alkane and Cl.alkene,frmA
CB13,K00146,Styrene,feaB
CB13,K00148,Cl. alkane and Cl.alkene,fdhA
CB13,K00151,Aromatic,hpaE
CB13,K01576,Aminobenzoate,mdlC
CB13,K00196,Nitrotoluene,cooF
CB13,K00455,Aromatic,hpaD
CB13,K00483,Aromatic,hpaB
CB13,K00484,Aromatic,hpaC
CB13,K00626,Benzoate,ACAT
CB13,K00632,Benzoate,fadA
CB13,K00632,Ethylbenzene,fadA
CB13,K00799,Cytochrome P450,GST
CB13,K01061,Toluene,E3.1.1.45
CB13,K01061,Fluorobenzoate,E3.1.1.45
CB13,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
CB13,K01075,Benzoate,E3.1.2.23
CB13,K01101,Aminobenzoate,E3.1.3.41
CB13,K01428,Atrazine,ureC
CB13,K01429,Atrazine,ureB
CB13,K01430,Atrazine,ureA
CB13,K14048,Atrazine,ureAB
CB13,K01457,Atrazine,atzF
CB13,K01941,Atrazine,uca
CB13,K01512,Aminobenzoate,acyP
CB13,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
CB13,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
CB13,K01612,Aromatic,bsdC
CB13,K01612,Aminobenzoate,bsdC
CB13,K01617,Xylene,dmpH
CB13,K01617,Aromatic,dmpH
CB13,K01617,Benzoate,dmpH
CB13,K01617,Dioxin,dmpH
CB13,K01692,Benzoate,paaF
CB13,K01692,Aminobenzoate,paaF
CB13,K01692,Caprolactam,paaF
CB13,K01782,Benzoate,fadJ
CB13,K01782,Caprolactam,fadJ
CB13,K01825,Caprolactam,fadB
CB13,K01825,Benzoate,fadB
CB13,K01821,Benzoate,praC
CB13,K01821,Dioxin,praC
CB13,K01821,Xylene,praC
CB13,K01821,Aromatic,praC
CB13,K01826,Aromatic,hpaF
CB13,K01856,Fluorobenzoate,catB
CB13,K01856,Benzoate,catB
CB13,K01856,Aromatic,catB
CB13,K01856,Cl. cyclohexane and Cl. benzene,catB
CB13,K01856,Toluene,catB
CB13,K19837,Atrazine,atzE
CB13,K03186,Aromatic,ubiX
CB13,K03186,Aminobenzoate,ubiX
CB13,K03863,Aminobenzoate,vanB
CB13,K04072,Cl. alkane and Cl.alkene,adhE
CB13,K04072,Aromatic,adhE
CB13,K04072,Naphthalene,adhE
CB13,K05921,Aromatic,hpaG
CB13,K10678,Nitrotoluene,nfsA
CB13,K10679,Nitrotoluene,nfnB
CB13,K10680,Nitrotoluene,nemA
CB13,K15054,Aminobenzoate,mdlB
CB13,K21759,Aromatic,bsdD
CB13,K21759,Aminobenzoate,bsdD
BD137,K00001,Naphthalene,E1.1.1.1
BD137,K00001,Cytochrome P450,E1.1.1.1
BD137,K00001,Aromatic,E1.1.1.1
BD137,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD137,K00074,Benzoate,paaH
BD137,K00121,Aromatic,frmA
BD137,K00121,Naphthalene,frmA
BD137,K00121,Cytochrome P450,frmA
BD137,K00121,Cl. alkane and Cl.alkene,frmA
BD137,K00128,Cl. alkane and Cl.alkene,ALDH
BD137,K10217,Aromatic,dmpC
BD137,K10217,Benzoate,dmpC
BD137,K10217,Xylene,dmpC
BD137,K21802,Aminobenzoate,vdh
BD137,K00451,Styrene,HGD
BD137,K00483,Aromatic,hpaB
BD137,K16901,Aromatic,K16901
BD137,K00626,Benzoate,ACAT
BD137,K00632,Benzoate,fadA
BD137,K00632,Ethylbenzene,fadA
BD137,K01035,Aminobenzoate,atoA
BD137,K01034,Aminobenzoate,atoD
BD137,K01101,Aminobenzoate,E3.1.3.41
BD137,K01426,Aminobenzoate,E3.5.1.4
BD137,K01426,Styrene,E3.5.1.4
BD137,K01501,Styrene,E3.5.5.1
BD137,K01501,Aminobenzoate,E3.5.5.1
BD137,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD137,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD137,K01617,Xylene,dmpH
BD137,K01617,Aromatic,dmpH
BD137,K01617,Benzoate,dmpH
BD137,K01617,Dioxin,dmpH
BD137,K01666,Xylene,mhpE
BD137,K01666,Dioxin,mhpE
BD137,K01666,Benzoate,mhpE
BD137,K01666,Aromatic,mhpE
BD137,K01692,Benzoate,paaF
BD137,K01692,Aminobenzoate,paaF
BD137,K01692,Caprolactam,paaF
BD137,K02554,Dioxin,mhpD
BD137,K02554,Aromatic,mhpD
BD137,K02554,Xylene,mhpD
BD137,K02554,Benzoate,mhpD
BD137,K03186,Aromatic,ubiX
BD137,K03186,Aminobenzoate,ubiX
BD137,K04073,Xylene,mhpF
BD137,K04073,Benzoate,mhpF
BD137,K04073,Dioxin,mhpF
BD137,K04073,Aromatic,mhpF
BD137,K15765,Toluene,tmoF
BD137,K15765,Aromatic,tmoF
BD137,K05921,Aromatic,hpaG
BD137,K07516,Benzoate,fadN
BD137,K13767,Benzoate,fadB
BD137,K13953,Aromatic,adhP
BD137,K13953,Naphthalene,adhP
BD137,K13953,Cytochrome P450,adhP
BD137,K13953,Cl. alkane and Cl.alkene,adhP
BD137,K16171,Styrene,faaH
BD165,K00074,Benzoate,paaH
BD165,K00121,Aromatic,frmA
BD165,K00121,Naphthalene,frmA
BD165,K00121,Cytochrome P450,frmA
BD165,K00121,Cl. alkane and Cl.alkene,frmA
BD165,K00128,Cl. alkane and Cl.alkene,ALDH
BD165,K00146,Styrene,feaB
BD165,K21802,Aminobenzoate,vdh
BD165,K00455,Aromatic,hpaD
BD165,K00481,Aromatic,pobA
BD165,K00481,Benzoate,pobA
BD165,K00626,Benzoate,ACAT
BD165,K00632,Benzoate,fadA
BD165,K00632,Ethylbenzene,fadA
BD165,K01034,Aminobenzoate,atoD
BD165,K01035,Aminobenzoate,atoA
BD165,K01101,Aminobenzoate,E3.1.3.41
BD165,K01426,Aminobenzoate,E3.5.1.4
BD165,K01426,Styrene,E3.5.1.4
BD165,K01428,Atrazine,ureC
BD165,K01429,Atrazine,ureB
BD165,K01430,Atrazine,ureA
BD165,K01512,Aminobenzoate,acyP
BD165,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD165,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD165,K01612,Aromatic,bsdC
BD165,K01612,Aminobenzoate,bsdC
BD165,K16874,Furfural,hmfF
BD165,K01617,Xylene,dmpH
BD165,K01617,Aromatic,dmpH
BD165,K01617,Benzoate,dmpH
BD165,K01617,Dioxin,dmpH
BD165,K01821,Benzoate,praC
BD165,K01821,Dioxin,praC
BD165,K01821,Xylene,praC
BD165,K01821,Aromatic,praC
BD165,K03186,Aromatic,ubiX
BD165,K03186,Aminobenzoate,ubiX
BD165,K04072,Cl. alkane and Cl.alkene,adhE
BD165,K04072,Aromatic,adhE
BD165,K04072,Naphthalene,adhE
BD165,K15765,Toluene,tmoF
BD165,K15765,Aromatic,tmoF
BD165,K07104,Benzoate,catE
BD165,K07104,Xylene,catE
BD165,K07104,Aromatic,catE
BD165,K07104,Styrene,catE
BD165,K07104,Cl. cyclohexane and Cl. benzene,catE
BD165,K07516,Benzoate,fadN
BD165,K10217,Aromatic,dmpC
BD165,K10217,Benzoate,dmpC
BD165,K10217,Xylene,dmpC
BD165,K10218,Benzoate,ligK
BD165,K13767,Benzoate,fadB
BD165,K14338,Aminobenzoate,cypD_E
BD165,K21759,Aromatic,bsdD
BD165,K21759,Aminobenzoate,bsdD
BD9,K00128,Cl. alkane and Cl.alkene,ALDH
BD9,K01612,Aromatic,bsdC
BD9,K01612,Aminobenzoate,bsdC
BD9,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD9,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD9,K00001,Naphthalene,E1.1.1.1
BD9,K00001,Cytochrome P450,E1.1.1.1
BD9,K00001,Aromatic,E1.1.1.1
BD9,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD9,K10678,Nitrotoluene,nfsA
BD9,K00074,Benzoate,paaH
BD9,K00121,Aromatic,frmA
BD9,K00121,Naphthalene,frmA
BD9,K00121,Cytochrome P450,frmA
BD9,K00121,Cl. alkane and Cl.alkene,frmA
BD9,K00483,Aromatic,hpaB
BD9,K00626,Benzoate,ACAT
BD9,K00632,Benzoate,fadA
BD9,K00632,Ethylbenzene,fadA
BD9,K01034,Aminobenzoate,atoD
BD9,K01035,Aminobenzoate,atoA
BD9,K01101,Aminobenzoate,E3.1.3.41
BD9,K01428,Atrazine,ureC
BD9,K01429,Atrazine,ureB
BD9,K01430,Atrazine,ureA
BD9,K01512,Aminobenzoate,acyP
BD9,K01607,Benzoate,pcaC
BD9,K01607,Aromatic,pcaC
BD9,K01821,Benzoate,praC
BD9,K01821,Dioxin,praC
BD9,K01821,Xylene,praC
BD9,K01821,Aromatic,praC
BD9,K03186,Aromatic,ubiX
BD9,K03186,Aminobenzoate,ubiX
BD9,K07104,Benzoate,catE
BD9,K07104,Xylene,catE
BD9,K07104,Aromatic,catE
BD9,K07104,Styrene,catE
BD9,K07104,Cl. cyclohexane and Cl. benzene,catE
BD9,K07516,Benzoate,fadN
BD9,K13767,Benzoate,fadB
BD9,K14338,Aminobenzoate,cypD_E
BD9,K21759,Aromatic,bsdD
BD9,K21759,Aminobenzoate,bsdD
BD9,K16874,Furfural,hmfF
BD9,K00146,Styrene,feaB
BD9,K13953,Aromatic,adhP
BD9,K13953,Naphthalene,adhP
BD9,K13953,Cytochrome P450,adhP
BD9,K13953,Cl. alkane and Cl.alkene,adhP
BD9,K15765,Toluene,tmoF
BD9,K15765,Aromatic,tmoF
BD9,K21802,Aminobenzoate,vdh
BD2,K00001,Naphthalene,E1.1.1.1
BD2,K00001,Cytochrome P450,E1.1.1.1
BD2,K00001,Aromatic,E1.1.1.1
BD2,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD2,K01560,Cl. alkane and Cl.alkene,E3.8.1.2
BD2,K01560,Cl. cyclohexane and Cl. benzene,E3.8.1.2
BD2,K00121,Aromatic,frmA
BD2,K00121,Naphthalene,frmA
BD2,K00121,Cytochrome P450,frmA
BD2,K00121,Cl. alkane and Cl.alkene,frmA
BD2,K00128,Cl. alkane and Cl.alkene,ALDH
BD2,K00626,Benzoate,ACAT
BD2,K01101,Aminobenzoate,E3.1.3.41
BD2,K01428,Atrazine,ureC
BD2,K01429,Atrazine,ureB
BD2,K01430,Atrazine,ureA
BD2,K01512,Aminobenzoate,acyP
BD2,K01821,Benzoate,praC
BD2,K01821,Dioxin,praC
BD2,K01821,Xylene,praC
BD2,K01821,Aromatic,praC
BD2,K07104,Benzoate,catE
BD2,K07104,Xylene,catE
BD2,K07104,Aromatic,catE
BD2,K07104,Styrene,catE
BD2,K07104,Cl. cyclohexane and Cl. benzene,catE
BD2,K15765,Toluene,tmoF
BD2,K15765,Aromatic,tmoF
