Sample,ko,pathname,genesymbol
BD96,K18366,Aromatic,bphJ
BD96,K18687,Steroid,fadD3
BD101,K00001,Naphthalene,E1.1.1.1
BD101,K00001,Cytochrome P450,E1.1.1.1
BD101,K00001,Aromatic,E1.1.1.1
BD101,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD101,K13953,Aromatic,adhP
BD101,K13953,Naphthalene,adhP
BD101,K13953,Cytochrome P450,adhP
BD101,K13953,Cl. alkane and Cl.alkene,adhP
BD101,K00074,Benzoate,paaH
BD101,K00114,Cl. alkane and Cl.alkene,exaA
BD101,K00121,Aromatic,frmA
BD101,K00121,Naphthalene,frmA
BD101,K00121,Cytochrome P450,frmA
BD101,K00121,Cl. alkane and Cl.alkene,frmA
BD101,K00128,Cl. alkane and Cl.alkene,ALDH
BD101,K00151,Aromatic,hpaE
BD101,K10217,Aromatic,dmpC
BD101,K10217,Benzoate,dmpC
BD101,K10217,Xylene,dmpC
BD101,K00252,Benzoate,GCDH
BD101,K10680,Nitrotoluene,nemA
BD101,K01061,Toluene,E3.1.1.45
BD101,K01061,Fluorobenzoate,E3.1.1.45
BD101,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD101,K00446,Benzoate,dmpB
BD101,K00446,Aromatic,dmpB
BD101,K00446,Xylene,dmpB
BD101,K00446,Styrene,dmpB
BD101,K00446,Cl. cyclohexane and Cl. benzene,dmpB
BD101,K00451,Styrene,HGD
BD101,K00626,Benzoate,ACAT
BD101,K00632,Benzoate,fadA
BD101,K00632,Ethylbenzene,fadA
BD101,K00799,Cytochrome P450,GST
BD101,K01039,Styrene,gctA
BD101,K01040,Styrene,gctB
BD101,K01055,Benzoate,pcaD
BD101,K01055,Aromatic,pcaD
BD101,K14727,Benzoate,pcaL
BD101,K14727,Aromatic,pcaL
BD101,K01075,Benzoate,E3.1.2.23
BD101,K01426,Aminobenzoate,E3.5.1.4
BD101,K01426,Styrene,E3.5.1.4
BD101,K01428,Atrazine,ureC
BD101,K01429,Atrazine,ureB
BD101,K01430,Atrazine,ureA
BD101,K01457,Atrazine,atzF
BD101,K01501,Styrene,E3.5.5.1
BD101,K01501,Aminobenzoate,E3.5.5.1
BD101,K01607,Benzoate,pcaC
BD101,K01607,Aromatic,pcaC
BD101,K01617,Xylene,dmpH
BD101,K01617,Aromatic,dmpH
BD101,K01617,Benzoate,dmpH
BD101,K01617,Dioxin,dmpH
BD101,K01666,Xylene,mhpE
BD101,K01666,Dioxin,mhpE
BD101,K01666,Benzoate,mhpE
BD101,K01666,Aromatic,mhpE
BD101,K18365,Dioxin,bphI
BD101,K18365,Xylene,bphI
BD101,K18365,Aromatic,bphI
BD101,K18365,Benzoate,bphI
BD101,K01692,Benzoate,paaF
BD101,K01692,Aminobenzoate,paaF
BD101,K01692,Caprolactam,paaF
BD101,K01782,Benzoate,fadJ
BD101,K01782,Caprolactam,fadJ
BD101,K01825,Caprolactam,fadB
BD101,K01825,Benzoate,fadB
BD101,K01800,Styrene,maiA
BD101,K01821,Benzoate,praC
BD101,K01821,Dioxin,praC
BD101,K01821,Xylene,praC
BD101,K01821,Aromatic,praC
BD101,K01856,Fluorobenzoate,catB
BD101,K01856,Benzoate,catB
BD101,K01856,Aromatic,catB
BD101,K01856,Cl. cyclohexane and Cl. benzene,catB
BD101,K01856,Toluene,catB
BD101,K01941,Atrazine,uca
BD101,K15983,Steroid,kshB
BD101,K03186,Aromatic,ubiX
BD101,K03186,Aminobenzoate,ubiX
BD101,K03381,Cl. cyclohexane and Cl. benzene,catA
BD101,K03381,Toluene,catA
BD101,K03381,Benzoate,catA
BD101,K03381,Fluorobenzoate,catA
BD101,K03381,Aromatic,catA
BD101,K03464,Aromatic,catC
BD101,K03464,Benzoate,catC
BD101,K05296,Steroid,E1.1.1.51
BD101,K05549,Fluorobenzoate,benA-xylX
BD101,K05549,Aromatic,benA-xylX
BD101,K05549,Xylene,benA-xylX
BD101,K05549,Benzoate,benA-xylX
BD101,K05550,Benzoate,benB-xylY
BD101,K05550,Fluorobenzoate,benB-xylY
BD101,K05550,Xylene,benB-xylY
BD101,K05550,Aromatic,benB-xylY
BD101,K05783,Aromatic,benD-xylL
BD101,K05783,Benzoate,benD-xylL
BD101,K05783,Xylene,benD-xylL
BD101,K05783,Fluorobenzoate,benD-xylL
BD101,K05784,Xylene,benC-xylZ
BD101,K05784,Benzoate,benC-xylZ
BD101,K05784,Aromatic,benC-xylZ
BD101,K05784,Fluorobenzoate,benC-xylZ
BD101,K14581,Nitrotoluene,nahAa
BD101,K14581,Aminobenzoate,nahAa
BD101,K14581,Ethylbenzene,nahAa
BD101,K14581,Naphthalene,nahAa
BD101,K14581,PAH,nahAa
BD101,K14581,Aromatic,nahAa
BD101,K16161,Aromatic,mmoC
BD101,K05898,Steroid,kstD
BD101,K07516,Benzoate,fadN
BD101,K07823,Benzoate,pcaF
BD101,K10216,Benzoate,dmpD
BD101,K10216,Styrene,dmpD
BD101,K10216,Xylene,dmpD
BD101,K10216,Aromatic,dmpD
BD101,K15982,Steroid,kshA
BD101,K16047,Steroid,hsaA
BD101,K16048,Steroid,hsaB
BD101,K16049,Aromatic,hsaC
BD101,K16049,Steroid,hsaC
BD101,K16050,Aromatic,hsaD
BD101,K16050,Steroid,hsaD
BD101,K16171,Styrene,faaH
BD101,K16242,Aromatic,dmpN
BD101,K16242,Benzoate,dmpN
BD101,K16242,Cl. cyclohexane and Cl. benzene,dmpN
BD101,K16242,Toluene,dmpN
BD101,K16243,Aromatic,dmpL
BD101,K16243,Cl. cyclohexane and Cl. benzene,dmpL
BD101,K16243,Toluene,dmpL
BD101,K16243,Benzoate,dmpL
BD101,K16244,Toluene,dmpM
BD101,K16244,Benzoate,dmpM
BD101,K16244,Cl. cyclohexane and Cl. benzene,dmpM
BD101,K16244,Aromatic,dmpM
BD101,K16245,Benzoate,dmpO
BD101,K16245,Cl. cyclohexane and Cl. benzene,dmpO
BD101,K16245,Aromatic,dmpO
BD101,K16245,Toluene,dmpO
BD101,K16246,Cl. cyclohexane and Cl. benzene,dmpP
BD101,K16246,Toluene,dmpP
BD101,K16246,Aromatic,dmpP
BD101,K16246,Benzoate,dmpP
BD101,K16249,Cl. cyclohexane and Cl. benzene,dmpK
BD101,K16249,Aromatic,dmpK
BD101,K16249,Benzoate,dmpK
BD101,K16249,Toluene,dmpK
BD101,K18364,Aromatic,bphH
BD101,K18364,Dioxin,bphH
BD101,K18364,Xylene,bphH
BD101,K18364,Benzoate,bphH
BD101,K18366,Dioxin,bphJ
BD101,K18366,Benzoate,bphJ
BD101,K18366,Xylene,bphJ
BD101,K18366,Aromatic,bphJ
BD101,K18687,Steroid,fadD3
BD105,K00001,Naphthalene,E1.1.1.1
BD105,K00001,Cytochrome P450,E1.1.1.1
BD105,K00001,Aromatic,E1.1.1.1
BD105,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD105,K13953,Aromatic,adhP
BD105,K13953,Naphthalene,adhP
BD105,K13953,Cytochrome P450,adhP
BD105,K13953,Cl. alkane and Cl.alkene,adhP
BD105,K00074,Benzoate,paaH
BD105,K00114,Cl. alkane and Cl.alkene,exaA
BD105,K00121,Aromatic,frmA
BD105,K00121,Naphthalene,frmA
BD105,K00121,Cytochrome P450,frmA
BD105,K00121,Cl. alkane and Cl.alkene,frmA
BD105,K00128,Cl. alkane and Cl.alkene,ALDH
BD105,K00252,Benzoate,GCDH
BD105,K10680,Nitrotoluene,nemA
BD105,K01061,Toluene,E3.1.1.45
BD105,K01061,Fluorobenzoate,E3.1.1.45
BD105,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD105,K00451,Styrene,HGD
BD105,K00626,Benzoate,ACAT
BD105,K00632,Benzoate,fadA
BD105,K00632,Ethylbenzene,fadA
BD105,K00799,Cytochrome P450,GST
BD105,K01039,Styrene,gctA
BD105,K01040,Styrene,gctB
BD105,K01055,Benzoate,pcaD
BD105,K01055,Aromatic,pcaD
BD105,K01075,Benzoate,E3.1.2.23
BD105,K01426,Aminobenzoate,E3.5.1.4
BD105,K01426,Styrene,E3.5.1.4
BD105,K01428,Atrazine,ureC
BD105,K01429,Atrazine,ureB
BD105,K01430,Atrazine,ureA
BD105,K01457,Atrazine,atzF
BD105,K01501,Styrene,E3.5.5.1
BD105,K01501,Aminobenzoate,E3.5.5.1
BD105,K01607,Benzoate,pcaC
BD105,K01607,Aromatic,pcaC
BD105,K01666,Xylene,mhpE
BD105,K01666,Dioxin,mhpE
BD105,K01666,Benzoate,mhpE
BD105,K01666,Aromatic,mhpE
BD105,K18365,Dioxin,bphI
BD105,K18365,Xylene,bphI
BD105,K18365,Aromatic,bphI
BD105,K18365,Benzoate,bphI
BD105,K01692,Benzoate,paaF
BD105,K01692,Aminobenzoate,paaF
BD105,K01692,Caprolactam,paaF
BD105,K01782,Benzoate,fadJ
BD105,K01782,Caprolactam,fadJ
BD105,K01825,Caprolactam,fadB
BD105,K01825,Benzoate,fadB
BD105,K01800,Styrene,maiA
BD105,K01856,Fluorobenzoate,catB
BD105,K01856,Benzoate,catB
BD105,K01856,Aromatic,catB
BD105,K01856,Cl. cyclohexane and Cl. benzene,catB
BD105,K01856,Toluene,catB
BD105,K01941,Atrazine,uca
BD105,K15983,Steroid,kshB
BD105,K03186,Aromatic,ubiX
BD105,K03186,Aminobenzoate,ubiX
BD105,K03381,Cl. cyclohexane and Cl. benzene,catA
BD105,K03381,Toluene,catA
BD105,K03381,Benzoate,catA
BD105,K03381,Fluorobenzoate,catA
BD105,K03381,Aromatic,catA
BD105,K03464,Aromatic,catC
BD105,K03464,Benzoate,catC
BD105,K05296,Steroid,E1.1.1.51
BD105,K05549,Fluorobenzoate,benA-xylX
BD105,K05549,Aromatic,benA-xylX
BD105,K05549,Xylene,benA-xylX
BD105,K05549,Benzoate,benA-xylX
BD105,K05550,Benzoate,benB-xylY
BD105,K05550,Fluorobenzoate,benB-xylY
BD105,K05550,Xylene,benB-xylY
BD105,K05550,Aromatic,benB-xylY
BD105,K05783,Aromatic,benD-xylL
BD105,K05783,Benzoate,benD-xylL
BD105,K05783,Xylene,benD-xylL
BD105,K05783,Fluorobenzoate,benD-xylL
BD105,K05784,Xylene,benC-xylZ
BD105,K05784,Benzoate,benC-xylZ
BD105,K05784,Aromatic,benC-xylZ
BD105,K05784,Fluorobenzoate,benC-xylZ
BD105,K14581,Nitrotoluene,nahAa
BD105,K14581,Aminobenzoate,nahAa
BD105,K14581,Ethylbenzene,nahAa
BD105,K14581,Naphthalene,nahAa
BD105,K14581,PAH,nahAa
BD105,K14581,Aromatic,nahAa
BD105,K16161,Aromatic,mmoC
BD105,K05898,Steroid,kstD
BD105,K07516,Benzoate,fadN
BD105,K07823,Benzoate,pcaF
BD105,K15982,Steroid,kshA
BD105,K16047,Steroid,hsaA
BD105,K16048,Steroid,hsaB
BD105,K16049,Aromatic,hsaC
BD105,K16049,Steroid,hsaC
BD105,K16050,Aromatic,hsaD
BD105,K16050,Steroid,hsaD
BD105,K16171,Styrene,faaH
BD105,K18364,Aromatic,bphH
BD105,K18364,Dioxin,bphH
BD105,K18364,Xylene,bphH
BD105,K18364,Benzoate,bphH
BD105,K18366,Dioxin,bphJ
BD105,K18366,Benzoate,bphJ
BD105,K18366,Xylene,bphJ
BD105,K18366,Aromatic,bphJ
BD105,K18687,Steroid,fadD3
BD106,K00001,Naphthalene,E1.1.1.1
BD106,K00001,Cytochrome P450,E1.1.1.1
BD106,K00001,Aromatic,E1.1.1.1
BD106,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD106,K13953,Aromatic,adhP
BD106,K13953,Naphthalene,adhP
BD106,K13953,Cytochrome P450,adhP
BD106,K13953,Cl. alkane and Cl.alkene,adhP
BD106,K00074,Benzoate,paaH
BD106,K00114,Cl. alkane and Cl.alkene,exaA
BD106,K00121,Aromatic,frmA
BD106,K00121,Naphthalene,frmA
BD106,K00121,Cytochrome P450,frmA
BD106,K00121,Cl. alkane and Cl.alkene,frmA
BD106,K00128,Cl. alkane and Cl.alkene,ALDH
BD106,K00252,Benzoate,GCDH
BD106,K10680,Nitrotoluene,nemA
BD106,K01061,Toluene,E3.1.1.45
BD106,K01061,Fluorobenzoate,E3.1.1.45
BD106,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD106,K00451,Styrene,HGD
BD106,K00626,Benzoate,ACAT
BD106,K00632,Benzoate,fadA
BD106,K00632,Ethylbenzene,fadA
BD106,K00799,Cytochrome P450,GST
BD106,K01039,Styrene,gctA
BD106,K01040,Styrene,gctB
BD106,K01055,Benzoate,pcaD
BD106,K01055,Aromatic,pcaD
BD106,K01075,Benzoate,E3.1.2.23
BD106,K01426,Aminobenzoate,E3.5.1.4
BD106,K01426,Styrene,E3.5.1.4
BD106,K01428,Atrazine,ureC
BD106,K01429,Atrazine,ureB
BD106,K01430,Atrazine,ureA
BD106,K01457,Atrazine,atzF
BD106,K01501,Styrene,E3.5.5.1
BD106,K01501,Aminobenzoate,E3.5.5.1
BD106,K01607,Benzoate,pcaC
BD106,K01607,Aromatic,pcaC
BD106,K01666,Xylene,mhpE
BD106,K01666,Dioxin,mhpE
BD106,K01666,Benzoate,mhpE
BD106,K01666,Aromatic,mhpE
BD106,K18365,Dioxin,bphI
BD106,K18365,Xylene,bphI
BD106,K18365,Aromatic,bphI
BD106,K18365,Benzoate,bphI
BD106,K01692,Benzoate,paaF
BD106,K01692,Aminobenzoate,paaF
BD106,K01692,Caprolactam,paaF
BD106,K01782,Benzoate,fadJ
BD106,K01782,Caprolactam,fadJ
BD106,K01825,Caprolactam,fadB
BD106,K01825,Benzoate,fadB
BD106,K01800,Styrene,maiA
BD106,K01856,Fluorobenzoate,catB
BD106,K01856,Benzoate,catB
BD106,K01856,Aromatic,catB
BD106,K01856,Cl. cyclohexane and Cl. benzene,catB
BD106,K01856,Toluene,catB
BD106,K01941,Atrazine,uca
BD106,K15983,Steroid,kshB
BD106,K03186,Aromatic,ubiX
BD106,K03186,Aminobenzoate,ubiX
BD106,K03381,Cl. cyclohexane and Cl. benzene,catA
BD106,K03381,Toluene,catA
BD106,K03381,Benzoate,catA
BD106,K03381,Fluorobenzoate,catA
BD106,K03381,Aromatic,catA
BD106,K03464,Aromatic,catC
BD106,K03464,Benzoate,catC
BD106,K05296,Steroid,E1.1.1.51
BD106,K05549,Fluorobenzoate,benA-xylX
BD106,K05549,Aromatic,benA-xylX
BD106,K05549,Xylene,benA-xylX
BD106,K05549,Benzoate,benA-xylX
BD106,K05550,Benzoate,benB-xylY
BD106,K05550,Fluorobenzoate,benB-xylY
BD106,K05550,Xylene,benB-xylY
BD106,K05550,Aromatic,benB-xylY
BD106,K05783,Aromatic,benD-xylL
BD106,K05783,Benzoate,benD-xylL
BD106,K05783,Xylene,benD-xylL
BD106,K05783,Fluorobenzoate,benD-xylL
BD106,K05784,Xylene,benC-xylZ
BD106,K05784,Benzoate,benC-xylZ
BD106,K05784,Aromatic,benC-xylZ
BD106,K05784,Fluorobenzoate,benC-xylZ
BD106,K14581,Nitrotoluene,nahAa
BD106,K14581,Aminobenzoate,nahAa
BD106,K14581,Ethylbenzene,nahAa
BD106,K14581,Naphthalene,nahAa
BD106,K14581,PAH,nahAa
BD106,K14581,Aromatic,nahAa
BD106,K16161,Aromatic,mmoC
BD106,K05898,Steroid,kstD
BD106,K07516,Benzoate,fadN
BD106,K07823,Benzoate,pcaF
BD106,K15982,Steroid,kshA
BD106,K16047,Steroid,hsaA
BD106,K16048,Steroid,hsaB
BD106,K16049,Aromatic,hsaC
BD106,K16049,Steroid,hsaC
BD106,K16050,Aromatic,hsaD
BD106,K16050,Steroid,hsaD
BD106,K16171,Styrene,faaH
BD106,K18364,Aromatic,bphH
BD106,K18364,Dioxin,bphH
BD106,K18364,Xylene,bphH
BD106,K18364,Benzoate,bphH
BD106,K18366,Dioxin,bphJ
BD106,K18366,Benzoate,bphJ
BD106,K18366,Xylene,bphJ
BD106,K18366,Aromatic,bphJ
BD106,K18687,Steroid,fadD3
BD107,K00001,Naphthalene,E1.1.1.1
BD107,K00001,Cytochrome P450,E1.1.1.1
BD107,K00001,Aromatic,E1.1.1.1
BD107,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD107,K13953,Aromatic,adhP
BD107,K13953,Naphthalene,adhP
BD107,K13953,Cytochrome P450,adhP
BD107,K13953,Cl. alkane and Cl.alkene,adhP
BD107,K00074,Benzoate,paaH
BD107,K00114,Cl. alkane and Cl.alkene,exaA
BD107,K00121,Aromatic,frmA
BD107,K00121,Naphthalene,frmA
BD107,K00121,Cytochrome P450,frmA
BD107,K00121,Cl. alkane and Cl.alkene,frmA
BD107,K00128,Cl. alkane and Cl.alkene,ALDH
BD107,K01576,Aminobenzoate,mdlC
BD107,K00252,Benzoate,GCDH
BD107,K10680,Nitrotoluene,nemA
BD107,K01061,Toluene,E3.1.1.45
BD107,K01061,Fluorobenzoate,E3.1.1.45
BD107,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD107,K00451,Styrene,HGD
BD107,K00626,Benzoate,ACAT
BD107,K00632,Benzoate,fadA
BD107,K00632,Ethylbenzene,fadA
BD107,K00799,Cytochrome P450,GST
BD107,K01039,Styrene,gctA
BD107,K01040,Styrene,gctB
BD107,K01055,Benzoate,pcaD
BD107,K01055,Aromatic,pcaD
BD107,K14727,Benzoate,pcaL
BD107,K14727,Aromatic,pcaL
BD107,K01075,Benzoate,E3.1.2.23
BD107,K01426,Aminobenzoate,E3.5.1.4
BD107,K01426,Styrene,E3.5.1.4
BD107,K01428,Atrazine,ureC
BD107,K01429,Atrazine,ureB
BD107,K01430,Atrazine,ureA
BD107,K01457,Atrazine,atzF
BD107,K01501,Styrene,E3.5.5.1
BD107,K01501,Aminobenzoate,E3.5.5.1
BD107,K01607,Benzoate,pcaC
BD107,K01607,Aromatic,pcaC
BD107,K01666,Xylene,mhpE
BD107,K01666,Dioxin,mhpE
BD107,K01666,Benzoate,mhpE
BD107,K01666,Aromatic,mhpE
BD107,K18365,Dioxin,bphI
BD107,K18365,Xylene,bphI
BD107,K18365,Aromatic,bphI
BD107,K18365,Benzoate,bphI
BD107,K01692,Benzoate,paaF
BD107,K01692,Aminobenzoate,paaF
BD107,K01692,Caprolactam,paaF
BD107,K01782,Benzoate,fadJ
BD107,K01782,Caprolactam,fadJ
BD107,K01825,Caprolactam,fadB
BD107,K01825,Benzoate,fadB
BD107,K01800,Styrene,maiA
BD107,K01856,Fluorobenzoate,catB
BD107,K01856,Benzoate,catB
BD107,K01856,Aromatic,catB
BD107,K01856,Cl. cyclohexane and Cl. benzene,catB
BD107,K01856,Toluene,catB
BD107,K01941,Atrazine,uca
BD107,K15983,Steroid,kshB
BD107,K03186,Aromatic,ubiX
BD107,K03186,Aminobenzoate,ubiX
BD107,K03381,Cl. cyclohexane and Cl. benzene,catA
BD107,K03381,Toluene,catA
BD107,K03381,Benzoate,catA
BD107,K03381,Fluorobenzoate,catA
BD107,K03381,Aromatic,catA
BD107,K03464,Aromatic,catC
BD107,K03464,Benzoate,catC
BD107,K05296,Steroid,E1.1.1.51
BD107,K05549,Fluorobenzoate,benA-xylX
BD107,K05549,Aromatic,benA-xylX
BD107,K05549,Xylene,benA-xylX
BD107,K05549,Benzoate,benA-xylX
BD107,K05550,Benzoate,benB-xylY
BD107,K05550,Fluorobenzoate,benB-xylY
BD107,K05550,Xylene,benB-xylY
BD107,K05550,Aromatic,benB-xylY
BD107,K05783,Aromatic,benD-xylL
BD107,K05783,Benzoate,benD-xylL
BD107,K05783,Xylene,benD-xylL
BD107,K05783,Fluorobenzoate,benD-xylL
BD107,K05784,Xylene,benC-xylZ
BD107,K05784,Benzoate,benC-xylZ
BD107,K05784,Aromatic,benC-xylZ
BD107,K05784,Fluorobenzoate,benC-xylZ
BD107,K14581,Nitrotoluene,nahAa
BD107,K14581,Aminobenzoate,nahAa
BD107,K14581,Ethylbenzene,nahAa
BD107,K14581,Naphthalene,nahAa
BD107,K14581,PAH,nahAa
BD107,K14581,Aromatic,nahAa
BD107,K16161,Aromatic,mmoC
BD107,K05898,Steroid,kstD
BD107,K07516,Benzoate,fadN
BD107,K07823,Benzoate,pcaF
BD107,K10679,Nitrotoluene,nfnB
BD107,K15982,Steroid,kshA
BD107,K16047,Steroid,hsaA
BD107,K16048,Steroid,hsaB
BD107,K16049,Aromatic,hsaC
BD107,K16049,Steroid,hsaC
BD107,K16050,Aromatic,hsaD
BD107,K16050,Steroid,hsaD
BD107,K16171,Styrene,faaH
BD107,K18364,Aromatic,bphH
BD107,K18364,Dioxin,bphH
BD107,K18364,Xylene,bphH
BD107,K18364,Benzoate,bphH
BD107,K18366,Dioxin,bphJ
BD107,K18366,Benzoate,bphJ
BD107,K18366,Xylene,bphJ
BD107,K18366,Aromatic,bphJ
BD107,K18687,Steroid,fadD3
BD108,K00001,Naphthalene,E1.1.1.1
BD108,K00001,Cytochrome P450,E1.1.1.1
BD108,K00001,Aromatic,E1.1.1.1
BD108,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD108,K13953,Aromatic,adhP
BD108,K13953,Naphthalene,adhP
BD108,K13953,Cytochrome P450,adhP
BD108,K13953,Cl. alkane and Cl.alkene,adhP
BD108,K00074,Benzoate,paaH
BD108,K00114,Cl. alkane and Cl.alkene,exaA
BD108,K00121,Aromatic,frmA
BD108,K00121,Naphthalene,frmA
BD108,K00121,Cytochrome P450,frmA
BD108,K00121,Cl. alkane and Cl.alkene,frmA
BD108,K00128,Cl. alkane and Cl.alkene,ALDH
BD108,K01576,Aminobenzoate,mdlC
BD108,K00252,Benzoate,GCDH
BD108,K10680,Nitrotoluene,nemA
BD108,K01061,Toluene,E3.1.1.45
BD108,K01061,Fluorobenzoate,E3.1.1.45
BD108,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD108,K00451,Styrene,HGD
BD108,K00626,Benzoate,ACAT
BD108,K00632,Benzoate,fadA
BD108,K00632,Ethylbenzene,fadA
BD108,K00799,Cytochrome P450,GST
BD108,K01039,Styrene,gctA
BD108,K01040,Styrene,gctB
BD108,K01055,Benzoate,pcaD
BD108,K01055,Aromatic,pcaD
BD108,K14727,Benzoate,pcaL
BD108,K14727,Aromatic,pcaL
BD108,K01075,Benzoate,E3.1.2.23
BD108,K01426,Aminobenzoate,E3.5.1.4
BD108,K01426,Styrene,E3.5.1.4
BD108,K01428,Atrazine,ureC
BD108,K01429,Atrazine,ureB
BD108,K01430,Atrazine,ureA
BD108,K01457,Atrazine,atzF
BD108,K01501,Styrene,E3.5.5.1
BD108,K01501,Aminobenzoate,E3.5.5.1
BD108,K01607,Benzoate,pcaC
BD108,K01607,Aromatic,pcaC
BD108,K01666,Xylene,mhpE
BD108,K01666,Dioxin,mhpE
BD108,K01666,Benzoate,mhpE
BD108,K01666,Aromatic,mhpE
BD108,K18365,Dioxin,bphI
BD108,K18365,Xylene,bphI
BD108,K18365,Aromatic,bphI
BD108,K18365,Benzoate,bphI
BD108,K01692,Benzoate,paaF
BD108,K01692,Aminobenzoate,paaF
BD108,K01692,Caprolactam,paaF
BD108,K01782,Benzoate,fadJ
BD108,K01782,Caprolactam,fadJ
BD108,K01825,Caprolactam,fadB
BD108,K01825,Benzoate,fadB
BD108,K01800,Styrene,maiA
BD108,K01856,Fluorobenzoate,catB
BD108,K01856,Benzoate,catB
BD108,K01856,Aromatic,catB
BD108,K01856,Cl. cyclohexane and Cl. benzene,catB
BD108,K01856,Toluene,catB
BD108,K01941,Atrazine,uca
BD108,K15983,Steroid,kshB
BD108,K03186,Aromatic,ubiX
BD108,K03186,Aminobenzoate,ubiX
BD108,K03381,Cl. cyclohexane and Cl. benzene,catA
BD108,K03381,Toluene,catA
BD108,K03381,Benzoate,catA
BD108,K03381,Fluorobenzoate,catA
BD108,K03381,Aromatic,catA
BD108,K03464,Aromatic,catC
BD108,K03464,Benzoate,catC
BD108,K05296,Steroid,E1.1.1.51
BD108,K05549,Fluorobenzoate,benA-xylX
BD108,K05549,Aromatic,benA-xylX
BD108,K05549,Xylene,benA-xylX
BD108,K05549,Benzoate,benA-xylX
BD108,K05550,Benzoate,benB-xylY
BD108,K05550,Fluorobenzoate,benB-xylY
BD108,K05550,Xylene,benB-xylY
BD108,K05550,Aromatic,benB-xylY
BD108,K05783,Aromatic,benD-xylL
BD108,K05783,Benzoate,benD-xylL
BD108,K05783,Xylene,benD-xylL
BD108,K05783,Fluorobenzoate,benD-xylL
BD108,K05784,Xylene,benC-xylZ
BD108,K05784,Benzoate,benC-xylZ
BD108,K05784,Aromatic,benC-xylZ
BD108,K05784,Fluorobenzoate,benC-xylZ
BD108,K14581,Nitrotoluene,nahAa
BD108,K14581,Aminobenzoate,nahAa
BD108,K14581,Ethylbenzene,nahAa
BD108,K14581,Naphthalene,nahAa
BD108,K14581,PAH,nahAa
BD108,K14581,Aromatic,nahAa
BD108,K16161,Aromatic,mmoC
BD108,K05898,Steroid,kstD
BD108,K07516,Benzoate,fadN
BD108,K07823,Benzoate,pcaF
BD108,K10679,Nitrotoluene,nfnB
BD108,K15982,Steroid,kshA
BD108,K16047,Steroid,hsaA
BD108,K16048,Steroid,hsaB
BD108,K16049,Aromatic,hsaC
BD108,K16049,Steroid,hsaC
BD108,K16050,Aromatic,hsaD
BD108,K16050,Steroid,hsaD
BD108,K16171,Styrene,faaH
BD108,K18364,Aromatic,bphH
BD108,K18364,Dioxin,bphH
BD108,K18364,Xylene,bphH
BD108,K18364,Benzoate,bphH
BD108,K18366,Dioxin,bphJ
BD108,K18366,Benzoate,bphJ
BD108,K18366,Xylene,bphJ
BD108,K18366,Aromatic,bphJ
BD108,K18687,Steroid,fadD3
BD117,K00001,Naphthalene,E1.1.1.1
BD117,K00001,Cytochrome P450,E1.1.1.1
BD117,K00001,Aromatic,E1.1.1.1
BD117,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD117,K00074,Benzoate,paaH
BD117,K00128,Cl. alkane and Cl.alkene,ALDH
BD117,K00148,Cl. alkane and Cl.alkene,fdhA
BD117,K00151,Aromatic,hpaE
BD117,K00252,Benzoate,GCDH
BD117,K00529,Aromatic,hcaD
BD117,K22363,Cl. alkane and Cl.alkene,etnE
BD117,K00626,Benzoate,ACAT
BD117,K00632,Benzoate,fadA
BD117,K00632,Ethylbenzene,fadA
BD117,K01061,Toluene,E3.1.1.45
BD117,K01061,Fluorobenzoate,E3.1.1.45
BD117,K01061,Cl. cyclohexane and Cl. benzene,E3.1.1.45
BD117,K01426,Aminobenzoate,E3.5.1.4
BD117,K01426,Styrene,E3.5.1.4
BD117,K01428,Atrazine,ureC
BD117,K01429,Atrazine,ureB
BD117,K14048,Atrazine,ureAB
BD117,K01430,Atrazine,ureA
BD117,K01692,Benzoate,paaF
BD117,K01692,Aminobenzoate,paaF
BD117,K01692,Caprolactam,paaF
BD117,K01782,Benzoate,fadJ
BD117,K01782,Caprolactam,fadJ
BD117,K03380,Toluene,E1.14.13.7
BD117,K03380,Aminobenzoate,E1.14.13.7
BD117,K05710,Aromatic,hcaC
BD117,K10215,Aminobenzoate,ethA
BD117,K10680,Nitrotoluene,nemA
BD117,K13953,Aromatic,adhP
BD117,K13953,Naphthalene,adhP
BD117,K13953,Cytochrome P450,adhP
BD117,K13953,Cl. alkane and Cl.alkene,adhP
BD117,K16045,Steroid,hsd
BD140,K00001,Naphthalene,E1.1.1.1
BD140,K00001,Cytochrome P450,E1.1.1.1
BD140,K00001,Aromatic,E1.1.1.1
BD140,K00001,Cl. alkane and Cl.alkene,E1.1.1.1
BD140,K00074,Benzoate,paaH
BD140,K00121,Aromatic,frmA
BD140,K00121,Naphthalene,frmA
BD140,K00121,Cytochrome P450,frmA
