Sample,ko,cpd,compoundname,genesymbol,referenceAG,compoundclass,enzyme_activity
E7,K00459,C00084,Acetaldehyde,ncd2,PSL,Aliphatic,monooxygenase
E7,K00459,C00088,Nitrite,ncd2,ATSDR,Nitrogen-containing,monooxygenase
E7,K00459,C00088,Nitrite,ncd2,ATSDR,Inorganic,monooxygenase
E7,K00496,C11344,Methyl tert-butyl ether,alkB1_2,PSL,Aliphatic,monooxygenase
E7,K00496,C19275,Nitromethane,alkB1_2,IARC2B,Nitrogen-containing,monooxygenase
E7,K00496,C19275,Nitromethane,alkB1_2,IARC2B,Inorganic,monooxygenase
E7,K00528,C10312,Danthron,fpr,IARC2B,Aromatic,ferredoxin
E7,K00560,C19239,Ethyl methanesulfonate,thyA,IARC2B,Organosulfur,synthase
E7,K00560,C19239,Ethyl methanesulfonate,thyA,IARC2B,Aliphatic,synthase
E7,K00600,C19246,Glycidaldehyde,glyA,IARC2B,Aliphatic,hydroxymethyltransferase
E7,K00606,C00067,Formaldehyde,panB,ATSDR,Aliphatic,hydroxymethyltransferase
E7,K00606,C00067,Formaldehyde,panB,PSL,Aliphatic,hydroxymethyltransferase
E7,K00606,C00067,Formaldehyde,panB,IARC1,Aliphatic,hydroxymethyltransferase
E7,K00620,C15234,Lead nitrate,argJ,EPC,Metal,N-acetyltransferase
E7,K00620,C15234,Lead nitrate,argJ,WFD,Metal,N-acetyltransferase
E7,K00620,C15234,Lead nitrate,argJ,EPC,Inorganic,N-acetyltransferase
E7,K00620,C15234,Lead nitrate,argJ,WFD,Inorganic,N-acetyltransferase
E7,K00620,C15234,Lead nitrate,argJ,EPC,Nitrogen-containing,N-acetyltransferase
E7,K00620,C15234,Lead nitrate,argJ,WFD,Nitrogen-containing,N-acetyltransferase
E7,K00638,C00918,Chloramphenicol,catB,IARC2A,Aromatic,O-acetyltransferase
E7,K00638,C00918,Chloramphenicol,catB,IARC2A,Nitrogen-containing,O-acetyltransferase
E7,K00638,C00918,Chloramphenicol,catB,IARC2A,Chlorinated,O-acetyltransferase
E7,K00652,C18754,Captafol,bioF,IARC2A,Chlorinated,synthase
E7,K00652,C18754,Captafol,bioF,IARC2A,Nitrogen-containing,synthase
E7,K00652,C18754,Captafol,bioF,IARC2A,Sulfur-containing,synthase
E7,K00681,C02227,2-Naphthylamine,ggt,IARC1,Nitrogen-containing,gamma-glutamyltranspeptidase
E7,K00681,C02227,2-Naphthylamine,ggt,IARC1,Polyaromatic,gamma-glutamyltranspeptidase
E7,K00761,C19304,Thiouracil,upp,IARC2B,Nitrogen-containing,phosphoribosyltransferase
E7,K00761,C19304,Thiouracil,upp,IARC2B,Sulfur-containing,phosphoribosyltransferase
E7,K00761,C19304,Thiouracil,upp,IARC2B,Aliphatic,phosphoribosyltransferase
E7,K00789,C07561,Carbon tetrachloride,metK,EPC,Chlorinated,synthetase
E7,K00789,C07561,Carbon tetrachloride,metK,IARC2B,Chlorinated,synthetase
E7,K00789,C07561,Carbon tetrachloride,metK,EPA,Chlorinated,synthetase
E7,K00789,C07561,Carbon tetrachloride,metK,ATSDR,Chlorinated,synthetase
E7,K00789,C07561,Carbon tetrachloride,metK,CONAMA,Chlorinated,synthetase
E7,K00864,C18676,alpha-Chlorohydrin,glpK,IARC2B,Chlorinated,kinase
E7,K00864,C18676,alpha-Chlorohydrin,glpK,IARC2B,Aliphatic,kinase
E7,K00927,C07207,Zalcitabine,PGK,IARC2B,Nitrogen-containing,kinase
E7,K00927,C07316,Sulfasalazine,PGK,IARC2B,Nitrogen-containing,kinase
E7,K00927,C07316,Sulfasalazine,PGK,IARC2B,Sulfur-containing,kinase
E7,K00927,C07316,Sulfasalazine,PGK,IARC2B,Polyaromatic,kinase
E7,K00943,C07210,Zidovudine,tmk,IARC2B,Nitrogen-containing,kinase
E7,K01011,C11906,Sodium arsenite,TST,ATSDR,Inorganic,sulfurtransferase
E7,K01011,C11906,Sodium arsenite,TST,ATSDR,Metal,sulfurtransferase
E7,K01011,C00177,Cyanide ion,TST,ATSDR,Nitrogen-containing,sulfurtransferase
E7,K01011,C00177,Cyanide ion,TST,EPA,Nitrogen-containing,sulfurtransferase
E7,K01011,C00177,Cyanide ion,TST,WFD,Nitrogen-containing,sulfurtransferase
E7,K01011,C00177,Cyanide ion,TST,ATSDR,Inorganic,sulfurtransferase
E7,K01011,C00177,Cyanide ion,TST,EPA,Inorganic,sulfurtransferase
E7,K01011,C00177,Cyanide ion,TST,WFD,Inorganic,sulfurtransferase
E7,K01011,C01755,Thiocyanate,TST,ATSDR,Sulfur-containing,sulfurtransferase
E7,K01011,C01755,Thiocyanate,TST,ATSDR,Nitrogen-containing,sulfurtransferase
E7,K01029,C07313,Streptozocin,scoB,IARC2B,Nitrogen-containing,transferase
E7,K01029,C07313,Streptozocin,scoB,IARC2B,Aliphatic,transferase
E7,K01046,C13701,2-(4-Chlorophenoxy)propionic acid,lip,IARC2B,Aromatic,lipase
E7,K01046,C13701,2-(4-Chlorophenoxy)propionic acid,lip,IARC2B,Chlorinated,lipase
E7,K01046,C14175,Diethyl phthalate,lip,EPA,Aromatic,lipase
E7,K01046,C19309,Vinyl acetate,lip,IARC2B,Aliphatic,lipase
E7,K01058,C08469,Aristolochic acid,pldA,IARC1,Polyaromatic,phospholipase
E7,K01058,C08469,Aristolochic acid,pldA,IARC1,Nitrogen-containing,phospholipase
E7,K01058,C18149,Tributyltin oxide,pldA,EPC,Metal,phospholipase
E7,K01058,C18149,Tributyltin oxide,pldA,WFD,Metal,phospholipase
E7,K01058,C18149,Tributyltin oxide,pldA,EPC,Organometallic,phospholipase
E7,K01058,C18149,Tributyltin oxide,pldA,WFD,Organometallic,phospholipase
E7,K01058,C04317,1-Organyl-2-lyso-sn-glycero-3-phosphocholine,pldA,PSL,Nitrogen-containing,phospholipase
E7,K01058,C04317,1-Organyl-2-lyso-sn-glycero-3-phosphocholine,pldA,PSL,Organophosphorus,phospholipase
E7,K01073,C14322,Chlorpyrifos,E3.1.2.20,EPC,Organophosphorus,hydrolase
E7,K01073,C14322,Chlorpyrifos,E3.1.2.20,WFD,Organophosphorus,hydrolase
E7,K01073,C14322,Chlorpyrifos,E3.1.2.20,ATSDR,Organophosphorus,hydrolase
E7,K01073,C14322,Chlorpyrifos,E3.1.2.20,EPC,Chlorinated,hydrolase
E7,K01073,C14322,Chlorpyrifos,E3.1.2.20,WFD,Chlorinated,hydrolase
E7,K01073,C14322,Chlorpyrifos,E3.1.2.20,ATSDR,Chlorinated,hydrolase
E7,K01113,C00870,4-Nitrophenol,phoD,EPA,Aromatic,phosphatase
E7,K01113,C00870,4-Nitrophenol,phoD,ATSDR,Aromatic,phosphatase
E7,K01113,C00870,4-Nitrophenol,phoD,EPA,Nitrogen-containing,phosphatase
E7,K01113,C00870,4-Nitrophenol,phoD,ATSDR,Nitrogen-containing,phosphatase
E7,K01114,C14449,Epichlorohydrin,plc,IARC2A,Chlorinated,phospholipase
E7,K01114,C14449,Epichlorohydrin,plc,IARC2A,Aliphatic,phospholipase
E7,K01130,C15584,Phenol,atsA,PSL,Aromatic,arylsulfatase
E7,K01255,C19187,para-Aminoazobenzene,CARP,IARC2B,Nitrogen-containing,aminopeptidase
E7,K01255,C19187,para-Aminoazobenzene,CARP,IARC2B,Polyaromatic,aminopeptidase
E7,K01262,C11146,Methylmercury chloride,pepP,IARC2B,Organometallic,aminopeptidase
E7,K01262,C11146,Methylmercury chloride,pepP,EPC,Organometallic,aminopeptidase
E7,K01262,C11146,Methylmercury chloride,pepP,WFD,Organometallic,aminopeptidase
E7,K01262,C11146,Methylmercury chloride,pepP,IARC2B,Chlorinated,aminopeptidase
E7,K01262,C11146,Methylmercury chloride,pepP,EPC,Chlorinated,aminopeptidase
E7,K01262,C11146,Methylmercury chloride,pepP,WFD,Chlorinated,aminopeptidase
E7,K01425,C00014,Ammonia,glsA,PSL,Nitrogen-containing,glutaminase
E7,K01425,C00014,Ammonia,glsA,ATSDR,Nitrogen-containing,glutaminase
E7,K01426,C07591,Phenacetin,E3.5.1.4,IARC2A,Aromatic,amidase
E7,K01426,C07591,Phenacetin,E3.5.1.4,IARC2A,Nitrogen-containing,amidase
E7,K01426,C19238,Ethyl acrylate,E3.5.1.4,IARC2B,Aliphatic,amidase
E7,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Nitrogen-containing,amidase
E7,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Sulfur-containing,amidase
E7,K01426,C19302,Thioacetamide,E3.5.1.4,IARC2B,Aliphatic,amidase
E7,K01426,C00014,Ammonia,E3.5.1.4,PSL,Nitrogen-containing,amidase
E7,K01426,C00014,Ammonia,E3.5.1.4,ATSDR,Nitrogen-containing,amidase
E7,K01426,C01659,Acrylamide,E3.5.1.4,IARC2A,Nitrogen-containing,amidase
E7,K01426,C01659,Acrylamide,E3.5.1.4,IARC2A,Aliphatic,amidase
E7,K01426,C06244,Acetamide,E3.5.1.4,IARC2B,Nitrogen-containing,amidase
E7,K01426,C06244,Acetamide,E3.5.1.4,IARC2B,Aliphatic,amidase
E7,K01428,C00014,Ammonia,ureC,PSL,Nitrogen-containing,urease
E7,K01428,C00014,Ammonia,ureC,ATSDR,Nitrogen-containing,urease
E7,K01429,C00014,Ammonia,ureB,ATSDR,Nitrogen-containing,urease
E7,K01429,C00014,Ammonia,ureB,PSL,Nitrogen-containing,urease
E7,K01430,C00014,Ammonia,ureA,PSL,Nitrogen-containing,urease
E7,K01430,C00014,Ammonia,ureA,ATSDR,Nitrogen-containing,urease
E7,K01434,C13827,Chloroform,pac,CONAMA,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,EPC,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,ATSDR,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,PSL,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,EPA,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,WFD,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,IARC2B,Chlorinated,amidase
E7,K01434,C13827,Chloroform,pac,CONAMA,Aliphatic,amidase
E7,K01434,C13827,Chloroform,pac,EPC,Aliphatic,amidase
E7,K01434,C13827,Chloroform,pac,ATSDR,Aliphatic,amidase
E7,K01434,C13827,Chloroform,pac,PSL,Aliphatic,amidase
E7,K01434,C13827,Chloroform,pac,EPA,Aliphatic,amidase
E7,K01434,C13827,Chloroform,pac,WFD,Aliphatic,amidase
E7,K01434,C13827,Chloroform,pac,IARC2B,Aliphatic,amidase
E7,K01434,C19309,Vinyl acetate,pac,IARC2B,Aliphatic,amidase
E7,K01457,C00014,Ammonia,atzF,PSL,Nitrogen-containing,hydrolase
E7,K01457,C00014,Ammonia,atzF,ATSDR,Nitrogen-containing,hydrolase
E7,K01484,C00014,Ammonia,astB,PSL,Nitrogen-containing,dihydrolase
E7,K01484,C00014,Ammonia,astB,ATSDR,Nitrogen-containing,dihydrolase
E7,K01487,C00014,Ammonia,guaD,PSL,Nitrogen-containing,deaminase
E7,K01487,C00014,Ammonia,guaD,ATSDR,Nitrogen-containing,deaminase
E7,K01494,C00014,Ammonia,dcd,PSL,Nitrogen-containing,deaminase
E7,K01494,C00014,Ammonia,dcd,ATSDR,Nitrogen-containing,deaminase
E7,K01495,C07313,Streptozocin,GCH1,IARC2B,Nitrogen-containing,cyclohydrolase
E7,K01495,C07313,Streptozocin,GCH1,IARC2B,Aliphatic,cyclohydrolase
E7,K01507,C14711,Nickel chloride,ppa,PSL,Metal,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,EPC,Metal,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,WFD,Metal,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,PSL,Inorganic,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,EPC,Inorganic,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,WFD,Inorganic,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,PSL,Chlorinated,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,EPC,Chlorinated,pyrophosphatase
E7,K01507,C14711,Nickel chloride,ppa,WFD,Chlorinated,pyrophosphatase
E7,K01595,C05371,Microcystin LR,ppc,IARC2B,Nitrogen-containing,carboxylase
E7,K01595,C05371,Microcystin LR,ppc,IARC2B,Aromatic,carboxylase
E7,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
E7,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
E7,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
E7,K01599,C11057,"3,4,3',4'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
E7,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
E7,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
E7,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
E7,K01599,C14199,"2,2',5,5'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
E7,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
E7,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
E7,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
E7,K01599,C14202,"2,2',4,4',6,6'-Hexachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
E7,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
E7,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
E7,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
E7,K01599,C14247,"2,2',4,4'-Tetrachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
E7,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,IARC1,Chlorinated,decarboxylase
E7,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,ATSDR,Chlorinated,decarboxylase
E7,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,IARC1,Polyaromatic,decarboxylase
E7,K01599,C18115,"3,4,5,3',4',5'-Hexachlorobiphenyl",hemE,ATSDR,Polyaromatic,decarboxylase
E7,K01624,C17383,Cobaltous sulfate,FBA,IARC2B,Metal,aldolase
E7,K01624,C17383,Cobaltous sulfate,FBA,IARC2B,Inorganic,aldolase
E7,K01657,C00014,Ammonia,trpE,PSL,Nitrogen-containing,synthase
E7,K01657,C00014,Ammonia,trpE,ATSDR,Nitrogen-containing,synthase
E7,K01665,C00014,Ammonia,pabB,PSL,Nitrogen-containing,synthetase
E7,K01665,C00014,Ammonia,pabB,ATSDR,Nitrogen-containing,synthetase
E7,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Nitrogen-containing,carbonic anhydrase
E7,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Sulfur-containing,carbonic anhydrase
E7,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Chlorinated,carbonic anhydrase
E7,K01673,C07041,Hydrochlorothiazide,cynT,IARC2B,Aromatic,carbonic anhydrase
E7,K01673,C07460,Chloraminophenamide,cynT,PSL,Nitrogen-containing,carbonic anhydrase
E7,K01673,C07460,Chloraminophenamide,cynT,PSL,Sulfur-containing,carbonic anhydrase
E7,K01673,C07460,Chloraminophenamide,cynT,PSL,Chlorinated,carbonic anhydrase
E7,K01673,C07460,Chloraminophenamide,cynT,PSL,Aromatic,carbonic anhydrase
E7,K01673,C11172,Simazine,cynT,EPC,Nitrogen-containing,carbonic anhydrase
E7,K01673,C11172,Simazine,cynT,WFD,Nitrogen-containing,carbonic anhydrase
E7,K01673,C11172,Simazine,cynT,EPC,Chlorinated,carbonic anhydrase
E7,K01673,C11172,Simazine,cynT,WFD,Chlorinated,carbonic anhydrase
E7,K01673,C19262,4-Methylimidazole,cynT,IARC2B,Nitrogen-containing,carbonic anhydrase
E7,K01673,C19262,4-Methylimidazole,cynT,IARC2B,Aliphatic,carbonic anhydrase
E7,K01708,C07308,Cacodylate,garD,IARC2B,Inorganic,dehydratase
E7,K01708,C07308,Cacodylate,garD,ATSDR,Inorganic,dehydratase
E7,K01708,C07308,Cacodylate,garD,IARC2B,Metal,dehydratase
E7,K01708,C07308,Cacodylate,garD,ATSDR,Metal,dehydratase
E7,K01737,C00084,Acetaldehyde,queD,IARC2B,Aliphatic,synthase
E7,K01737,C00084,Acetaldehyde,queD,PSL,Aliphatic,synthase
E7,K01737,C00084,Acetaldehyde,queD,IARC1,Aliphatic,synthase
E7,K01744,C00014,Ammonia,aspA,PSL,Nitrogen-containing,ammonia-lyase
E7,K01744,C00014,Ammonia,aspA,ATSDR,Nitrogen-containing,ammonia-lyase
E7,K01745,C19275,Nitromethane,hutH,IARC2B,Nitrogen-containing,ammonia-lyase
E7,K01745,C19275,Nitromethane,hutH,IARC2B,Inorganic,ammonia-lyase
E7,K01745,C00014,Ammonia,hutH,PSL,Nitrogen-containing,ammonia-lyase
E7,K01745,C00014,Ammonia,hutH,ATSDR,Nitrogen-containing,ammonia-lyase
E7,K01749,C15234,Lead nitrate,hemC,EPC,Metal,synthase
E7,K01749,C15234,Lead nitrate,hemC,WFD,Metal,synthase
E7,K01749,C15234,Lead nitrate,hemC,EPC,Inorganic,synthase
E7,K01749,C15234,Lead nitrate,hemC,WFD,Inorganic,synthase
E7,K01749,C15234,Lead nitrate,hemC,EPC,Nitrogen-containing,synthase
E7,K01749,C15234,Lead nitrate,hemC,WFD,Nitrogen-containing,synthase
E7,K01749,C00014,Ammonia,hemC,ATSDR,Nitrogen-containing,synthase
E7,K01749,C00014,Ammonia,hemC,PSL,Nitrogen-containing,synthase
E7,K01752,C00014,Ammonia,E4.3.1.17,PSL,Nitrogen-containing,dehydratase
E7,K01752,C00014,Ammonia,E4.3.1.17,ATSDR,Nitrogen-containing,dehydratase
E7,K01753,C00014,Ammonia,dsdA,PSL,Nitrogen-containing,dehydratase
E7,K01753,C00014,Ammonia,dsdA,ATSDR,Nitrogen-containing,dehydratase
E7,K01754,C00014,Ammonia,E4.3.1.19,PSL,Nitrogen-containing,dehydratase
E7,K01754,C00014,Ammonia,E4.3.1.19,ATSDR,Nitrogen-containing,dehydratase
E7,K01760,C00014,Ammonia,metC,PSL,Nitrogen-containing,lyase
E7,K01760,C00014,Ammonia,metC,ATSDR,Nitrogen-containing,lyase
E7,K01768,C15224,Tributyltin chloride,E4.6.1.1,EPC,Metal,cyclase
E7,K01768,C15224,Tributyltin chloride,E4.6.1.1,WFD,Metal,cyclase
E7,K01768,C15224,Tributyltin chloride,E4.6.1.1,EPC,Organometallic,cyclase
E7,K01768,C15224,Tributyltin chloride,E4.6.1.1,WFD,Organometallic,cyclase
E7,K01779,C17383,Cobaltous sulfate,racD,IARC2B,Metal,racemase
E7,K01779,C17383,Cobaltous sulfate,racD,IARC2B,Inorganic,racemase
E7,K01857,C01163,"3-Carboxy-cis,cis-muconate",pcaB,ATSDR,Aliphatic,cycloisomerase
E7,K01857,C01163,"3-Carboxy-cis,cis-muconate",pcaB,PSL,Aliphatic,cycloisomerase
E7,K01857,C01163,"3-Carboxy-cis,cis-muconate",pcaB,WFD,Aliphatic,cycloisomerase
E7,K01857,C01163,"3-Carboxy-cis,cis-muconate",pcaB,EPC,Aliphatic,cycloisomerase
E7,K01870,C19171,Cobalt,IARS,ATSDR,Metal,synthetase
E7,K01919,C07561,Carbon tetrachloride,gshA,IARC2B,Chlorinated,ligase
E7,K01919,C07561,Carbon tetrachloride,gshA,EPA,Chlorinated,ligase
E7,K01919,C07561,Carbon tetrachloride,gshA,CONAMA,Chlorinated,ligase
E7,K01919,C07561,Carbon tetrachloride,gshA,EPC,Chlorinated,ligase
E7,K01919,C07561,Carbon tetrachloride,gshA,ATSDR,Chlorinated,ligase
E7,K01919,C11146,Methylmercury chloride,gshA,IARC2B,Organometallic,ligase
E7,K01919,C11146,Methylmercury chloride,gshA,EPC,Organometallic,ligase
E7,K01919,C11146,Methylmercury chloride,gshA,WFD,Organometallic,ligase
E7,K01919,C11146,Methylmercury chloride,gshA,IARC2B,Chlorinated,ligase
E7,K01919,C11146,Methylmercury chloride,gshA,EPC,Chlorinated,ligase
E7,K01919,C11146,Methylmercury chloride,gshA,WFD,Chlorinated,ligase
E7,K01919,C19302,Thioacetamide,gshA,IARC2B,Nitrogen-containing,ligase
E7,K01919,C19302,Thioacetamide,gshA,IARC2B,Sulfur-containing,ligase
E7,K01919,C19302,Thioacetamide,gshA,IARC2B,Aliphatic,ligase
E7,K01920,C19302,Thioacetamide,gshB,IARC2B,Nitrogen-containing,synthase
E7,K01920,C19302,Thioacetamide,gshB,IARC2B,Sulfur-containing,synthase
E7,K01920,C19302,Thioacetamide,gshB,IARC2B,Aliphatic,synthase
E7,K01937,C00014,Ammonia,pyrG,PSL,Nitrogen-containing,synthase
E7,K01937,C00014,Ammonia,pyrG,ATSDR,Nitrogen-containing,synthase
E7,K01951,C00014,Ammonia,guaA,PSL,Nitrogen-containing,synthase
E7,K01951,C00014,Ammonia,guaA,ATSDR,Nitrogen-containing,synthase
E7,K01955,C00014,Ammonia,carB,PSL,Nitrogen-containing,synthase
E7,K01955,C00014,Ammonia,carB,ATSDR,Nitrogen-containing,synthase
E7,K01956,C00014,Ammonia,carA,PSL,Nitrogen-containing,synthase
E7,K01956,C00014,Ammonia,carA,ATSDR,Nitrogen-containing,synthase
E7,K01961,C11371,Nafenopin,accC,IARC2B,Polyaromatic,carboxylase
E7,K01962,C11371,Nafenopin,accA,IARC2B,Polyaromatic,carboxylase
E7,K01963,C11371,Nafenopin,accD,IARC2B,Polyaromatic,carboxylase
E7,K02111,C15224,Tributyltin chloride,ATPF1A,WFD,Metal,ATPase
E7,K02111,C15224,Tributyltin chloride,ATPF1A,EPC,Metal,ATPase
E7,K02111,C15224,Tributyltin chloride,ATPF1A,WFD,Organometallic,ATPase
E7,K02111,C15224,Tributyltin chloride,ATPF1A,EPC,Organometallic,ATPase
E7,K02112,C15224,Tributyltin chloride,ATPF1B,EPC,Metal,ATPase
E7,K02112,C15224,Tributyltin chloride,ATPF1B,WFD,Metal,ATPase
E7,K02112,C15224,Tributyltin chloride,ATPF1B,EPC,Organometallic,ATPase
E7,K02112,C15224,Tributyltin chloride,ATPF1B,WFD,Organometallic,ATPase
E7,K02437,C00014,Ammonia,gcvH,PSL,Nitrogen-containing,glycine cleavage system
E7,K02437,C00014,Ammonia,gcvH,ATSDR,Nitrogen-containing,glycine cleavage system
E7,K02469,C01553,Amsacrine,gyrA,IARC2B,Polyaromatic,gyrase
E7,K02469,C01553,Amsacrine,gyrA,IARC2B,Nitrogen-containing,gyrase
E7,K02469,C01553,Amsacrine,gyrA,IARC2B,Sulfur-containing,gyrase
E7,K02470,C01553,Amsacrine,gyrB,IARC2B,Polyaromatic,gyrase
E7,K02470,C01553,Amsacrine,gyrB,IARC2B,Nitrogen-containing,gyrase
E7,K02470,C01553,Amsacrine,gyrB,IARC2B,Sulfur-containing,gyrase
E7,K02501,C00014,Ammonia,hisH,ATSDR,Nitrogen-containing,synthase
E7,K02501,C00014,Ammonia,hisH,PSL,Nitrogen-containing,synthase
E7,K02621,C01553,Amsacrine,parC,IARC2B,Polyaromatic,topoisomerase
E7,K02621,C01553,Amsacrine,parC,IARC2B,Nitrogen-containing,topoisomerase
E7,K02621,C01553,Amsacrine,parC,IARC2B,Sulfur-containing,topoisomerase
E7,K02622,C01553,Amsacrine,parE,IARC2B,Polyaromatic,topoisomerase
E7,K02622,C01553,Amsacrine,parE,IARC2B,Nitrogen-containing,topoisomerase
E7,K02622,C01553,Amsacrine,parE,IARC2B,Sulfur-containing,topoisomerase
E7,K03147,C00237,CO,thiC,ATSDR,Inorganic,synthase
E7,K03153,C14449,Epichlorohydrin,thiO,IARC2A,Chlorinated,oxidase
E7,K03153,C14449,Epichlorohydrin,thiO,IARC2A,Aliphatic,oxidase
E7,K03153,C00014,Ammonia,thiO,PSL,Nitrogen-containing,oxidase
E7,K03153,C00014,Ammonia,thiO,ATSDR,Nitrogen-containing,oxidase
E7,K03168,C01553,Amsacrine,topA,IARC2B,Polyaromatic,topoisomerase
E7,K03168,C01553,Amsacrine,topA,IARC2B,Nitrogen-containing,topoisomerase
E7,K03168,C01553,Amsacrine,topA,IARC2B,Sulfur-containing,topoisomerase
E7,K03333,C13884,Strontium cation,choD,ATSDR,Metal,oxidase
E7,K03381,C14219,2-Chlorophenol,catA,CONAMA,Aromatic,dioxygenase
E7,K03381,C14219,2-Chlorophenol,catA,EPA,Aromatic,dioxygenase
E7,K03381,C14219,2-Chlorophenol,catA,ATSDR,Aromatic,dioxygenase
E7,K03381,C14219,2-Chlorophenol,catA,CONAMA,Chlorinated,dioxygenase
E7,K03381,C14219,2-Chlorophenol,catA,EPA,Chlorinated,dioxygenase
E7,K03381,C14219,2-Chlorophenol,catA,ATSDR,Chlorinated,dioxygenase
E7,K03381,C00090,Catechol,catA,WFD,Aromatic,dioxygenase
E7,K03381,C00090,Catechol,catA,PSL,Aromatic,dioxygenase
E7,K03381,C00090,Catechol,catA,EPC,Aromatic,dioxygenase
E7,K03381,C00090,Catechol,catA,IARC2B,Aromatic,dioxygenase
E7,K03381,C00090,Catechol,catA,ATSDR,Aromatic,dioxygenase
E7,K03386,C19359,Chloramine,PRDX2_4,PSL,Nitrogen-containing,peroxiredoxin
E7,K03386,C19359,Chloramine,PRDX2_4,PSL,Chlorinated,peroxiredoxin
E7,K03564,C19359,Chloramine,BCP,PSL,Nitrogen-containing,peroxiredoxin
E7,K03564,C19359,Chloramine,BCP,PSL,Chlorinated,peroxiredoxin
E7,K03594,C19217,"N,N'-Diacetylbenzidine",bfr,IARC2B,Nitrogen-containing,bacterioferritin
E7,K03594,C19217,"N,N'-Diacetylbenzidine",bfr,IARC2B,Polyaromatic,bacterioferritin
E7,K03652,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine,MPG,IARC2A,Nitrogen-containing,glycosylase
E7,K03652,C14592,N-Methyl-N'-nitro-N-nitrosoguanidine,MPG,IARC2A,Inorganic,glycosylase
E7,K03707,C00014,Ammonia,tenA,PSL,Nitrogen-containing,thiaminase
E7,K03707,C00014,Ammonia,tenA,ATSDR,Nitrogen-containing,thiaminase
E7,K03735,C00014,Ammonia,eutB,PSL,Nitrogen-containing,ammonia-lyase
E7,K03735,C00014,Ammonia,eutB,ATSDR,Nitrogen-containing,ammonia-lyase
E7,K03735,C00084,Acetaldehyde,eutB,IARC1,Aliphatic,ammonia-lyase
E7,K03735,C00084,Acetaldehyde,eutB,PSL,Aliphatic,ammonia-lyase
E7,K03735,C00084,Acetaldehyde,eutB,IARC2B,Aliphatic,ammonia-lyase
E7,K03736,C00014,Ammonia,eutC,PSL,Nitrogen-containing,ammonia-lyase
E7,K03736,C00014,Ammonia,eutC,ATSDR,Nitrogen-containing,ammonia-lyase
E7,K03736,C00084,Acetaldehyde,eutC,IARC2B,Aliphatic,ammonia-lyase
E7,K03736,C00084,Acetaldehyde,eutC,IARC1,Aliphatic,ammonia-lyase
E7,K03736,C00084,Acetaldehyde,eutC,PSL,Aliphatic,ammonia-lyase
