Sample,ko,Gene,Pathway,compound_pathway
BD5,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD5,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD5,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD5,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD5,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD5,K03644,lipA,D_PET,Polymers
BD5,K03644,lipA,D_PCL,Polymers
BD5,K03644,lipA,D_PBSA,Polymers
BD5,K03801,lipB,D_PET,Polymers
BD5,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD5,K05710,isoC,B_Isoprene_degradation,Alkenes
BD5,K05710,xamoC,B_Propene_degradation,Alkenes
BD5,K05710,andAb,C_Anthranilate_degradation,Aromatics
BD5,K05710,bedB,C_Benzene_degradation,Aromatics
BD5,K05710,bphAc,C_Biphenyl_degradation,Aromatics
BD5,K05710,doxA,C_Naphthalene_degradation,Aromatics
BD5,K05710,doxA,C_Dibenzothiophene_degradation,Aromatics
BD5,K05710,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD5,K05710,tmoC,C_Toluene_degradation,Aromatics
BD5,K05710,todB,C_Toluene_degradation,Aromatics
BD5,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD5,K10215,almA,A_Terminal/biterminal_oxidation,Alkanes
BD5,K10215,BVMO,A_Subterminal_oxidation,Alkanes
BD5,K10804,est,D_PU,Polymers
BD5,K10804,est,D_PET,Polymers
BD5,K10804,est,D_PBSA,Polymers
BD5,K10804,est,D_PCL,Polymers
BD5,K10804,est,D_PBAT,Polymers
BD5,K10804,est,D_PLA,Polymers
BD5,K22250,phaY2,D_PHB,Polymers
BD5,K22250,phaY2,D_PHA,Polymers
BD5,K22250,phaZ,D_P4HB,Polymers
BD5,K22250,phaZ,D_PEA,Polymers
BD5,K22250,phaZ,D_P3HP,Polymers
BD5,K22250,phaZ,D_PHBV,Polymers
BD5,K22250,phaZ,D_PHO,Polymers
BD5,K22250,phaZ,D_PPL,Polymers
BD5,K22250,phaZ,D_PHB,Polymers
BD5,K22250,phaZ,D_PHA,Polymers
BD5,K22250,phaZ,D_PHPV,Polymers
BD5,K22250,phaZ,D_PCL,Polymers
BD5,K22250,phaZ,D_PES,Polymers
BD5,K22250,phaZ1,D_PHA,Polymers
BD5,K22250,phaZ1,D_PHB,Polymers
BD5,K22250,phaZ2,D_PHB,Polymers
BD5,K22250,phaZ2,D_PHA,Polymers
BD5,K22250,phaZ3,D_PHB,Polymers
BD5,K22250,phaZ3,D_PHA,Polymers
BD5,K00151,praB,C_Protocatechuate_degradation,Aromatics
BD5,K00632,pcaF,C_Catechol_degradation,Aromatics
BD5,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD5,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD5,K06133,ffp,E_Fengacyn,Biosurfactant
BD5,K06133,sfp,E_Surfactin,Biosurfactant
BD8,K00108,alkJ_adh,A_Auxiliar_alkane_gene,Alkanes
BD8,K00108,pegA,D_PEG,Polymers
BD8,K00151,praB,C_Protocatechuate_degradation,Aromatics
BD8,K00382,xecC,B_Propene_degradation,Alkenes
BD8,K00448,pcaG,C_Protocatechuate_degradation,Aromatics
BD8,K00449,pcaH,C_Protocatechuate_degradation,Aromatics
BD8,K00528,xamoF,B_Propene_degradation,Alkenes
BD8,K00528,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD8,K00528,tphA1I,C_Terephthalate_degradation,Aromatics
BD8,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD8,K00549,xecA,B_Propene_degradation,Alkenes
BD8,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD8,K00645,ituD,E_Iturin,Biosurfactant
BD8,K00661,at,E_Sophorolipids,Biosurfactant
BD8,K01031,pcaI,C_Protocatechuate_degradation,Aromatics
BD8,K01046,estA,D_PBAT,Polymers
BD8,K01046,FB4_0780,D_PBAT,Polymers
BD8,K01046,lip,D_PU,Polymers
BD8,K01046,lip,D_PET,Polymers
BD8,K01046,lipA,D_PET,Polymers
BD8,K01046,lipA,D_PCL,Polymers
BD8,K01046,lipA,D_PBSA,Polymers
BD8,K01046,plaA,D_PLA,Polymers
BD8,K01046,plaM4,D_PBS,Polymers
BD8,K01046,plaM4,D_PES,Polymers
BD8,K01046,plaM4,D_PHA,Polymers
BD8,K01046,plaM4,D_PBSA,Polymers
BD8,K01046,plaM4,D_PCL,Polymers
BD8,K01046,plaM4,D_PHB,Polymers
BD8,K01046,plaM4,D_PLA,Polymers
BD8,K01046,plaM5,D_PLA,Polymers
BD8,K01104,wzb,E_Emulsan,Biosurfactant
BD8,K01426,NFA_28320,D_Nylon,Polymers
BD8,K01426,nylA,D_Nylon,Polymers
BD8,K01465,benC,C_Benzoate_degradation,Aromatics
BD8,K01649,xylK,C_Catechol_degradation,Aromatics
BD8,K01857,pcaB,C_Protocatechuate_degradation,Aromatics
BD8,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD8,K02364,ppsE,E_Plipastatin,Biosurfactant
BD8,K03644,lipA,D_PET,Polymers
BD8,K03644,lipA,D_PCL,Polymers
BD8,K03644,lipA,D_PBSA,Polymers
BD8,K03801,lipB,D_PET,Polymers
BD8,K03929,CLOSTHATH_07193,D_PBAT,Polymers
BD8,K03929,estC,D_PLA,Polymers
BD8,K03929,estC,D_PBSA,Polymers
BD8,K03929,pnbA,D_PET,Polymers
BD8,K03929,pudA,D_PU,Polymers
BD8,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD8,K06999,est,D_PU,Polymers
BD8,K06999,est,D_PET,Polymers
BD8,K06999,est,D_PBSA,Polymers
BD8,K06999,est,D_PCL,Polymers
BD8,K06999,est,D_PBAT,Polymers
BD8,K06999,est,D_PLA,Polymers
BD8,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD8,K20423,sdgA,C_Salicylate_degradation,Aromatics
BD8,K00632,pcaF,C_Catechol_degradation,Aromatics
BD8,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD8,K01032,pcaJ,C_Protocatechuate_degradation,Aromatics
BD8,K01032,pcaJ,C_Catechol_degradation,Aromatics
BD8,K14727,pcaD,C_Catechol_degradation,Aromatics
BD8,K14727,pcaD,C_Protocatechuate_degradation,Aromatics
BD120,K00019,hbd,D_PHBV,Polymers
BD120,K00019,hbd,D_PHA,Polymers
BD120,K00019,hbd,D_P3HV,Polymers
BD120,K00104,pchF,C_Toluene_degradation,Aromatics
BD120,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD120,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD120,K00128,dpgC,C_Toluene_degradation,Aromatics
BD120,K00128,mdlD,C_Toluene_degradation,Aromatics
BD120,K00128,pchA,C_Toluene_degradation,Aromatics
BD120,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD120,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD120,K00128,pegC,D_PEG,Polymers
BD120,K21802,ntnC,C_Toluene_degradation,Aromatics
BD120,K21802,pchA,C_Toluene_degradation,Aromatics
BD120,K21802,xylC,C_Toluene_degradation,Aromatics
BD120,K21802,xylC,C_Dimethylbenzene,Aromatics
BD120,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD120,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD120,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD120,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD120,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD120,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD120,K00363,bedB,C_Benzene_degradation,Aromatics
BD120,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD120,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD120,K00363,todB,C_Toluene_degradation,Aromatics
BD120,K00382,xecC,B_Propene_degradation,Alkenes
BD120,K00483,hpaB,C_4-Hydroxyphenylacetate_degradation,Aromatics
BD120,K00483,hpaH,C_Anthranilate_degradation,Aromatics
BD120,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD120,K00549,xecA,B_Propene_degradation,Alkenes
BD120,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD120,K00632,pcaF,C_Catechol_degradation,Aromatics
BD120,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD120,K00661,at,E_Sophorolipids,Biosurfactant
BD120,K00645,ituD,E_Iturin,Biosurfactant
BD120,K15327,ituD,E_Iturin,Biosurfactant
BD120,K15329,ituD,E_Iturin,Biosurfactant
BD120,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD120,K01046,estA,D_PBAT,Polymers
BD120,K01046,FB4_0780,D_PBAT,Polymers
BD120,K01046,lip,D_PU,Polymers
BD120,K01046,lip,D_PET,Polymers
BD120,K01046,lipA,D_PET,Polymers
BD120,K01046,lipA,D_PCL,Polymers
BD120,K01046,lipA,D_PBSA,Polymers
BD120,K01046,plaA,D_PLA,Polymers
BD120,K01046,plaM4,D_PBS,Polymers
BD120,K01046,plaM4,D_PES,Polymers
BD120,K01046,plaM4,D_PHA,Polymers
BD120,K01046,plaM4,D_PBSA,Polymers
BD120,K01046,plaM4,D_PCL,Polymers
BD120,K01046,plaM4,D_PHB,Polymers
BD120,K01046,plaM4,D_PLA,Polymers
BD120,K01046,plaM5,D_PLA,Polymers
BD120,K01104,wzb,E_Emulsan,Biosurfactant
BD120,K01200,pulA,D_PU,Polymers
BD120,K01259,pcaD,C_Catechol_degradation,Aromatics
BD120,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD120,K01342,SUBB_LEDLE,D_PLA,Polymers
BD120,K01342,subC,D_PLA,Polymers
BD120,K01342,SUBS_LEDLE,D_PLA,Polymers
BD120,K13277,subC,D_PLA,Polymers
BD120,K01465,benC,C_Benzoate_degradation,Aromatics
BD120,K01649,xylK,C_Catechol_degradation,Aromatics
BD120,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD120,K01821,xylH,C_Catechol_degradation,Aromatics
BD120,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD120,K02364,ppsE,E_Plipastatin,Biosurfactant
BD120,K15656,ppsE,E_Plipastatin,Biosurfactant
BD120,K15668,ppsE,E_Plipastatin,Biosurfactant
BD120,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD120,K02823,isoF,B_Isoprene_degradation,Alkenes
BD120,K02823,xamoF,B_Propene_degradation,Alkenes
BD120,K02823,antC,C_Anthranilate_degradation,Aromatics
BD120,K02823,benC,C_Benzoate_degradation,Aromatics
BD120,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD120,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD120,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD120,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD120,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD120,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD120,K03644,lipA,D_PET,Polymers
BD120,K03644,lipA,D_PCL,Polymers
BD120,K03644,lipA,D_PBSA,Polymers
BD120,K03929,CLOSTHATH_07193,D_PBAT,Polymers
BD120,K03929,estC,D_PLA,Polymers
BD120,K03929,estC,D_PBSA,Polymers
BD120,K03929,pnbA,D_PET,Polymers
BD120,K03929,pudA,D_PU,Polymers
BD120,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD120,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD120,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD120,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD120,K15765,isoF,B_Isoprene_degradation,Alkenes
BD120,K15765,xamoF,B_Propene_degradation,Alkenes
BD120,K06133,ffp,E_Fengacyn,Biosurfactant
BD120,K06133,sfp,E_Surfactin,Biosurfactant
BD120,K06999,est,D_PU,Polymers
BD120,K06999,est,D_PET,Polymers
BD120,K06999,est,D_PBSA,Polymers
BD120,K06999,est,D_PCL,Polymers
BD120,K06999,est,D_PBAT,Polymers
BD120,K06999,est,D_PLA,Polymers
BD120,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD120,K15654,srfAA,E_Surfactin,Biosurfactant
BD120,K15654,srfAB,E_Surfactin,Biosurfactant
BD120,K15655,srfAA,E_Surfactin,Biosurfactant
BD120,K15655,srfAB,E_Surfactin,Biosurfactant
BD120,K16119,srfAA,E_Surfactin,Biosurfactant
BD120,K16120,srfAB,E_Surfactin,Biosurfactant
BD120,K15661,ituA,E_Iturin,Biosurfactant
BD120,K15661,mycA,E_Mycosubtilin,Biosurfactant
BD120,K15664,ppsA,E_Plipastatin,Biosurfactant
BD120,K15664,ppsC,E_Plipastatin,Biosurfactant
BD120,K15664,ppsD,E_Plipastatin,Biosurfactant
BD120,K15666,ppsA,E_Plipastatin,Biosurfactant
BD120,K15666,ppsC,E_Plipastatin,Biosurfactant
BD120,K15666,ppsD,E_Plipastatin,Biosurfactant
BD120,K15667,ppsA,E_Plipastatin,Biosurfactant
BD120,K15667,ppsC,E_Plipastatin,Biosurfactant
BD120,K15667,ppsD,E_Plipastatin,Biosurfactant
BD120,K15665,ppsB,E_Plipastatin,Biosurfactant
BD120,K17763,BAY15_3292,D_PVA,Polymers
BD120,K17828,benC,C_Benzoate_degradation,Aromatics
BD120,K19707,pcaD,C_Catechol_degradation,Aromatics
BD120,K19707,pcaD,C_Protocatechuate_degradation,Aromatics
BD121,K00104,pchF,C_Toluene_degradation,Aromatics
BD121,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD121,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD121,K00128,dpgC,C_Toluene_degradation,Aromatics
BD121,K00128,mdlD,C_Toluene_degradation,Aromatics
BD121,K00128,pchA,C_Toluene_degradation,Aromatics
BD121,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD121,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD121,K00128,pegC,D_PEG,Polymers
BD121,K21802,ntnC,C_Toluene_degradation,Aromatics
BD121,K21802,pchA,C_Toluene_degradation,Aromatics
BD121,K21802,xylC,C_Toluene_degradation,Aromatics
BD121,K21802,xylC,C_Dimethylbenzene,Aromatics
BD121,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD121,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD121,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD121,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD121,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD121,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD121,K00363,bedB,C_Benzene_degradation,Aromatics
BD121,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD121,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD121,K00363,todB,C_Toluene_degradation,Aromatics
BD121,K00382,xecC,B_Propene_degradation,Alkenes
BD121,K00455,praA,C_Protocatechuate_degradation,Aromatics
BD121,K00481,pobA,C_Toluene_degradation,Aromatics
BD121,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD121,K00549,xecA,B_Propene_degradation,Alkenes
BD121,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD121,K00632,pcaF,C_Catechol_degradation,Aromatics
BD121,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD121,K00645,ituD,E_Iturin,Biosurfactant
BD121,K00661,at,E_Sophorolipids,Biosurfactant
BD121,K01046,estA,D_PBAT,Polymers
BD121,K01046,FB4_0780,D_PBAT,Polymers
BD121,K01046,lip,D_PU,Polymers
BD121,K01046,lip,D_PET,Polymers
BD121,K01046,lipA,D_PET,Polymers
BD121,K01046,lipA,D_PCL,Polymers
BD121,K01046,lipA,D_PBSA,Polymers
BD121,K01046,plaA,D_PLA,Polymers
BD121,K01046,plaM4,D_PBS,Polymers
BD121,K01046,plaM4,D_PES,Polymers
BD121,K01046,plaM4,D_PHA,Polymers
BD121,K01046,plaM4,D_PBSA,Polymers
BD121,K01046,plaM4,D_PCL,Polymers
BD121,K01046,plaM4,D_PHB,Polymers
BD121,K01046,plaM4,D_PLA,Polymers
BD121,K01046,plaM5,D_PLA,Polymers
BD121,K01104,wzb,E_Emulsan,Biosurfactant
BD121,K01183,chi25,D_PCL,Polymers
BD121,K01200,pulA,D_PU,Polymers
BD121,K01342,SUBB_LEDLE,D_PLA,Polymers
BD121,K01342,subC,D_PLA,Polymers
BD121,K01342,SUBS_LEDLE,D_PLA,Polymers
BD121,K13277,subC,D_PLA,Polymers
BD121,K01426,NFA_28320,D_Nylon,Polymers
BD121,K01426,nylA,D_Nylon,Polymers
BD121,K01465,benC,C_Benzoate_degradation,Aromatics
BD121,K01617,praD,C_Protocatechuate_degradation,Aromatics
BD121,K01617,xylI,C_Catechol_degradation,Aromatics
BD121,K01617,xylJ,C_Catechol_degradation,Aromatics
BD121,K01649,xylK,C_Catechol_degradation,Aromatics
BD121,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD121,K01821,xylH,C_Catechol_degradation,Aromatics
BD121,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD121,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD121,K02823,isoF,B_Isoprene_degradation,Alkenes
BD121,K02823,xamoF,B_Propene_degradation,Alkenes
BD121,K02823,antC,C_Anthranilate_degradation,Aromatics
BD121,K02823,benC,C_Benzoate_degradation,Aromatics
BD121,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD121,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD121,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD121,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD121,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD121,K03392,praH,C_Protocatechuate_degradation,Aromatics
BD121,K03392,proH,C_Protocatechuate_degradation,Aromatics
BD121,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD121,K03644,lipA,D_PET,Polymers
BD121,K03644,lipA,D_PCL,Polymers
BD121,K03644,lipA,D_PBSA,Polymers
BD121,K03929,CLOSTHATH_07193,D_PBAT,Polymers
BD121,K03929,estC,D_PLA,Polymers
BD121,K03929,estC,D_PBSA,Polymers
BD121,K03929,pnbA,D_PET,Polymers
BD121,K03929,pudA,D_PU,Polymers
BD121,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD121,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD121,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD121,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD121,K15765,isoF,B_Isoprene_degradation,Alkenes
BD121,K15765,xamoF,B_Propene_degradation,Alkenes
BD121,K06133,ffp,E_Fengacyn,Biosurfactant
BD121,K06133,sfp,E_Surfactin,Biosurfactant
BD121,K06999,est,D_PU,Polymers
BD121,K06999,est,D_PET,Polymers
BD121,K06999,est,D_PBSA,Polymers
BD121,K06999,est,D_PCL,Polymers
BD121,K06999,est,D_PBAT,Polymers
BD121,K06999,est,D_PLA,Polymers
BD121,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD121,K10217,praB,C_Protocatechuate_degradation,Aromatics
BD121,K10217,xylG,C_Catechol_degradation,Aromatics
BD121,K10218,proA,C_Protocatechuate_degradation,Aromatics
BD121,K15654,srfAA,E_Surfactin,Biosurfactant
BD121,K15654,srfAB,E_Surfactin,Biosurfactant
BD121,K15655,srfAA,E_Surfactin,Biosurfactant
BD121,K15655,srfAB,E_Surfactin,Biosurfactant
BD121,K16119,srfAA,E_Surfactin,Biosurfactant
BD121,K16120,srfAB,E_Surfactin,Biosurfactant
BD121,K15656,ppsE,E_Plipastatin,Biosurfactant
BD121,K15668,ppsE,E_Plipastatin,Biosurfactant
BD121,K15664,ppsA,E_Plipastatin,Biosurfactant
BD121,K15664,ppsC,E_Plipastatin,Biosurfactant
BD121,K15664,ppsD,E_Plipastatin,Biosurfactant
BD121,K15666,ppsA,E_Plipastatin,Biosurfactant
BD121,K15666,ppsC,E_Plipastatin,Biosurfactant
BD121,K15666,ppsD,E_Plipastatin,Biosurfactant
BD121,K15667,ppsA,E_Plipastatin,Biosurfactant
BD121,K15667,ppsC,E_Plipastatin,Biosurfactant
BD121,K15667,ppsD,E_Plipastatin,Biosurfactant
BD121,K15665,ppsB,E_Plipastatin,Biosurfactant
BD121,K17763,BAY15_3292,D_PVA,Polymers
BD121,K17828,benC,C_Benzoate_degradation,Aromatics
BD121,K22024,tphB,C_Terephthalate_degradation,Aromatics
BD126,K00019,hbd,D_PHBV,Polymers
BD126,K00019,hbd,D_PHA,Polymers
BD126,K00019,hbd,D_P3HV,Polymers
BD126,K00104,pchF,C_Toluene_degradation,Aromatics
BD126,K00128,alkH_ald,A_Auxiliar_alkane_gene,Alkanes
BD126,K00128,mpdC,B_2-methylpropene_degradation,Alkenes
BD126,K00128,dpgC,C_Toluene_degradation,Aromatics
BD126,K00128,mdlD,C_Toluene_degradation,Aromatics
BD126,K00128,pchA,C_Toluene_degradation,Aromatics
BD126,K00128,phdK,C_Phenanthrene_degradation,Aromatics
BD126,K00128,praB,C_Protocatechuate_degradation,Aromatics
BD126,K00128,pegC,D_PEG,Polymers
BD126,K21802,ntnC,C_Toluene_degradation,Aromatics
BD126,K21802,pchA,C_Toluene_degradation,Aromatics
BD126,K21802,xylC,C_Toluene_degradation,Aromatics
BD126,K21802,xylC,C_Dimethylbenzene,Aromatics
BD126,K00219,abmA,C_Anthranilate_degradation,Aromatics
BD126,K00354,abmA,C_Anthranilate_degradation,Aromatics
BD126,K00362,alkT_rubB_rdxR,A_Terminal/biterminal_oxidation,Alkanes
BD126,K00362,andAa,C_Anthranilate_degradation,Aromatics
BD126,K00362,padAd1,C_Phthalate_degradation,Aromatics
BD126,K00363,andAb,C_Anthranilate_degradation,Aromatics
BD126,K00363,bedB,C_Benzene_degradation,Aromatics
BD126,K00363,bphAc,C_Biphenyl_degradation,Aromatics
BD126,K00363,nagAb,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD126,K00363,todB,C_Toluene_degradation,Aromatics
BD126,K00382,xecC,B_Propene_degradation,Alkenes
BD126,K00483,hpaB,C_4-Hydroxyphenylacetate_degradation,Aromatics
BD126,K00483,hpaH,C_Anthranilate_degradation,Aromatics
BD126,K00549,etnE,B_Ethene_and_chloroethene_degradation,Alkenes
BD126,K00549,xecA,B_Propene_degradation,Alkenes
BD126,K00627,bphD,C_Biphenyl_degradation,Aromatics
BD126,K00632,pcaF,C_Catechol_degradation,Aromatics
BD126,K00632,pcaF,C_Protocatechuate_degradation,Aromatics
BD126,K00661,at,E_Sophorolipids,Biosurfactant
BD126,K00645,ituD,E_Iturin,Biosurfactant
BD126,K15327,ituD,E_Iturin,Biosurfactant
BD126,K15329,ituD,E_Iturin,Biosurfactant
BD126,K01028,pcaI,C_Protocatechuate_degradation,Aromatics
BD126,K01046,estA,D_PBAT,Polymers
BD126,K01046,FB4_0780,D_PBAT,Polymers
BD126,K01046,lip,D_PU,Polymers
BD126,K01046,lip,D_PET,Polymers
BD126,K01046,lipA,D_PET,Polymers
BD126,K01046,lipA,D_PCL,Polymers
BD126,K01046,lipA,D_PBSA,Polymers
BD126,K01046,plaA,D_PLA,Polymers
BD126,K01046,plaM4,D_PBS,Polymers
BD126,K01046,plaM4,D_PES,Polymers
BD126,K01046,plaM4,D_PHA,Polymers
BD126,K01046,plaM4,D_PBSA,Polymers
BD126,K01046,plaM4,D_PCL,Polymers
BD126,K01046,plaM4,D_PHB,Polymers
BD126,K01046,plaM4,D_PLA,Polymers
BD126,K01046,plaM5,D_PLA,Polymers
BD126,K01104,wzb,E_Emulsan,Biosurfactant
BD126,K01200,pulA,D_PU,Polymers
BD126,K01259,pcaD,C_Catechol_degradation,Aromatics
BD126,K01259,pcaD,C_Protocatechuate_degradation,Aromatics
BD126,K01342,SUBB_LEDLE,D_PLA,Polymers
BD126,K01342,subC,D_PLA,Polymers
BD126,K01342,SUBS_LEDLE,D_PLA,Polymers
BD126,K13277,subC,D_PLA,Polymers
BD126,K01465,benC,C_Benzoate_degradation,Aromatics
BD126,K01649,xylK,C_Catechol_degradation,Aromatics
BD126,K01821,praC,C_Protocatechuate_degradation,Aromatics
BD126,K01821,xylH,C_Catechol_degradation,Aromatics
BD126,K01895,pqsA,C_Anthranilate_degradation,Aromatics
BD126,K02364,ppsE,E_Plipastatin,Biosurfactant
BD126,K15656,ppsE,E_Plipastatin,Biosurfactant
BD126,K15668,ppsE,E_Plipastatin,Biosurfactant
BD126,K02823,prmB,A_Subterminal_oxidation,Alkanes
BD126,K02823,isoF,B_Isoprene_degradation,Alkenes
BD126,K02823,xamoF,B_Propene_degradation,Alkenes
BD126,K02823,antC,C_Anthranilate_degradation,Aromatics
BD126,K02823,benC,C_Benzoate_degradation,Aromatics
BD126,K02823,nagAa,C_1-Methylnaphthalene/2-Methylnaphthalene_degradation,Aromatics
BD126,K02823,tphA1I,C_Terephthalate_degradation,Aromatics
BD126,K02823,xylZ,C_Benzoate_degradation,Aromatics
BD126,K03386,ahpC,A_Finnerty_pathway,Alkanes
BD126,K03387,ahpF,A_Finnerty_pathway,Alkanes
BD126,K03406,alkN_mcp,A_Hydrocarbon_uptake,Alkanes
BD126,K03644,lipA,D_PET,Polymers
BD126,K03644,lipA,D_PCL,Polymers
BD126,K03644,lipA,D_PBSA,Polymers
BD126,K03929,CLOSTHATH_07193,D_PBAT,Polymers
BD126,K03929,estC,D_PLA,Polymers
BD126,K03929,estC,D_PBSA,Polymers
BD126,K03929,pnbA,D_PET,Polymers
BD126,K03929,pudA,D_PU,Polymers
BD126,K04091,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD126,K20938,LadA,A_Terminal/biterminal_oxidation,Alkanes
BD126,K20938,ssuD,A_Auxiliar_alkane_gene,Alkanes
BD126,K05337,padAc1,C_Phthalate_degradation,Aromatics
BD126,K15765,isoF,B_Isoprene_degradation,Alkenes
BD126,K15765,xamoF,B_Propene_degradation,Alkenes
BD126,K06133,ffp,E_Fengacyn,Biosurfactant
BD126,K06133,sfp,E_Surfactin,Biosurfactant
BD126,K06999,est,D_PU,Polymers
BD126,K06999,est,D_PET,Polymers
BD126,K06999,est,D_PBSA,Polymers
BD126,K06999,est,D_PCL,Polymers
BD126,K06999,est,D_PBAT,Polymers
BD126,K06999,est,D_PLA,Polymers
BD126,K07071,blc,A_Hydrocarbon_uptake,Alkanes
BD126,K15654,srfAA,E_Surfactin,Biosurfactant
BD126,K15654,srfAB,E_Surfactin,Biosurfactant
BD126,K15655,srfAA,E_Surfactin,Biosurfactant
BD126,K15655,srfAB,E_Surfactin,Biosurfactant
BD126,K16119,srfAA,E_Surfactin,Biosurfactant
BD126,K16120,srfAB,E_Surfactin,Biosurfactant
BD126,K15661,ituA,E_Iturin,Biosurfactant
BD126,K15661,mycA,E_Mycosubtilin,Biosurfactant
BD126,K15664,ppsA,E_Plipastatin,Biosurfactant
BD126,K15664,ppsC,E_Plipastatin,Biosurfactant
BD126,K15664,ppsD,E_Plipastatin,Biosurfactant
BD126,K15666,ppsA,E_Plipastatin,Biosurfactant
BD126,K15666,ppsC,E_Plipastatin,Biosurfactant
BD126,K15666,ppsD,E_Plipastatin,Biosurfactant
BD126,K15667,ppsA,E_Plipastatin,Biosurfactant
BD126,K15667,ppsC,E_Plipastatin,Biosurfactant
BD126,K15667,ppsD,E_Plipastatin,Biosurfactant
